iso3,month,year,population_density,life_expectancy,positive_rate
LSO,3,2020,,54.3,
LSO,4,2020,,54.3,
LSO,5,2020,73.562,54.3,
LSO,6,2020,73.562,54.3,
LSO,7,2020,73.562,54.3,
LSO,8,2020,73.562,54.3,
LSO,9,2020,73.562,54.3,
LSO,10,2020,73.562,54.3,
LSO,11,2020,73.562,54.3,
LSO,12,2020,73.562,54.3,
LSO,1,2021,73.562,54.3,
LSO,2,2021,73.562,54.3,
LSO,3,2021,73.562,54.3,
LSO,4,2021,73.562,54.3,
LSO,5,2021,73.562,54.3,
LSO,6,2021,73.562,54.3,
LSO,7,2021,73.562,54.3,
LSO,8,2021,73.562,54.3,
LSO,9,2021,73.562,54.3,
LSO,10,2021,73.562,54.3,
LSO,11,2021,73.562,54.3,
LSO,12,2021,73.562,54.3,
LBR,1,2020,,64.1,
LBR,2,2020,,64.1,
LBR,3,2020,49.127,64.1,
LBR,4,2020,49.127,64.1,
LBR,5,2020,49.127,64.1,
LBR,6,2020,49.127,64.1,
LBR,7,2020,49.127,64.1,
LBR,8,2020,49.127,64.1,
LBR,9,2020,49.127,64.1,
LBR,10,2020,49.127,64.1,
LBR,11,2020,49.127,64.1,
LBR,12,2020,49.127,64.1,
LBR,1,2021,49.127,64.1,
LBR,2,2021,49.127,64.1,
LBR,3,2021,49.127,64.1,
LBR,4,2021,49.127,64.1,
LBR,5,2021,49.127,64.1,
LBR,6,2021,49.127,64.1,
LBR,7,2021,49.127,64.1,
LBR,8,2021,49.127,64.1,
LBR,9,2021,49.127,64.1,
LBR,10,2021,49.127,64.1,
LBR,11,2021,49.127,64.1,
LBR,12,2021,49.127,64.1,
LBY,1,2020,,72.9,
LBY,2,2020,,72.9,
LBY,3,2020,3.623,72.9,
LBY,4,2020,3.623,72.9,0.0328
LBY,5,2020,3.623,72.9,0.0033
LBY,6,2020,3.623,72.9,0.0313
LBY,7,2020,3.623,72.9,0.08035
LBY,8,2020,3.623,72.9,0.1479
LBY,9,2020,3.623,72.9,0.1939
LBY,10,2020,3.623,72.9,
LBY,11,2020,3.623,72.9,0.24205
LBY,12,2020,3.623,72.9,
LBY,1,2021,3.623,72.9,
LBY,2,2021,3.623,72.9,
LBY,3,2021,3.623,72.9,
LBY,4,2021,3.623,72.9,
LBY,5,2021,3.623,72.9,
LBY,6,2021,3.623,72.9,
LBY,7,2021,3.623,72.9,
LBY,8,2021,3.623,72.9,
LBY,9,2021,3.623,72.9,
LBY,10,2021,3.623,72.9,
LBY,11,2021,3.623,72.9,
LBY,12,2021,3.623,72.9,
LTU,1,2020,,75.9,
LTU,2,2020,45.135,75.9,
LTU,3,2020,45.135,75.9,0.0515
LTU,4,2020,45.135,75.9,0.0195
LTU,5,2020,45.135,75.9,0.005
LTU,6,2020,45.135,75.9,0.004
LTU,7,2020,45.135,75.9,0.004
LTU,8,2020,45.135,75.9,0.01
LTU,9,2020,45.135,75.9,0.016
LTU,10,2020,45.135,75.9,0.037
LTU,11,2020,45.135,75.9,0.1375
LTU,12,2020,45.135,75.9,0.224
LTU,1,2021,45.135,75.9,0.12
LTU,2,2021,45.135,75.9,0.074
LTU,3,2021,45.135,75.9,0.065
LTU,4,2021,45.135,75.9,0.064
LTU,5,2021,45.135,75.9,0.053
LTU,6,2021,45.135,75.9,0.0105
LTU,7,2021,45.135,75.9,0.009
LTU,8,2021,45.135,75.9,0.042
LTU,9,2021,45.135,75.9,0.0595
LTU,10,2021,45.135,75.9,0.117
LTU,11,2021,45.135,75.9,0.116
LTU,12,2021,45.135,75.9,0.104
LUX,1,2020,,82.3,
LUX,2,2020,231.447,82.3,0
LUX,3,2020,231.447,82.3,0.106
LUX,4,2020,231.447,82.3,0.043
LUX,5,2020,231.447,82.3,0.006
LUX,6,2020,231.447,82.3,0.001
LUX,7,2020,231.447,82.3,0.007
LUX,8,2020,231.447,82.3,0.007
LUX,9,2020,231.447,82.3,0.0075
LUX,10,2020,231.447,82.3,0.026
LUX,11,2020,231.447,82.3,0.058
LUX,12,2020,231.447,82.3,0.041
LUX,1,2021,231.447,82.3,0.018
LUX,2,2021,231.447,82.3,0.019
LUX,3,2021,231.447,82.3,0.021
LUX,4,2021,231.447,82.3,0.0215
LUX,5,2021,231.447,82.3,0.015
LUX,6,2021,231.447,82.3,0.004
LUX,7,2021,231.447,82.3,0.015
LUX,8,2021,231.447,82.3,0.012
LUX,9,2021,231.447,82.3,0.02
LUX,10,2021,231.447,82.3,0.048
LUX,11,2021,231.447,82.3,0.0775
LUX,12,2021,231.447,82.3,0.089
MDG,1,2020,,67,
MDG,2,2020,,67,
MDG,3,2020,43.951,67,
MDG,4,2020,43.951,67,
MDG,5,2020,43.951,67,0.0977
MDG,6,2020,43.951,67,0.1147
MDG,7,2020,43.951,67,0.4585
MDG,8,2020,43.951,67,0.211
MDG,9,2020,43.951,67,0.11095
MDG,10,2020,43.951,67,0.074
MDG,11,2020,43.951,67,0.0678
MDG,12,2020,43.951,67,0.0639
MDG,1,2021,43.951,67,0.1038
MDG,2,2021,43.951,67,0.09405
MDG,3,2021,43.951,67,0.1859
MDG,4,2021,43.951,67,0.31305
MDG,5,2021,43.951,67,0.2258
MDG,6,2021,43.951,67,0.07035
MDG,7,2021,43.951,67,0.0367
MDG,8,2021,43.951,67,0.0113
MDG,9,2021,43.951,67,0.00295
MDG,10,2021,43.951,67,0.0017
MDG,11,2021,43.951,67,0.0067
MDG,12,2021,43.951,67,0.1217
MWI,1,2020,,64.3,
MWI,2,2020,,64.3,
MWI,3,2020,197.519,64.3,
MWI,4,2020,197.519,64.3,0.0446
MWI,5,2020,197.519,64.3,0.0221
MWI,6,2020,197.519,64.3,0.08555
MWI,7,2020,197.519,64.3,0.1787
MWI,8,2020,197.519,64.3,0.1007
MWI,9,2020,197.519,64.3,0.03405
MWI,10,2020,197.519,64.3,0.0166
MWI,11,2020,197.519,64.3,0.00805
MWI,12,2020,197.519,64.3,0.0162
MWI,1,2021,197.519,64.3,0.2834
MWI,2,2021,197.519,64.3,0.15025
MWI,3,2021,197.519,64.3,0.0603
MWI,4,2021,197.519,64.3,0.0407
MWI,5,2021,197.519,64.3,0.018
MWI,6,2021,197.519,64.3,0.0575
MWI,7,2021,197.519,64.3,0.271
MWI,8,2021,197.519,64.3,0.2619
MWI,9,2021,197.519,64.3,0.0317
MWI,10,2021,197.519,64.3,0.0058
MWI,11,2021,197.519,64.3,0.00305
MWI,12,2021,197.519,64.3,0.1657
MYS,1,2020,96.254,76.2,0.0309
MYS,2,2020,96.254,76.2,0.0047
MYS,3,2020,96.254,76.2,0.032
MYS,4,2020,96.254,76.2,0.0162
MYS,5,2020,96.254,76.2,0.0047
MYS,6,2020,96.254,76.2,0.0031
MYS,7,2020,96.254,76.2,0.0015
MYS,8,2020,96.254,76.2,0.0017
MYS,9,2020,96.254,76.2,0.00595
MYS,10,2020,96.254,76.2,0.0272
MYS,11,2020,96.254,76.2,0.03645
MYS,12,2020,96.254,76.2,0.0389
MYS,1,2021,96.254,76.2,0.0409
MYS,2,2021,96.254,76.2,0.0489
MYS,3,2021,96.254,76.2,0.0268
MYS,4,2021,96.254,76.2,0.02965
MYS,5,2021,96.254,76.2,0.0537
MYS,6,2021,96.254,76.2,0.068
MYS,7,2021,96.254,76.2,0.0846
MYS,8,2021,96.254,76.2,0.129
MYS,9,2021,96.254,76.2,0.13585
MYS,10,2021,96.254,76.2,0.0573
MYS,11,2021,96.254,76.2,0.0448
MYS,12,2021,96.254,76.2,0.0328
MDV,1,2020,,78.9,
MDV,2,2020,,78.9,
MDV,3,2020,1454.433,78.9,0.0105
MDV,4,2020,1454.433,78.9,0.01115
MDV,5,2020,1454.433,78.9,0.0844
MDV,6,2020,1454.433,78.9,0.0225
MDV,7,2020,1454.433,78.9,0.0463
MDV,8,2020,1454.433,78.9,0.1186
MDV,9,2020,1454.433,78.9,0.06245
MDV,10,2020,1454.433,78.9,0.0347
MDV,11,2020,1454.433,78.9,0.02915
MDV,12,2020,1454.433,78.9,0.0114
MDV,1,2021,1454.433,78.9,0.019
MDV,2,2021,1454.433,78.9,0.03595
MDV,3,2021,1454.433,78.9,0.0332
MDV,4,2021,1454.433,78.9,0.0499
MDV,5,2021,1454.433,78.9,0.2409
MDV,6,2021,1454.433,78.9,0.0621
MDV,7,2021,1454.433,78.9,0.0196
MDV,8,2021,1454.433,78.9,0.0209
MDV,9,2021,1454.433,78.9,0.02625
MDV,10,2021,1454.433,78.9,0.0225
MDV,11,2021,1454.433,78.9,0.03855
MDV,12,2021,1454.433,78.9,0.0295
MLI,1,2020,,59.3,
MLI,2,2020,,59.3,
MLI,3,2020,15.196,59.3,
MLI,4,2020,15.196,59.3,
MLI,5,2020,15.196,59.3,
MLI,6,2020,15.196,59.3,
MLI,7,2020,15.196,59.3,
MLI,8,2020,15.196,59.3,
MLI,9,2020,15.196,59.3,
MLI,10,2020,15.196,59.3,
MLI,11,2020,15.196,59.3,
MLI,12,2020,15.196,59.3,
MLI,1,2021,15.196,59.3,
MLI,2,2021,15.196,59.3,
MLI,3,2021,15.196,59.3,
MLI,4,2021,15.196,59.3,
MLI,5,2021,15.196,59.3,
MLI,6,2021,15.196,59.3,
MLI,7,2021,15.196,59.3,
MLI,8,2021,15.196,59.3,
MLI,9,2021,15.196,59.3,
MLI,10,2021,15.196,59.3,
MLI,11,2021,15.196,59.3,
MLI,12,2021,15.196,59.3,
MLT,1,2020,,82.5,
MLT,2,2020,,82.5,
MLT,3,2020,1454.037,82.5,
MLT,4,2020,1454.037,82.5,
MLT,5,2020,1454.037,82.5,
MLT,6,2020,1454.037,82.5,
MLT,7,2020,1454.037,82.5,0.005
MLT,8,2020,1454.037,82.5,0.01745
MLT,9,2020,1454.037,82.5,0.018
MLT,10,2020,1454.037,82.5,0.0351
MLT,11,2020,1454.037,82.5,0.0409
MLT,12,2020,1454.037,82.5,0.0342
MLT,1,2021,1454.037,82.5,0.051
MLT,2,2021,1454.037,82.5,0.0527
MLT,3,2021,1454.037,82.5,0.0656
MLT,4,2021,1454.037,82.5,0.0249
MLT,5,2021,1454.037,82.5,0.0024
MLT,6,2021,1454.037,82.5,0.00115
MLT,7,2021,1454.037,82.5,0.0352
MLT,8,2021,1454.037,82.5,0.0204
MLT,9,2021,1454.037,82.5,0.01145
MLT,10,2021,1454.037,82.5,0.0086
MLT,11,2021,1454.037,82.5,0.025
MLT,12,2021,1454.037,82.5,0.0393
MHL,1,2020,,74.1,
MHL,2,2020,,74.1,
MHL,3,2020,,74.1,
MHL,4,2020,,74.1,
MHL,5,2020,,74.1,
MHL,6,2020,,74.1,
MHL,7,2020,,74.1,
MHL,8,2020,,74.1,
MHL,9,2020,,74.1,
MHL,10,2020,295.15,74.1,
MHL,11,2020,295.15,74.1,
MHL,12,2020,295.15,74.1,
MHL,1,2021,295.15,74.1,
MHL,2,2021,295.15,74.1,
MHL,3,2021,295.15,74.1,
MHL,4,2021,295.15,74.1,
MHL,5,2021,295.15,74.1,
MHL,6,2021,295.15,74.1,
MHL,7,2021,295.15,74.1,
MHL,8,2021,295.15,74.1,
MHL,9,2021,295.15,74.1,
MHL,10,2021,295.15,74.1,
MHL,11,2021,295.15,74.1,
MHL,12,2021,295.15,74.1,
MRT,1,2020,,64.9,
MRT,2,2020,,64.9,
MRT,3,2020,4.289,64.9,
MRT,4,2020,4.289,64.9,0
MRT,5,2020,4.289,64.9,0.0536
MRT,6,2020,4.289,64.9,0.12005
MRT,7,2020,4.289,64.9,0.0921
MRT,8,2020,4.289,64.9,0.0753
MRT,9,2020,4.289,64.9,0.05905
MRT,10,2020,4.289,64.9,0.0293
MRT,11,2020,4.289,64.9,0.0353
MRT,12,2020,4.289,64.9,0.1181
MRT,1,2021,4.289,64.9,0.0601
MRT,2,2021,4.289,64.9,0.02445
MRT,3,2021,4.289,64.9,0.0197
MRT,4,2021,4.289,64.9,0.00955
MRT,5,2021,4.289,64.9,0.017
MRT,6,2021,4.289,64.9,0.0225
MRT,7,2021,4.289,64.9,0.0707
MRT,8,2021,4.289,64.9,0.1533
MRT,9,2021,4.289,64.9,0.0508
MRT,10,2021,4.289,64.9,0.0219
MRT,11,2021,4.289,64.9,0.0361
MRT,12,2021,4.289,64.9,0.0275
MUS,1,2020,,75,
MUS,2,2020,,75,
MUS,3,2020,622.962,75,
MUS,4,2020,622.962,75,
MUS,5,2020,622.962,75,
MUS,6,2020,622.962,75,
MUS,7,2020,622.962,75,
MUS,8,2020,622.962,75,
MUS,9,2020,622.962,75,
MUS,10,2020,622.962,75,
MUS,11,2020,622.962,75,
MUS,12,2020,622.962,75,
MUS,1,2021,622.962,75,
MUS,2,2021,622.962,75,
MUS,3,2021,622.962,75,
MUS,4,2021,622.962,75,
MUS,5,2021,622.962,75,
MUS,6,2021,622.962,75,
MUS,7,2021,622.962,75,
MUS,8,2021,622.962,75,
MUS,9,2021,622.962,75,
MUS,10,2021,622.962,75,
MUS,11,2021,622.962,75,
MUS,12,2021,622.962,75,
MEX,1,2020,66.444,75.1,0
MEX,2,2020,66.444,75.1,0
MEX,3,2020,66.444,75.1,0.148
MEX,4,2020,66.444,75.1,0.328
MEX,5,2020,66.444,75.1,0.46
MEX,6,2020,66.444,75.1,0.5045
MEX,7,2020,66.444,75.1,0.522
MEX,8,2020,66.444,75.1,0.462
MEX,9,2020,66.444,75.1,0.411
MEX,10,2020,66.444,75.1,0.419
MEX,11,2020,66.444,75.1,0.4435
MEX,12,2020,66.444,75.1,0.401
MEX,1,2021,66.444,75.1,0.41
MEX,2,2021,66.444,75.1,0.2755
MEX,3,2021,66.444,75.1,0.237
MEX,4,2021,66.444,75.1,0.1785
MEX,5,2021,66.444,75.1,0.162
MEX,6,2021,66.444,75.1,0.218
MEX,7,2021,66.444,75.1,0.343
MEX,8,2021,66.444,75.1,0.387
MEX,9,2021,66.444,75.1,0.3365
MEX,10,2021,66.444,75.1,0.208
MEX,11,2021,66.444,75.1,0.164
MEX,12,2021,66.444,75.1,0.161
FSM,1,2020,,67.9,
FSM,2,2020,,67.9,
FSM,3,2020,,67.9,
FSM,4,2020,,67.9,
FSM,5,2020,,67.9,
FSM,6,2020,,67.9,
FSM,7,2020,,67.9,
FSM,8,2020,,67.9,
FSM,9,2020,,67.9,
FSM,10,2020,,67.9,
FSM,11,2020,,67.9,
FSM,12,2020,,67.9,
FSM,1,2021,150.777,67.9,
FSM,2,2021,150.777,67.9,
FSM,3,2021,150.777,67.9,
FSM,4,2021,150.777,67.9,
FSM,5,2021,150.777,67.9,
FSM,6,2021,150.777,67.9,
FSM,7,2021,150.777,67.9,
FSM,8,2021,150.777,67.9,
FSM,9,2021,150.777,67.9,
FSM,10,2021,150.777,67.9,
FSM,11,2021,150.777,67.9,
FSM,12,2021,150.777,67.9,
MCO,2,2020,19347.5,,
MCO,3,2020,19347.5,,
MCO,4,2020,19347.5,,
MCO,5,2020,19347.5,,
MCO,6,2020,19347.5,,
MCO,7,2020,19347.5,,
MCO,8,2020,19347.5,,
MCO,9,2020,19347.5,,
MCO,10,2020,19347.5,,
MCO,11,2020,19347.5,,
MCO,12,2020,19347.5,,
MCO,1,2021,19347.5,,
MCO,2,2021,19347.5,,
MCO,3,2021,19347.5,,
MCO,4,2021,19347.5,,
MCO,5,2021,19347.5,,
MCO,6,2021,19347.5,,
MCO,7,2021,19347.5,,
MCO,8,2021,19347.5,,
MCO,9,2021,19347.5,,
MCO,10,2021,19347.5,,
MCO,11,2021,19347.5,,
MCO,12,2021,19347.5,,
MNG,1,2020,,69.9,
MNG,2,2020,,69.9,
MNG,3,2020,1.98,69.9,
MNG,4,2020,1.98,69.9,
MNG,5,2020,1.98,69.9,
MNG,6,2020,1.98,69.9,
MNG,7,2020,1.98,69.9,
MNG,8,2020,1.98,69.9,
MNG,9,2020,1.98,69.9,
MNG,10,2020,1.98,69.9,
MNG,11,2020,1.98,69.9,0.0098
MNG,12,2020,1.98,69.9,8e-04
MNG,1,2021,1.98,69.9,0.0013
MNG,2,2021,1.98,69.9,0.00155
MNG,3,2021,1.98,69.9,0.0074
MNG,4,2021,1.98,69.9,0.0431
MNG,5,2021,1.98,69.9,0.0884
MNG,6,2021,1.98,69.9,0.17805
MNG,7,2021,1.98,69.9,0.1952
MNG,8,2021,1.98,69.9,0.1955
MNG,9,2021,1.98,69.9,0.50835
MNG,10,2021,1.98,69.9,0.7681
MNG,11,2021,1.98,69.9,0.4148
MNG,12,2021,1.98,69.9,0.094
MNE,1,2020,,76.9,
MNE,2,2020,,76.9,
MNE,3,2020,46.28,76.9,
MNE,4,2020,46.28,76.9,
MNE,5,2020,46.28,76.9,
MNE,6,2020,46.28,76.9,
MNE,7,2020,46.28,76.9,
MNE,8,2020,46.28,76.9,
MNE,9,2020,46.28,76.9,
MNE,10,2020,46.28,76.9,
MNE,11,2020,46.28,76.9,
MNE,12,2020,46.28,76.9,
MNE,1,2021,46.28,76.9,
MNE,2,2021,46.28,76.9,
MNE,3,2021,46.28,76.9,
MNE,4,2021,46.28,76.9,
MNE,5,2021,46.28,76.9,
MNE,6,2021,46.28,76.9,
MNE,7,2021,46.28,76.9,
MNE,8,2021,46.28,76.9,
MNE,9,2021,46.28,76.9,
MNE,10,2021,46.28,76.9,
MNE,11,2021,46.28,76.9,
MNE,12,2021,46.28,76.9,
MAR,1,2020,,76.7,
MAR,2,2020,80.08,76.7,
MAR,3,2020,80.08,76.7,0.2073
MAR,4,2020,80.08,76.7,0.17145
MAR,5,2020,80.08,76.7,0.0379
MAR,6,2020,80.08,76.7,0.00495
MAR,7,2020,80.08,76.7,0.016
MAR,8,2020,80.08,76.7,0.0587
MAR,9,2020,80.08,76.7,0.0912
MAR,10,2020,80.08,76.7,0.1259
MAR,11,2020,80.08,76.7,0.21315
MAR,12,2020,80.08,76.7,0.1658
MAR,1,2021,80.08,76.7,0.0708
MAR,2,2021,80.08,76.7,0.0469
MAR,3,2021,80.08,76.7,0.0403
MAR,4,2021,80.08,76.7,0.0547
MAR,5,2021,80.08,76.7,0.0331
MAR,6,2021,80.08,76.7,0.03925
MAR,7,2021,80.08,76.7,0.0943
MAR,8,2021,80.08,76.7,0.2148
MAR,9,2021,80.08,76.7,0.1085
MAR,10,2021,80.08,76.7,0.0359
MAR,11,2021,80.08,76.7,0.01075
MAR,12,2021,80.08,76.7,0.0151
MOZ,1,2020,,60.9,
MOZ,2,2020,,60.9,
MOZ,3,2020,37.728,60.9,
MOZ,4,2020,37.728,60.9,0.0385
MOZ,5,2020,37.728,60.9,0.0185
MOZ,6,2020,37.728,60.9,0.0319
MOZ,7,2020,37.728,60.9,0.031
MOZ,8,2020,37.728,60.9,0.0549
MOZ,9,2020,37.728,60.9,0.11005
MOZ,10,2020,37.728,60.9,0.082
MOZ,11,2020,37.728,60.9,0.06885
MOZ,12,2020,37.728,60.9,0.0717
MOZ,1,2021,37.728,60.9,0.2838
MOZ,2,2021,37.728,60.9,0.2854
MOZ,3,2021,37.728,60.9,0.1577
MOZ,4,2021,37.728,60.9,0.0648
MOZ,5,2021,37.728,60.9,0.02545
MOZ,6,2021,37.728,60.9,0.0657
MOZ,7,2021,37.728,60.9,0.3256
MOZ,8,2021,37.728,60.9,0.2154
MOZ,9,2021,37.728,60.9,0.08455
MOZ,10,2021,37.728,60.9,0.016
MOZ,11,2021,37.728,60.9,0.0081
MOZ,12,2021,37.728,60.9,0.2651
MMR,1,2020,,67.1,
MMR,2,2020,,67.1,
MMR,3,2020,81.721,67.1,
MMR,4,2020,81.721,67.1,0.0248
MMR,5,2020,81.721,67.1,0.0037
MMR,6,2020,81.721,67.1,0.0016
MMR,7,2020,81.721,67.1,0.0013
MMR,8,2020,81.721,67.1,0.0016
MMR,9,2020,81.721,67.1,0.08305
MMR,10,2020,81.721,67.1,0.1064
MMR,11,2020,81.721,67.1,0.081
MMR,12,2020,81.721,67.1,0.0584
MMR,1,2021,81.721,67.1,0.0284
MMR,2,2021,81.721,67.1,0.0192
MMR,3,2021,81.721,67.1,0.0118
MMR,4,2021,81.721,67.1,0.00855
MMR,5,2021,81.721,67.1,0.0127
MMR,6,2021,81.721,67.1,0.07855
MMR,7,2021,81.721,67.1,0.3373
MMR,8,2021,81.721,67.1,0.2698
MMR,9,2021,81.721,67.1,0.0942
MMR,10,2021,81.721,67.1,0.0776
MMR,11,2021,81.721,67.1,0.0457
MMR,12,2021,81.721,67.1,0.0158
NAM,1,2020,,63.7,
NAM,2,2020,,63.7,
NAM,3,2020,3.078,63.7,
NAM,4,2020,3.078,63.7,0
NAM,5,2020,3.078,63.7,0
NAM,6,2020,3.078,63.7,0.0062
NAM,7,2020,3.078,63.7,0.1148
NAM,8,2020,3.078,63.7,0.155
NAM,9,2020,3.078,63.7,0.0978
NAM,10,2020,3.078,63.7,0.0569
NAM,11,2020,3.078,63.7,0.0503
NAM,12,2020,3.078,63.7,0.1509
NAM,1,2021,3.078,63.7,0.1859
NAM,2,2021,3.078,63.7,0.1304
NAM,3,2021,3.078,63.7,0.1211
NAM,4,2021,3.078,63.7,0.1129
NAM,5,2021,3.078,63.7,0.136
NAM,6,2021,3.078,63.7,0.3233
NAM,7,2021,3.078,63.7,0.3657
NAM,8,2021,3.078,63.7,0.1274
NAM,9,2021,3.078,63.7,0.06005
NAM,10,2021,3.078,63.7,0.0291
NAM,11,2021,3.078,63.7,0.00715
NAM,12,2021,3.078,63.7,0.2089
NRU,4,2021,682.45,,
NRU,5,2021,682.45,,
NRU,6,2021,682.45,,
NRU,7,2021,682.45,,
NRU,8,2021,682.45,,
NRU,9,2021,682.45,,
NRU,10,2021,682.45,,
NRU,11,2021,682.45,,
NRU,12,2021,682.45,,
NPL,1,2020,204.43,70.8,0
NPL,2,2020,204.43,70.8,0
NPL,3,2020,204.43,70.8,0
NPL,4,2020,204.43,70.8,0.005
NPL,5,2020,204.43,70.8,0.016
NPL,6,2020,204.43,70.8,0.0705
NPL,7,2020,204.43,70.8,0.036
NPL,8,2020,204.43,70.8,0.051
NPL,9,2020,204.43,70.8,0.12
NPL,10,2020,204.43,70.8,0.222
NPL,11,2020,204.43,70.8,0.2225
NPL,12,2020,204.43,70.8,0.15
NPL,1,2021,204.43,70.8,0.083
NPL,2,2021,204.43,70.8,0.0335
NPL,3,2021,204.43,70.8,0.027
NPL,4,2021,204.43,70.8,0.108
NPL,5,2021,204.43,70.8,0.4005
NPL,6,2021,204.43,70.8,0.2255
NPL,7,2021,204.43,70.8,0.21
NPL,8,2021,204.43,70.8,0.215
NPL,9,2021,204.43,70.8,0.1015
NPL,10,2021,204.43,70.8,0.07
NPL,11,2021,204.43,70.8,0.0355
NPL,12,2021,204.43,70.8,0.024
NLD,1,2020,,82.3,
NLD,2,2020,508.544,82.3,
NLD,3,2020,508.544,82.3,
NLD,4,2020,508.544,82.3,
NLD,5,2020,508.544,82.3,
NLD,6,2020,508.544,82.3,0.0115
NLD,7,2020,508.544,82.3,0.009
NLD,8,2020,508.544,82.3,0.029
NLD,9,2020,508.544,82.3,0.0485
NLD,10,2020,508.544,82.3,0.15
NLD,11,2020,508.544,82.3,0.1365
NLD,12,2020,508.544,82.3,0.129
NLD,1,2021,508.544,82.3,0.114
NLD,2,2021,508.544,82.3,0.1075
NLD,3,2021,508.544,82.3,0.081
NLD,4,2021,508.544,82.3,0.101
NLD,5,2021,508.544,82.3,0.117
NLD,6,2021,508.544,82.3,0.049
NLD,7,2021,508.544,82.3,0.139
NLD,8,2021,508.544,82.3,0.137
NLD,9,2021,508.544,82.3,0.0825
NLD,10,2021,508.544,82.3,0.118
NLD,11,2021,508.544,82.3,0.2025
NLD,12,2021,508.544,82.3,0.236
NZL,1,2020,,82.3,
NZL,2,2020,18.206,82.3,
NZL,3,2020,18.206,82.3,
NZL,4,2020,18.206,82.3,
NZL,5,2020,18.206,82.3,
NZL,6,2020,18.206,82.3,
NZL,7,2020,18.206,82.3,
NZL,8,2020,18.206,82.3,
NZL,9,2020,18.206,82.3,
NZL,10,2020,18.206,82.3,
NZL,11,2020,18.206,82.3,
NZL,12,2020,18.206,82.3,
NZL,1,2021,18.206,82.3,
NZL,2,2021,18.206,82.3,
NZL,3,2021,18.206,82.3,
NZL,4,2021,18.206,82.3,
NZL,5,2021,18.206,82.3,
NZL,6,2021,18.206,82.3,
NZL,7,2021,18.206,82.3,
NZL,8,2021,18.206,82.3,
NZL,9,2021,18.206,82.3,
NZL,10,2021,18.206,82.3,
NZL,11,2021,18.206,82.3,
NZL,12,2021,18.206,82.3,
NIC,1,2020,,74.5,
NIC,2,2020,,74.5,
NIC,3,2020,51.667,74.5,
NIC,4,2020,51.667,74.5,
NIC,5,2020,51.667,74.5,
NIC,6,2020,51.667,74.5,
NIC,7,2020,51.667,74.5,
NIC,8,2020,51.667,74.5,
NIC,9,2020,51.667,74.5,
NIC,10,2020,51.667,74.5,
NIC,11,2020,51.667,74.5,
NIC,12,2020,51.667,74.5,
NIC,1,2021,51.667,74.5,
NIC,2,2021,51.667,74.5,
NIC,3,2021,51.667,74.5,
NIC,4,2021,51.667,74.5,
NIC,5,2021,51.667,74.5,
NIC,6,2021,51.667,74.5,
NIC,7,2021,51.667,74.5,
NIC,8,2021,51.667,74.5,
NIC,9,2021,51.667,74.5,
NIC,10,2021,51.667,74.5,
NIC,11,2021,51.667,74.5,
NIC,12,2021,51.667,74.5,
NER,1,2020,,62.4,
NER,2,2020,,62.4,
NER,3,2020,16.955,62.4,
NER,4,2020,16.955,62.4,
NER,5,2020,16.955,62.4,
NER,6,2020,16.955,62.4,
NER,7,2020,16.955,62.4,
NER,8,2020,16.955,62.4,
NER,9,2020,16.955,62.4,
NER,10,2020,16.955,62.4,
NER,11,2020,16.955,62.4,
NER,12,2020,16.955,62.4,
NER,1,2021,16.955,62.4,
NER,2,2021,16.955,62.4,
NER,3,2021,16.955,62.4,
NER,4,2021,16.955,62.4,
NER,5,2021,16.955,62.4,
NER,6,2021,16.955,62.4,
NER,7,2021,16.955,62.4,
NER,8,2021,16.955,62.4,
NER,9,2021,16.955,62.4,
NER,10,2021,16.955,62.4,
NER,11,2021,16.955,62.4,
NER,12,2021,16.955,62.4,
NGA,1,2020,,54.7,
NGA,2,2020,209.588,54.7,
NGA,3,2020,209.588,54.7,
NGA,4,2020,209.588,54.7,0.15335
NGA,5,2020,209.588,54.7,0.1945
NGA,6,2020,209.588,54.7,0.20375
NGA,7,2020,209.588,54.7,0.1321
NGA,8,2020,209.588,54.7,0.0913
NGA,9,2020,209.588,54.7,0.05235
NGA,10,2020,209.588,54.7,0.0339
NGA,11,2020,209.588,54.7,0.0373
NGA,12,2020,209.588,54.7,0.1115
NGA,1,2021,209.588,54.7,0.1332
NGA,2,2021,209.588,54.7,0.11825
NGA,3,2021,209.588,54.7,0.0236
NGA,4,2021,209.588,54.7,0.01465
NGA,5,2021,209.588,54.7,0.0074
NGA,6,2021,209.588,54.7,0.0069
NGA,7,2021,209.588,54.7,0.0259
NGA,8,2021,209.588,54.7,0.0611
NGA,9,2021,209.588,54.7,0.0527
NGA,10,2021,209.588,54.7,0.0252
NGA,11,2021,209.588,54.7,0.01095
NGA,12,2021,209.588,54.7,0.0872
MKD,1,2020,,75.8,
MKD,2,2020,82.6,75.8,
MKD,3,2020,82.6,75.8,
MKD,4,2020,82.6,75.8,0.0993
MKD,5,2020,82.6,75.8,0.0587
MKD,6,2020,82.6,75.8,0.128
MKD,7,2020,82.6,75.8,0.1083
MKD,8,2020,82.6,75.8,0.0807
MKD,9,2020,82.6,75.8,0.0876
MKD,10,2020,82.6,75.8,0.1871
MKD,11,2020,82.6,75.8,0.3623
MKD,12,2020,82.6,75.8,0.3284
MKD,1,2021,82.6,75.8,0.1732
MKD,2,2021,82.6,75.8,0.1422
MKD,3,2021,82.6,75.8,0.2424
