iso3,year,age,sex,val
ESP,2005,40,Male,3901.927
ESP,2005,40,Female,1655.643
ESP,2005,45,Male,5293.057
ESP,2005,45,Female,2380.724
ESP,2005,50,Male,6981.204
ESP,2005,50,Female,2747.971
ESP,2005,55,Male,9651.165
ESP,2005,55,Female,3742.343
ESP,2005,60,Male,12314.41
ESP,2005,60,Female,5020.136
ESP,2005,65,Male,16522.04
ESP,2005,65,Female,7457.489
ESP,2005,70,Male,26477.66
ESP,2005,70,Female,14844.21
ESP,2005,75,Male,34181.22
ESP,2005,75,Female,24013.87
ESP,2005,80,Male,35815.49
ESP,2005,80,Female,37082.98
ESP,2005,85,Male,42806.91
ESP,2005,85,Female,83371.45
ESP,2006,0,Male,1252.355
ESP,2006,0,Female,933.2986
ESP,2006,5,Male,161.8348
ESP,2006,5,Female,76.39364
ESP,2006,10,Male,157.0675
ESP,2006,10,Female,111.615
ESP,2006,15,Male,590.1079
ESP,2006,15,Female,206.2782
ESP,2006,20,Male,971.1198
ESP,2006,20,Female,296.2438
ESP,2006,25,Male,1296.38
ESP,2006,25,Female,435.4958
ESP,2006,30,Male,1733.647
ESP,2006,30,Female,658.0038
ESP,2006,35,Male,2538.795
ESP,2006,35,Female,1124.357
ESP,2006,40,Male,3747.226
ESP,2006,40,Female,1724.532
ESP,2006,45,Male,5266.935
ESP,2006,45,Female,2349.114
ESP,2006,50,Male,7071.309
ESP,2006,50,Female,2858.508
ESP,2006,55,Male,9575.129
ESP,2006,55,Female,3649.95
ESP,2006,60,Male,12345.41
ESP,2006,60,Female,4903.032
ESP,2006,65,Male,15593.75
ESP,2006,65,Female,7003.13
ESP,2006,70,Male,24611.87
ESP,2006,70,Female,13739.92
ESP,2006,75,Male,32663.24
ESP,2006,75,Female,23145.11
ESP,2006,80,Male,34364.54
ESP,2006,80,Female,34689.08
ESP,2006,85,Male,43052.13
ESP,2006,85,Female,81464.17
ESP,2007,0,Male,1227.91
ESP,2007,0,Female,1020.525
ESP,2007,5,Male,125.4594
ESP,2007,5,Female,97.68304
ESP,2007,10,Male,175.5671
ESP,2007,10,Female,105.999
ESP,2007,15,Male,598.7967
ESP,2007,15,Female,201.5838
ESP,2007,20,Male,896.1613
ESP,2007,20,Female,277.4552
ESP,2007,25,Male,1275.255
ESP,2007,25,Female,392.8528
ESP,2007,30,Male,1625.752
ESP,2007,30,Female,651.0039
ESP,2007,35,Male,2429.174
ESP,2007,35,Female,1049.094
ESP,2007,40,Male,3886.821
ESP,2007,40,Female,1649.212
ESP,2007,45,Male,5288.261
ESP,2007,45,Female,2457.801
ESP,2007,50,Male,7076.25
ESP,2007,50,Female,3032.012
ESP,2007,55,Male,9544.752
ESP,2007,55,Female,3743.486
ESP,2007,60,Male,12823.44
ESP,2007,60,Female,5208.628
ESP,2007,65,Male,15329.66
ESP,2007,65,Female,6814.018
ESP,2007,70,Male,24614.77
ESP,2007,70,Female,13377.42
ESP,2007,75,Male,34132.73
ESP,2007,75,Female,23759.93
ESP,2007,80,Male,36713.81
ESP,2007,80,Female,35891.11
ESP,2007,85,Male,46973.85
ESP,2007,85,Female,87507.22
ESP,2008,0,Male,1271.102
ESP,2008,0,Female,981.9736
ESP,2008,5,Male,156.3948
ESP,2008,5,Female,89.96223
ESP,2008,10,Male,149.2931
ESP,2008,10,Female,107.3752
ESP,2008,15,Male,537.2427
ESP,2008,15,Female,225.9974
ESP,2008,20,Male,827.1639
ESP,2008,20,Female,260.5701
ESP,2008,25,Male,1142.141
ESP,2008,25,Female,377.6829
ESP,2008,30,Male,1541.24
ESP,2008,30,Female,606.6123
ESP,2008,35,Male,2260.177
ESP,2008,35,Female,1038.386
ESP,2008,40,Male,3582.008
ESP,2008,40,Female,1684.238
ESP,2008,45,Male,5448.522
ESP,2008,45,Female,2497.257
ESP,2008,50,Male,7186.771
ESP,2008,50,Female,3157.025
ESP,2008,55,Male,9169.87
ESP,2008,55,Female,3860.318
ESP,2008,60,Male,12925.27
ESP,2008,60,Female,5106.293
ESP,2008,65,Male,15122.19
ESP,2008,65,Female,6659.277
ESP,2008,70,Male,22551
ESP,2008,70,Female,12398.35
ESP,2008,75,Male,34353.99
ESP,2008,75,Female,24154.91
ESP,2008,80,Male,37077.44
ESP,2008,80,Female,36307.25
ESP,2008,85,Male,48252.7
ESP,2008,85,Female,90724.16
ESP,2009,0,Male,1199.543
ESP,2009,0,Female,948.7442
ESP,2009,5,Male,108.7714
ESP,2009,5,Female,91.22192
ESP,2009,10,Male,150.9527
ESP,2009,10,Female,85.27688
ESP,2009,15,Male,436.1442
ESP,2009,15,Female,194.8351
ESP,2009,20,Male,643.3163
ESP,2009,20,Female,283.366
ESP,2009,25,Male,1033.706
ESP,2009,25,Female,392.8305
ESP,2009,30,Male,1452.779
ESP,2009,30,Female,599.9279
ESP,2009,35,Male,2068.712
ESP,2009,35,Female,961.2618
ESP,2009,40,Male,3276.294
ESP,2009,40,Female,1596.068
ESP,2009,45,Male,5188.17
ESP,2009,45,Female,2517
ESP,2009,50,Male,7059.442
ESP,2009,50,Female,3226.279
ESP,2009,55,Male,9120.857
ESP,2009,55,Female,3662.043
ESP,2009,60,Male,12797.45
ESP,2009,60,Female,5122.002
ESP,2009,65,Male,16312.34
ESP,2009,65,Female,6979.67
ESP,2009,70,Male,20819.39
ESP,2009,70,Female,11270.35
ESP,2009,75,Male,34364.03
ESP,2009,75,Female,23603.29
ESP,2009,80,Male,37887.42
ESP,2009,80,Female,36746.5
ESP,2009,85,Male,48604.41
ESP,2009,85,Female,90908.73
ESP,2010,0,Male,1080.022
ESP,2010,0,Female,931.8349
ESP,2010,5,Male,114.8292
ESP,2010,5,Female,77.19853
ESP,2010,10,Male,146.5019
ESP,2010,10,Female,89.66008
ESP,2010,15,Male,366.1072
ESP,2010,15,Female,156.2422
ESP,2010,20,Male,605.5463
ESP,2010,20,Female,223.481
ESP,2010,25,Male,842.0575
ESP,2010,25,Female,327.2752
ESP,2010,30,Male,1322.738
ESP,2010,30,Female,575.0643
ESP,2010,35,Male,1943.62
ESP,2010,35,Female,917.8147
ESP,2010,40,Male,3174.411
ESP,2010,40,Female,1547.823
ESP,2010,45,Male,5106.102
ESP,2010,45,Female,2394.846
ESP,2010,50,Male,7265.397
ESP,2010,50,Female,3193.06
ESP,2010,55,Male,9061.336
ESP,2010,55,Female,3848.726
ESP,2010,60,Male,12531.44
ESP,2010,60,Female,4988.366
ESP,2010,65,Male,16049.62
ESP,2010,65,Female,6888.649
ESP,2010,70,Male,20019.14
ESP,2010,70,Female,10512.33
ESP,2010,75,Male,32877.69
ESP,2010,75,Female,22769.71
ESP,2010,80,Male,39009.67
ESP,2010,80,Female,36363.48
ESP,2010,85,Male,48888.77
ESP,2010,85,Female,91141.7
ESP,2011,0,Male,1060.496
ESP,2011,0,Female,877.39
ESP,2011,5,Male,119.4188
ESP,2011,5,Female,80.44302
ESP,2011,10,Male,134.3722
ESP,2011,10,Female,108.0616
ESP,2011,15,Male,329.3602
ESP,2011,15,Female,190.8758
ESP,2011,20,Male,593.5215
ESP,2011,20,Female,195.9972
ESP,2011,25,Male,760.4871
ESP,2011,25,Female,318.7665
ESP,2011,30,Male,1236.462
ESP,2011,30,Female,576.7964
ESP,2011,35,Male,1848.087
ESP,2011,35,Female,930.9708
ESP,2011,40,Male,3000.828
ESP,2011,40,Female,1545.379
ESP,2011,45,Male,4897.764
ESP,2011,45,Female,2416.102
ESP,2011,50,Male,7334.696
ESP,2011,50,Female,3425.03
ESP,2011,55,Male,9144.388
ESP,2011,55,Female,3922.521
ESP,2011,60,Male,12502.25
ESP,2011,60,Female,5090.047
ESP,2011,65,Male,16106.81
ESP,2011,65,Female,7011.643
ESP,2011,70,Male,19960.8
ESP,2011,70,Female,10159.78
ESP,2011,75,Male,31777.37
ESP,2011,75,Female,21861.53
ESP,2011,80,Male,40060.8
ESP,2011,80,Female,37284.13
ESP,2011,85,Male,53621.89
ESP,2011,85,Female,97242.47
ESP,2012,0,Male,976.7908
ESP,2012,0,Female,806.2602
ESP,2012,5,Male,123.3119
ESP,2012,5,Female,93.18825
ESP,2012,10,Male,127.6752
ESP,2012,10,Female,85.33111
ESP,2012,15,Male,289.3593
ESP,2012,15,Female,156.1025
ESP,2012,20,Male,506.9542
ESP,2012,20,Female,188.281
ESP,2012,25,Male,673.1553
ESP,2012,25,Female,319.1122
ESP,2012,30,Male,1141.843
ESP,2012,30,Female,533.6849
ESP,2012,35,Male,1738.1
ESP,2012,35,Female,887.5111
ESP,2012,40,Male,2860.448
ESP,2012,40,Female,1391.822
ESP,2012,45,Male,4730.503
ESP,2012,45,Female,2346.544
ESP,2012,50,Male,6964.901
ESP,2012,50,Female,3305.371
ESP,2012,55,Male,9084.733
ESP,2012,55,Female,3937.853
ESP,2012,60,Male,12409.35
ESP,2012,60,Female,5223.639
ESP,2012,65,Male,16376.04
ESP,2012,65,Female,7192.786
ESP,2012,70,Male,19994.31
ESP,2012,70,Female,10153.63
ESP,2012,75,Male,29837.04
ESP,2012,75,Female,20558.81
ESP,2012,80,Male,40607.12
ESP,2012,80,Female,38112.82
ESP,2012,85,Male,60886.61
ESP,2012,85,Female,103993.7
ESP,2013,0,Male,799.8868
ESP,2013,0,Female,678.4019
ESP,2013,5,Male,113.9816
ESP,2013,5,Female,97.1899
ESP,2013,10,Male,105.999
ESP,2013,10,Female,83.73922
ESP,2013,15,Male,268.2091
ESP,2013,15,Female,130.4601
ESP,2013,20,Male,433.4237
ESP,2013,20,Female,170.851
ESP,2013,25,Male,607.8334
ESP,2013,25,Female,256.3115
ESP,2013,30,Male,990.4057
ESP,2013,30,Female,437.2772
ESP,2013,35,Male,1523.253
ESP,2013,35,Female,909.9522
ESP,2013,40,Male,2573.083
ESP,2013,40,Female,1350.199
ESP,2013,45,Male,4507.705
ESP,2013,45,Female,2306.429
ESP,2013,50,Male,6968.905
ESP,2013,50,Female,3473.07
ESP,2013,55,Male,9160.442
ESP,2013,55,Female,4181.925
ESP,2013,60,Male,12068.68
ESP,2013,60,Female,5144.589
ESP,2013,65,Male,16198.57
ESP,2013,65,Female,7303.351
ESP,2013,70,Male,19667.65
ESP,2013,70,Female,10218.06
ESP,2013,75,Male,27291.18
ESP,2013,75,Female,18410.58
ESP,2013,80,Male,39214.27
ESP,2013,80,Female,36394.61
ESP,2013,85,Male,60226.87
ESP,2013,85,Female,101068.8
ESP,2014,0,Male,797.972
ESP,2014,0,Female,648.253
ESP,2014,5,Male,107.9923
ESP,2014,5,Female,78.12905
ESP,2014,10,Male,109.9012
ESP,2014,10,Female,93.69396
ESP,2014,15,Male,247.3244
ESP,2014,15,Female,130.1255
ESP,2014,20,Male,474.0181
ESP,2014,20,Female,189.8038
ESP,2014,25,Male,537.7533
ESP,2014,25,Female,233.6081
ESP,2014,30,Male,939.7482
ESP,2014,30,Female,446.3116
ESP,2014,35,Male,1360.43
ESP,2014,35,Female,791.7834
ESP,2014,40,Male,2517.703
ESP,2014,40,Female,1385.73
ESP,2014,45,Male,4418.28
ESP,2014,45,Female,2237.582
ESP,2014,50,Male,6873.692
ESP,2014,50,Female,3346.888
ESP,2014,55,Male,9248.958
ESP,2014,55,Female,4340.303
ESP,2014,60,Male,11853.23
ESP,2014,60,Female,5173.636
ESP,2014,65,Male,16279.09
ESP,2014,65,Female,7285.531
ESP,2014,70,Male,20261.2
ESP,2014,70,Female,10566.27
ESP,2014,75,Male,26343.49
ESP,2014,75,Female,17606.81
ESP,2014,80,Male,38696.67
ESP,2014,80,Female,36664.77
ESP,2014,85,Male,62775.28
ESP,2014,85,Female,104998.4
ESP,2015,0,Male,699.4191
ESP,2015,0,Female,549.8262
ESP,2015,5,Male,121.0925
ESP,2015,5,Female,85.57048
ESP,2015,10,Male,108.4965
ESP,2015,10,Female,85.34334
ESP,2015,15,Male,284.7468
ESP,2015,15,Female,119.8718
ESP,2015,20,Male,412.9452
ESP,2015,20,Female,175.2302
ESP,2015,25,Male,578.9137
ESP,2015,25,Female,220.6091
ESP,2015,30,Male,840.3825
ESP,2015,30,Female,375.8886
ESP,2015,35,Male,1479.332
ESP,2015,35,Female,764.5157
ESP,2015,40,Male,2378.611
ESP,2015,40,Female,1353.379
ESP,2015,45,Male,4100.832
ESP,2015,45,Female,2201.598
ESP,2015,50,Male,6927.638
ESP,2015,50,Female,3451.605
ESP,2015,55,Male,9678.849
ESP,2015,55,Female,4689.308
ESP,2015,60,Male,12089.72
ESP,2015,60,Female,5277.933
ESP,2015,65,Male,16740.06
ESP,2015,65,Female,7442.335
ESP,2015,70,Male,21166.9
ESP,2015,70,Female,10801.28
ESP,2015,75,Male,27235.18
ESP,2015,75,Female,17780.71
ESP,2015,80,Male,40808.35
ESP,2015,80,Female,38363.47
ESP,2015,85,Male,69588.83
ESP,2015,85,Female,118448.1
ESP,2016,0,Male,790.311
ESP,2016,0,Female,578.2953
ESP,2016,5,Male,107.2559
ESP,2016,5,Female,72.21942
ESP,2016,10,Male,108.2755
ESP,2016,10,Female,75.21092
ESP,2016,15,Male,256.3101
ESP,2016,15,Female,137.1981
ESP,2016,20,Male,401.3334
ESP,2016,20,Female,173.2008
ESP,2016,25,Male,529.3645
ESP,2016,25,Female,226.2251
ESP,2016,30,Male,843.4308
ESP,2016,30,Female,368.2829
ESP,2016,35,Male,1317.545
ESP,2016,35,Female,753.3532
ESP,2016,40,Male,2295.57
ESP,2016,40,Female,1272.375
ESP,2016,45,Male,4021.545
ESP,2016,45,Female,2128.362
ESP,2016,50,Male,6858.532
ESP,2016,50,Female,3422.377
ESP,2016,55,Male,9639.466
ESP,2016,55,Female,4545.372
ESP,2016,60,Male,12508.42
ESP,2016,60,Female,5522.346
ESP,2016,65,Male,16602.38
ESP,2016,65,Female,7536.354
ESP,2016,70,Male,20905.37
ESP,2016,70,Female,10705.37
ESP,2016,75,Male,25749.31
ESP,2016,75,Female,16783.34
ESP,2016,80,Male,37894.31
ESP,2016,80,Female,33998.41
ESP,2016,85,Male,68459.65
ESP,2016,85,Female,114324.3
ESP,2017,0,Male,707.5213
ESP,2017,0,Female,525.065
ESP,2017,5,Male,97.8909
ESP,2017,5,Female,83.58013
ESP,2017,10,Male,100.8323
ESP,2017,10,Female,94.91503
ESP,2017,15,Male,254.7818
ESP,2017,15,Female,133.206
ESP,2017,20,Male,414.1747
ESP,2017,20,Female,189.6935
ESP,2017,25,Male,576.9272
ESP,2017,25,Female,242.6438
ESP,2017,30,Male,807.6312
ESP,2017,30,Female,350.8064
ESP,2017,35,Male,1391.885
ESP,2017,35,Female,762.758
ESP,2017,40,Male,2269.779
ESP,2017,40,Female,1280.851
ESP,2017,45,Male,3941.247
ESP,2017,45,Female,2147.013
ESP,2017,50,Male,6664.993
ESP,2017,50,Female,3394.093
ESP,2017,55,Male,9725.647
ESP,2017,55,Female,4760.604
ESP,2017,60,Male,12199.17
ESP,2017,60,Female,5720.318
ESP,2017,65,Male,16483.28
ESP,2017,65,Female,7571.135
ESP,2017,70,Male,21807.02
ESP,2017,70,Female,11302.02
ESP,2017,75,Male,25857.31
ESP,2017,75,Female,16846.11
ESP,2017,80,Male,36636.47
ESP,2017,80,Female,33003.81
ESP,2017,85,Male,78220.06
ESP,2017,85,Female,127028.9
ESP,2018,0,Male,711.5706
ESP,2018,0,Female,559.9861
ESP,2018,5,Male,92.70052
ESP,2018,5,Female,73.22363
ESP,2018,10,Male,108.4312
ESP,2018,10,Female,80.70866
ESP,2018,15,Male,213.8837
ESP,2018,15,Female,116.3004
ESP,2018,20,Male,365.8427
ESP,2018,20,Female,171.2836
ESP,2018,25,Male,474.7309
ESP,2018,25,Female,204.3917
ESP,2018,30,Male,673.9279
ESP,2018,30,Female,301.4206
ESP,2018,35,Male,1126.337
ESP,2018,35,Female,660.9196
ESP,2018,40,Male,2014.959
ESP,2018,40,Female,1215.436
ESP,2018,45,Male,3780.266
ESP,2018,45,Female,2094.016
ESP,2018,50,Male,6516.225
ESP,2018,50,Female,3368.085
ESP,2018,55,Male,9822.212
ESP,2018,55,Female,4879.128
ESP,2018,60,Male,12633.16
ESP,2018,60,Female,5920.577
ESP,2018,65,Male,16030.56
ESP,2018,65,Female,7487.9
ESP,2018,70,Male,21081.93
ESP,2018,70,Female,10801.59
ESP,2018,75,Male,26754.88
ESP,2018,75,Female,17113.76
ESP,2018,80,Male,34017.56
ESP,2018,80,Female,30210.91
ESP,2018,85,Male,79142.43
ESP,2018,85,Female,124966
ESP,2019,0,Male,685.6972
ESP,2019,0,Female,540.0074
ESP,2019,5,Male,85.94625
ESP,2019,5,Female,67.68962
ESP,2019,10,Male,108.2904
ESP,2019,10,Female,78.50418
ESP,2019,15,Male,201.4693
ESP,2019,15,Female,111.7072
ESP,2019,20,Male,348.8554
ESP,2019,20,Female,169.3494
ESP,2019,25,Male,454.0085
ESP,2019,25,Female,196.252
ESP,2019,30,Male,621.695
ESP,2019,30,Female,275.2974
ESP,2019,35,Male,1025.511
ESP,2019,35,Female,611.673
ESP,2019,40,Male,1873.012
ESP,2019,40,Female,1167.516
ESP,2019,45,Male,3657.191
ESP,2019,45,Female,2064.348
ESP,2019,50,Male,6393.552
ESP,2019,50,Female,3338.582
ESP,2019,55,Male,9867.959
ESP,2019,55,Female,4984.864
ESP,2019,60,Male,12929.93
ESP,2019,60,Female,6182.534
ESP,2019,65,Male,15989.82
ESP,2019,65,Female,7551.524
ESP,2019,70,Male,21022.67
ESP,2019,70,Female,10750.22
ESP,2019,75,Male,27378.41
ESP,2019,75,Female,17407.75
ESP,2019,80,Male,32745.9
ESP,2019,80,Female,28665.39
ESP,2019,85,Male,80688.66
ESP,2019,85,Female,126505.6
EST,2000,0,Male,80.26957
EST,2000,0,Female,59.51931
EST,2000,5,Male,14.51675
EST,2000,5,Female,10.72189
EST,2000,10,Male,20.92151
EST,2000,10,Female,11.24676
EST,2000,15,Male,49.15093
EST,2000,15,Female,21.14794
EST,2000,20,Male,116.5681
EST,2000,20,Female,23.08281
EST,2000,25,Male,122.8772
EST,2000,25,Female,31.51635
EST,2000,30,Male,146.7008
EST,2000,30,Female,48.49324
EST,2000,35,Male,231.4
EST,2000,35,Female,83.1842
EST,2000,40,Male,439.9307
EST,2000,40,Female,125.8601
EST,2000,45,Male,582.615
EST,2000,45,Female,218.6005
EST,2000,50,Male,657.7162
EST,2000,50,Female,260.3725
EST,2000,55,Male,757.475
EST,2000,55,Female,375.2076
EST,2000,60,Male,1170.078
EST,2000,60,Female,512.0303
EST,2000,65,Male,1236.002
EST,2000,65,Female,755.3458
EST,2000,70,Male,1377.973
EST,2000,70,Female,1299.059
EST,2000,75,Male,895.6518
EST,2000,75,Female,1556.107
EST,2000,80,Male,596.2674
EST,2000,80,Female,1216.207
EST,2000,85,Male,772.6682
EST,2000,85,Female,2527.691
EST,2001,0,Male,73.69044
EST,2001,0,Female,54.99382
EST,2001,5,Male,12.63082
EST,2001,5,Female,9.443757
EST,2001,10,Male,19.61506
EST,2001,10,Female,9.935828
EST,2001,15,Male,63.75453
EST,2001,15,Female,18.24184
EST,2001,20,Male,121.7997
EST,2001,20,Female,28.04011
EST,2001,25,Male,122.2894
EST,2001,25,Female,25.62549
EST,2001,30,Male,154.7404
EST,2001,30,Female,46.78446
EST,2001,35,Male,270.698
EST,2001,35,Female,85.08805
EST,2001,40,Male,419.0929
EST,2001,40,Female,115.0988
EST,2001,45,Male,638.8376
EST,2001,45,Female,221.7045
EST,2001,50,Male,702.808
EST,2001,50,Female,296.5973
EST,2001,55,Male,824.0907
EST,2001,55,Female,382.1518
EST,2001,60,Male,1125.004
EST,2001,60,Female,482.6553
EST,2001,65,Male,1274.742
EST,2001,65,Female,770.1167
EST,2001,70,Male,1339.578
EST,2001,70,Female,1108.706
EST,2001,75,Male,1016.404
EST,2001,75,Female,1477.894
EST,2001,80,Male,626.6828
EST,2001,80,Female,1310.748
EST,2001,85,Male,797.9458
EST,2001,85,Female,2623.183
EST,2002,0,Male,68.2943
EST,2002,0,Female,51.39811
EST,2002,5,Male,11.02675
EST,2002,5,Female,8.313945
EST,2002,10,Male,16.96018
EST,2002,10,Female,9.739293
EST,2002,15,Male,80.35845
EST,2002,15,Female,17.32056
EST,2002,20,Male,144.464
EST,2002,20,Female,29.06927
EST,2002,25,Male,142.0494
EST,2002,25,Female,23.47619
EST,2002,30,Male,174.7444
EST,2002,30,Female,44.62445
EST,2002,35,Male,243.2101
EST,2002,35,Female,59.66425
EST,2002,40,Male,378.8303
EST,2002,40,Female,140.2496
EST,2002,45,Male,585.1601
EST,2002,45,Female,199.5827
EST,2002,50,Male,699.6852
EST,2002,50,Female,273.0135
EST,2002,55,Male,738.6824
EST,2002,55,Female,324.8577
EST,2002,60,Male,1063.256
EST,2002,60,Female,473.0105
EST,2002,65,Male,1294.42
EST,2002,65,Female,692.5469
EST,2002,70,Male,1335.407
EST,2002,70,Female,1130.967
EST,2002,75,Male,1047.424
EST,2002,75,Female,1537.217
EST,2002,80,Male,664.7191
EST,2002,80,Female,1455.417
EST,2002,85,Male,777.8901
EST,2002,85,Female,2659.808
EST,2003,0,Male,63.98344
EST,2003,0,Female,48.21832
EST,2003,5,Male,9.731271
EST,2003,5,Female,7.348622
EST,2003,10,Male,14.25893
EST,2003,10,Female,9.534425
EST,2003,15,Male,55.46512
EST,2003,15,Female,20.40311
EST,2003,20,Male,101.36
EST,2003,20,Female,23.01722
EST,2003,25,Male,121.6991
EST,2003,25,Female,30.23788
EST,2003,30,Male,140.2955
EST,2003,30,Female,24.52435
EST,2003,35,Male,200.6465
EST,2003,35,Female,67.10969
EST,2003,40,Male,380.3067
EST,2003,40,Female,121.5968
EST,2003,45,Male,490.2687
EST,2003,45,Female,161.158
EST,2003,50,Male,680.0656
EST,2003,50,Female,255.8025
EST,2003,55,Male,755.7726
EST,2003,55,Female,364.0241
EST,2003,60,Male,977.7426
EST,2003,60,Female,475.0817
EST,2003,65,Male,1251.62
EST,2003,65,Female,708.907
EST,2003,70,Male,1325.273
EST,2003,70,Female,1042.776
EST,2003,75,Male,1181.066
EST,2003,75,Female,1577.553
EST,2003,80,Male,694.8834
EST,2003,80,Female,1568.749
EST,2003,85,Male,834.9788
EST,2003,85,Female,2567.038
EST,2004,0,Male,60.11341
EST,2004,0,Female,45.6504
EST,2004,5,Male,8.697457
EST,2004,5,Female,6.54893
EST,2004,10,Male,12.33991
EST,2004,10,Female,8.679431
EST,2004,15,Male,69.55639
EST,2004,15,Female,11.18496
EST,2004,20,Male,105.9804
EST,2004,20,Female,27.95115
EST,2004,25,Male,128.6912
EST,2004,25,Female,19.97944
EST,2004,30,Male,160.9179
EST,2004,30,Female,37.91426
EST,2004,35,Male,194.9622
EST,2004,35,Female,36.96655
EST,2004,40,Male,332.0375
EST,2004,40,Female,102.2124
EST,2004,45,Male,525.9927
EST,2004,45,Female,170.6524
EST,2004,50,Male,678.9783
EST,2004,50,Female,243.571
EST,2004,55,Male,716.4753
EST,2004,55,Female,343.9211
EST,2004,60,Male,981.5416
EST,2004,60,Female,403.3804
EST,2004,65,Male,1259.793
EST,2004,65,Female,677.9891
EST,2004,70,Male,1260.934
EST,2004,70,Female,952.9653
EST,2004,75,Male,1163.298
EST,2004,75,Female,1550.426
EST,2004,80,Male,715.1748
EST,2004,80,Female,1625.116
EST,2004,85,Male,762.4509
EST,2004,85,Female,2410.433
EST,2005,0,Male,56.81502
EST,2005,0,Female,43.08261
EST,2005,5,Male,7.857116
EST,2005,5,Female,5.90383
EST,2005,10,Male,10.6042
EST,2005,10,Female,7.987742
EST,2005,15,Male,47.45881
EST,2005,15,Female,18.12463
EST,2005,20,Male,100.6611
EST,2005,20,Female,26.10403
EST,2005,25,Male,127.4703
EST,2005,25,Female,17.96921
EST,2005,30,Male,118.7492
EST,2005,30,Female,40.5847
EST,2005,35,Male,169.6898
EST,2005,35,Female,54.21142
EST,2005,40,Male,305.8513
EST,2005,40,Female,98.11533
EST,2005,45,Male,453.2801
EST,2005,45,Female,159.6894
EST,2005,50,Male,660.73
EST,2005,50,Female,254.3223
EST,2005,55,Male,746.3482
EST,2005,55,Female,334.6174
EST,2005,60,Male,884.0408
EST,2005,60,Female,356.8601
EST,2005,65,Male,1186.398
EST,2005,65,Female,642.6981
EST,2005,70,Male,1239.175
EST,2005,70,Female,906.5566
EST,2005,75,Male,1253.513
EST,2005,75,Female,1440.729
EST,2005,80,Male,730.5857
EST,2005,80,Female,1690.421
EST,2005,85,Male,755.1281
EST,2005,85,Female,2379.746
EST,2006,0,Male,53.3249
EST,2006,0,Female,40.78136
EST,2006,5,Male,7.16259
EST,2006,5,Female,5.408542
EST,2006,10,Male,9.441948
EST,2006,10,Female,7.009791
EST,2006,15,Male,57.72975
EST,2006,15,Female,16.93739
EST,2006,20,Male,105.6764
EST,2006,20,Female,27.3268
EST,2006,25,Male,122.1303
EST,2006,25,Female,27.99042
EST,2006,30,Male,140.1475
EST,2006,30,Female,34.84245
EST,2006,35,Male,150.6193
EST,2006,35,Female,43.81022
EST,2006,40,Male,278.4826
EST,2006,40,Female,82.89839
EST,2006,45,Male,429.5644
EST,2006,45,Female,139.858
EST,2006,50,Male,662.9328
EST,2006,50,Female,255.821
EST,2006,55,Male,769.4532
EST,2006,55,Female,341.5388
EST,2006,60,Male,883.8383
EST,2006,60,Female,435.5998
EST,2006,65,Male,1141.192
EST,2006,65,Female,632.5503
EST,2006,70,Male,1229.412
EST,2006,70,Female,871.2621
EST,2006,75,Male,1242.603
EST,2006,75,Female,1429.057
EST,2006,80,Male,846.8203
EST,2006,80,Female,1759.129
EST,2006,85,Male,794.8047
EST,2006,85,Female,2415.495
EST,2007,0,Male,49.91323
EST,2007,0,Female,38.2082
EST,2007,5,Male,6.700448
EST,2007,5,Female,5.089738
EST,2007,10,Male,8.614381
EST,2007,10,Female,6.053406
EST,2007,15,Male,41.50837
EST,2007,15,Female,10.88277
EST,2007,20,Male,131.438
EST,2007,20,Female,32.62367
EST,2007,25,Male,157.8164
EST,2007,25,Female,28.10393
EST,2007,30,Male,125.9385
EST,2007,30,Female,36.8243
EST,2007,35,Male,166.8391
EST,2007,35,Female,42.77482
EST,2007,40,Male,266.4479
EST,2007,40,Female,77.16481
EST,2007,45,Male,452.2797
EST,2007,45,Female,162.2165
EST,2007,50,Male,633.3843
EST,2007,50,Female,234.1999
EST,2007,55,Male,810.3305
EST,2007,55,Female,311.0759
EST,2007,60,Male,863.4761
EST,2007,60,Female,365.4927
EST,2007,65,Male,1168.349
EST,2007,65,Female,603.0513
EST,2007,70,Male,1244.792
EST,2007,70,Female,945.5065
EST,2007,75,Male,1247.408
EST,2007,75,Female,1332.356
EST,2007,80,Male,918.0873
EST,2007,80,Female,1829.586
EST,2007,85,Male,761.0847
EST,2007,85,Female,2457.152
EST,2008,0,Male,46.39615
EST,2008,0,Female,35.60366
EST,2008,5,Male,6.449911
EST,2008,5,Female,4.898236
EST,2008,10,Male,8.210884
EST,2008,10,Female,4.910816
EST,2008,15,Male,39.27782
EST,2008,15,Female,17.735
EST,2008,20,Male,104.803
EST,2008,20,Female,27.57511
EST,2008,25,Male,110.2828
EST,2008,25,Female,25.05328
EST,2008,30,Male,127.5166
EST,2008,30,Female,31.30829
EST,2008,35,Male,137.0356
EST,2008,35,Female,37.35343
EST,2008,40,Male,208.4581
EST,2008,40,Female,69.15396
EST,2008,45,Male,370.7272
EST,2008,45,Female,126.7664
EST,2008,50,Male,558.2964
EST,2008,50,Female,221.7348
EST,2008,55,Male,741.623
EST,2008,55,Female,296.8329
EST,2008,60,Male,842.2419
EST,2008,60,Female,397.9567
EST,2008,65,Male,993.9509
EST,2008,65,Female,529.3533
EST,2008,70,Male,1247.736
EST,2008,70,Female,855.1119
EST,2008,75,Male,1179.617
