iso3,year,month,observed
HUN,2019,10,10516
HUN,2019,11,10113.2857142857
HUN,2019,12,10114
HUN,2020,1,12905.7142857143
HUN,2020,2,11154.2857142857
HUN,2020,3,11660.4285714286
HUN,2020,4,10494
HUN,2020,5,9924.28571428571
HUN,2020,6,9674.28571428571
HUN,2020,7,9780.57142857143
HUN,2020,8,9978
HUN,2020,9,10312.4285714286
HUN,2020,10,12593
HUN,2020,11,16722.1428571429
HUN,2020,12,18022.8571428571
HUN,2021,1,12734.4285714286
HUN,2021,2,11917.2857142857
HUN,2021,3,18079.7142857143
HUN,2021,4,15412.4285714286
HUN,2021,5,11111.1428571429
HUN,2021,6,10506.1428571429
HUN,2021,7,10426.8571428571
HUN,2021,8,9880.57142857143
HUN,2021,9,10279.1428571429
HUN,2021,10,12010.5714285714
HUN,2021,11,15867
HUN,2021,12,16808.7142857143
IRN,2015,1,38053.6
IRN,2015,2,30331
IRN,2015,3,29765.2571428571
IRN,2015,4,31077.3285714286
IRN,2015,5,27783.0571428571
IRN,2015,6,28055.0142857143
IRN,2015,7,28142.2
IRN,2015,8,29348.4857142857
IRN,2015,9,27440.8142857143
IRN,2015,10,29230.8428571429
IRN,2015,11,29553.9
IRN,2015,12,36045.5
IRN,2016,1,31875.0285714286
IRN,2016,2,29887.4428571429
IRN,2016,3,28131.3285714286
IRN,2016,4,30060.7
IRN,2016,5,29023.2428571429
IRN,2016,6,27157.7857142857
IRN,2016,7,29625.7857142857
IRN,2016,8,29004.5
IRN,2016,9,27987.4714285714
IRN,2016,10,30736.1285714286
IRN,2016,11,30756.7285714286
IRN,2016,12,36057.3571428571
IRN,2017,1,33045.6
IRN,2017,2,27972.4571428571
IRN,2017,3,30524.7
IRN,2017,4,30137.8714285714
IRN,2017,5,30213.1
IRN,2017,6,27549.2428571429
IRN,2017,7,30025.4
IRN,2017,8,29136.4
IRN,2017,9,28364.0285714286
IRN,2017,10,30524.4285714286
IRN,2017,11,30310
IRN,2017,12,33639.6714285714
IRN,2018,1,37450.6571428572
IRN,2018,2,30906.2142857143
IRN,2018,3,31476.9285714286
IRN,2018,4,29000.3857142857
IRN,2018,5,29720.7285714286
IRN,2018,6,28378.6857142857
IRN,2018,7,31896.4
IRN,2018,8,29535.8857142857
IRN,2018,9,29694.8285714286
IRN,2018,10,30524.9714285714
IRN,2018,11,31065.0714285714
IRN,2018,12,31820.7428571429
IRN,2019,1,38551
IRN,2019,2,29977.7142857143
IRN,2019,3,30903.3428571429
IRN,2019,4,30798.4
IRN,2019,5,30117.8571428571
IRN,2019,6,30094.4714285714
IRN,2019,7,32153.2714285714
IRN,2019,8,30708.9428571429
IRN,2019,9,29836.1142857143
IRN,2019,10,31385.0857142857
IRN,2019,11,36736.7
IRN,2019,12,33660
IRN,2020,1,37002.3
IRN,2020,2,32475.8
IRN,2020,3,41565.3428571429
IRN,2020,4,38219.7
IRN,2020,5,32762.2857142857
IRN,2020,6,38447.8142857143
IRN,2020,7,45676.8714285714
IRN,2020,8,43301.7
IRN,2020,9,39522.6142857143
IRN,2020,10,50862.2714285714
IRN,2020,11,61414.9714285714
IRN,2020,12,49654.0285714286
IRN,2021,1,36346.3285714286
IRN,2021,2,33174.6428571429
IRN,2021,3,36013.7571428571
IRN,2021,4,48600.9428571429
IRN,2021,5,47385.1285714286
IRN,2021,6,38808.0857142857
IRN,2021,7,42896.8142857143
IRN,2021,8,65543.9
IRN,2021,9,57553.9714285714
IRN,2021,10,45521.2428571429
IRN,2021,11,39369.3428571429
IRN,2021,12,38522.6428571429
ISL,2015,1,227
ISL,2015,2,201
ISL,2015,3,191.571428571429
ISL,2015,4,179.714285714286
ISL,2015,5,196
ISL,2015,6,154.714285714286
ISL,2015,7,184
ISL,2015,8,171.714285714286
ISL,2015,9,173.571428571429
ISL,2015,10,169.714285714286
ISL,2015,11,181
ISL,2015,12,193
ISL,2016,1,192.571428571429
ISL,2016,2,174.571428571429
ISL,2016,3,195.571428571429
ISL,2016,4,209.285714285714
ISL,2016,5,169.285714285714
ISL,2016,6,178
ISL,2016,7,202.428571428571
ISL,2016,8,176.285714285714
ISL,2016,9,210.142857142857
ISL,2016,10,205.285714285714
ISL,2016,11,180.714285714286
ISL,2016,12,200.857142857143
ISL,2017,1,207.571428571429
ISL,2017,2,199.428571428571
ISL,2017,3,191.142857142857
ISL,2017,4,180.428571428571
ISL,2017,5,188.857142857143
ISL,2017,6,185.428571428571
ISL,2017,7,183
ISL,2017,8,172.714285714286
ISL,2017,9,174.428571428571
ISL,2017,10,181.714285714286
ISL,2017,11,190.857142857143
ISL,2017,12,173.428571428571
ISL,2018,1,226.857142857143
ISL,2018,2,195.714285714286
ISL,2018,3,192.428571428571
ISL,2018,4,201.142857142857
ISL,2018,5,190.571428571429
ISL,2018,6,191.285714285714
ISL,2018,7,158.571428571429
ISL,2018,8,162.285714285714
ISL,2018,9,180.142857142857
ISL,2018,10,200.857142857143
ISL,2018,11,170.571428571429
ISL,2018,12,176.571428571429
ISL,2019,1,187.714285714286
ISL,2019,2,169.857142857143
ISL,2019,3,207.857142857143
ISL,2019,4,193.857142857143
ISL,2019,5,184.285714285714
ISL,2019,6,197.142857142857
ISL,2019,7,181.142857142857
ISL,2019,8,176.142857142857
ISL,2019,9,181
ISL,2019,10,199.714285714286
ISL,2019,11,206.285714285714
ISL,2019,12,176
ISL,2020,1,252.428571428571
ISL,2020,2,192.571428571429
ISL,2020,3,195.428571428571
ISL,2020,4,205
ISL,2020,5,196.428571428571
ISL,2020,6,150.142857142857
ISL,2020,7,173.857142857143
ISL,2020,8,162.857142857143
ISL,2020,9,183
ISL,2020,10,222.285714285714
ISL,2020,11,194.142857142857
ISL,2020,12,215.857142857143
ISL,2021,1,198
ISL,2021,2,189.571428571429
ISL,2021,3,188.142857142857
ISL,2021,4,201.571428571429
ISL,2021,5,187.571428571429
ISL,2021,6,193.857142857143
ISL,2021,7,203.285714285714
ISL,2021,8,197.428571428571
ISL,2021,9,163.571428571429
ISL,2021,10,172.142857142857
ISL,2021,11,203.285714285714
ISL,2021,12,234.571428571429
ISR,2015,1,5083
ISR,2015,2,4092
ISR,2015,3,4121.42857142857
ISR,2015,4,3443.71428571429
ISR,2015,5,3528.42857142857
ISR,2015,6,3187.42857142857
ISR,2015,7,3317.71428571429
ISR,2015,8,3490.28571428571
ISR,2015,9,3303
ISR,2015,10,3548
ISR,2015,11,3585
ISR,2015,12,4366
ISR,2016,1,4088.71428571429
ISR,2016,2,4185.28571428571
ISR,2016,3,3678.57142857143
ISR,2016,4,3657.42857142857
ISR,2016,5,3402.42857142857
ISR,2016,6,3231.28571428571
ISR,2016,7,3330.42857142857
ISR,2016,8,3374.42857142857
ISR,2016,9,3242.85714285714
ISR,2016,10,3481.42857142857
ISR,2016,11,3628.28571428571
ISR,2016,12,4387.85714285714
ISR,2017,1,4890.42857142857
ISR,2017,2,3998.57142857143
ISR,2017,3,4065
ISR,2017,4,3692.28571428571
ISR,2017,5,3480.28571428571
ISR,2017,6,3317.57142857143
ISR,2017,7,3415.28571428571
ISR,2017,8,3318.14285714286
ISR,2017,9,3200.42857142857
ISR,2017,10,3589
ISR,2017,11,3576.57142857143
ISR,2017,12,3881.42857142857
ISR,2018,1,4612
ISR,2018,2,3941.71428571429
ISR,2018,3,3956.28571428571
ISR,2018,4,3470
ISR,2018,5,3560
ISR,2018,6,3339
ISR,2018,7,3499.28571428571
ISR,2018,8,3499.57142857143
ISR,2018,9,3398
ISR,2018,10,3684
ISR,2018,11,3711.85714285714
ISR,2018,12,3725.28571428571
ISR,2019,1,5078.14285714286
ISR,2019,2,4087
ISR,2019,3,4277.57142857143
ISR,2019,4,3812.42857142857
ISR,2019,5,3796.42857142857
ISR,2019,6,3321.42857142857
ISR,2019,7,3420.14285714286
ISR,2019,8,3511.85714285714
ISR,2019,9,3386
ISR,2019,10,3628.71428571429
ISR,2019,11,3710.28571428571
ISR,2019,12,3783
ISR,2020,1,5051.42857142857
ISR,2020,2,3948.57142857143
ISR,2020,3,4212
ISR,2020,4,3890.57142857143
ISR,2020,5,3855.28571428571
ISR,2020,6,3385.42857142857
ISR,2020,7,3740.71428571429
ISR,2020,8,4004.28571428571
ISR,2020,9,4212.42857142857
ISR,2020,10,4607.28571428571
ISR,2020,11,3847.14285714286
ISR,2020,12,4790.85714285714
ISR,2021,1,5227.85714285714
ISR,2021,2,4497
ISR,2021,3,4474
ISR,2021,4,3977.14285714286
ISR,2021,5,3842
ISR,2021,6,3509
ISR,2021,7,3738
ISR,2021,8,4522.57142857143
ISR,2021,9,4281
ISR,2021,10,4143.14285714286
ISR,2021,11,3804.57142857143
ISR,2021,12,4599.71428571429
ITA,2015,1,76619
ITA,2015,2,60843
ITA,2015,3,60137.4285714286
ITA,2015,4,53503.4285714286
ITA,2015,5,50737
ITA,2015,6,48248.4285714286
ITA,2015,7,58174.1428571429
ITA,2015,8,51005
ITA,2015,9,47198.5714285714
ITA,2015,10,51381
ITA,2015,11,50477.7142857143
ITA,2015,12,59661.2857142857
ITA,2016,1,55361.7142857143
ITA,2016,2,53351.4285714286
ITA,2016,3,56469.1428571429
ITA,2016,4,50762.7142857143
ITA,2016,5,50122.5714285714
ITA,2016,6,47467
ITA,2016,7,49612.5714285714
ITA,2016,8,48505.5714285714
ITA,2016,9,45499.4285714286
ITA,2016,10,52336.2857142857
ITA,2016,11,51873.8571428572
ITA,2016,12,62385.7142857143
ITA,2017,1,78270.7142857143
ITA,2017,2,55856.1428571429
ITA,2017,3,56358
ITA,2017,4,50935.5714285714
ITA,2017,5,51962.8571428572
ITA,2017,6,48592.8571428572
ITA,2017,7,50332.8571428571
ITA,2017,8,53818.7142857143
ITA,2017,9,46935.2857142857
ITA,2017,10,52443.4285714286
ITA,2017,11,52822.4285714286
ITA,2017,12,58562.1428571429
ITA,2018,1,70438.8571428572
ITA,2018,2,56372.1428571429
ITA,2018,3,58887
ITA,2018,4,51363
ITA,2018,5,49199.5714285714
ITA,2018,6,46873.4285714286
ITA,2018,7,49848.5714285714
ITA,2018,8,51194.2857142857
ITA,2018,9,47376.8571428572
ITA,2018,10,51542.8571428572
ITA,2018,11,51719.2857142857
ITA,2018,12,54068.1428571429
ITA,2019,1,71006.7142857143
ITA,2019,2,59922.4285714286
ITA,2019,3,58301.1428571429
ITA,2019,4,52004.7142857143
ITA,2019,5,51182.5714285714
ITA,2019,6,51667
ITA,2019,7,51494.2857142857
ITA,2019,8,49308.1428571429
ITA,2019,9,46495.4285714286
ITA,2019,10,50572.8571428571
ITA,2019,11,51066.7142857143
ITA,2019,12,49942
ITA,2020,1,67409.2857142857
ITA,2020,2,56116.7142857143
ITA,2020,3,87283.5714285714
ITA,2020,4,71771.5714285714
ITA,2020,5,52359.8571428571
ITA,2020,6,48765.5714285714
ITA,2020,7,51789.7142857143
ITA,2020,8,53235.4285714286
ITA,2020,9,49538.1428571429
ITA,2020,10,60348.1428571429
ITA,2020,11,78794.4285714286
ITA,2020,12,79449.5714285714
ITA,2021,1,69580.7142857143
ITA,2021,2,59259.5714285714
ITA,2021,3,68546
ITA,2021,4,63062.8571428572
ITA,2021,5,54816.1428571429
ITA,2021,6,52098.2857142857
ITA,2021,7,53903.4285714286
ITA,2021,8,56513.8571428571
ITA,2021,9,51113.7142857143
ITA,2021,10,54783.8571428571
ITA,2021,11,55196.7142857143
ITA,2021,12,67278.8571428572
KOR,2015,1,28061
KOR,2015,2,23209
KOR,2015,3,26444.1428571429
KOR,2015,4,23607.8571428571
KOR,2015,5,22940.7142857143
KOR,2015,6,21393.4285714286
KOR,2015,7,21600.8571428571
KOR,2015,8,21385
KOR,2015,9,21427
KOR,2015,10,23039
KOR,2015,11,22651.2857142857
KOR,2015,12,25006.7142857143
KOR,2016,1,23139.7142857143
KOR,2016,2,24640.5714285714
KOR,2016,3,25187
KOR,2016,4,22809.7142857143
KOR,2016,5,23138.8571428571
KOR,2016,6,21352.8571428571
KOR,2016,7,22052.1428571429
KOR,2016,8,22662
KOR,2016,9,22037.2857142857
KOR,2016,10,23570
KOR,2016,11,23331.4285714286
KOR,2016,12,25335.4285714286
KOR,2017,1,25892.7142857143
KOR,2017,2,22884.5714285714
KOR,2017,3,24230.7142857143
KOR,2017,4,23219
KOR,2017,5,23688
KOR,2017,6,22011.7142857143
KOR,2017,7,22253.8571428571
KOR,2017,8,22869
KOR,2017,9,22573.4285714286
KOR,2017,10,24568.2857142857
KOR,2017,11,24408.5714285714
KOR,2017,12,25948.1428571429
KOR,2018,1,32455
KOR,2018,2,25042.1428571429
KOR,2018,3,25291.8571428571
KOR,2018,4,23873.8571428571
KOR,2018,5,24065
KOR,2018,6,22616.1428571429
KOR,2018,7,23995.1428571429
KOR,2018,8,23816.4285714286
KOR,2018,9,22918.1428571429
KOR,2018,10,24947
KOR,2018,11,24215.7142857143
KOR,2018,12,24793.5714285714
KOR,2019,1,29124.1428571429
KOR,2019,2,22882.1428571429
KOR,2019,3,25090.5714285714
KOR,2019,4,23822.5714285714
KOR,2019,5,24658.7142857143
KOR,2019,6,23102
KOR,2019,7,23246.7142857143
KOR,2019,8,23686.1428571429
KOR,2019,9,23536.5714285714
KOR,2019,10,25632.2857142857
KOR,2019,11,25382.1428571429
KOR,2019,12,23916
KOR,2020,1,31165.8571428571
KOR,2020,2,25493.1428571429
KOR,2020,3,25861
KOR,2020,4,24697.8571428571
KOR,2020,5,24366.2857142857
KOR,2020,6,23569.5714285714
KOR,2020,7,23987.5714285714
KOR,2020,8,25270.5714285714
KOR,2020,9,24438.7142857143
KOR,2020,10,26434.4285714286
KOR,2020,11,25596.2857142857
KOR,2020,12,28649.7142857143
KOR,2021,1,25429.7142857143
KOR,2021,2,23808.7142857143
KOR,2021,3,26496.5714285714
KOR,2021,4,25062.5714285714
KOR,2021,5,25574.2857142857
KOR,2021,6,24353.8571428571
KOR,2021,7,25698.2857142857
KOR,2021,8,25865.7142857143
KOR,2021,9,25623.8571428571
KOR,2021,10,27768.7142857143
KOR,2021,11,28312.8571428571
KOR,2021,12,32545.8571428571
LTU,2015,1,4310
LTU,2015,2,3634
LTU,2015,3,3938.85714285714
LTU,2015,4,3592.42857142857
LTU,2015,5,3486.14285714286
LTU,2015,6,3263
LTU,2015,7,3269.71428571429
LTU,2015,8,3239
LTU,2015,9,3034.28571428571
LTU,2015,10,3577.57142857143
LTU,2015,11,3296.57142857143
LTU,2015,12,3890.42857142857
LTU,2016,1,3713.42857142857
LTU,2016,2,3607.57142857143
LTU,2016,3,3590.57142857143
LTU,2016,4,3395.42857142857
LTU,2016,5,3421.28571428571
LTU,2016,6,3247
LTU,2016,7,3215.28571428571
LTU,2016,8,3151.42857142857
LTU,2016,9,3045.85714285714
LTU,2016,10,3512
LTU,2016,11,3396.85714285714
LTU,2016,12,3562.28571428571
LTU,2017,1,4270.57142857143
LTU,2017,2,3607.28571428571
LTU,2017,3,3452
LTU,2017,4,3261.14285714286
LTU,2017,5,3356.85714285714
LTU,2017,6,3045.14285714286
LTU,2017,7,3101.85714285714
LTU,2017,8,2964.14285714286
LTU,2017,9,3012
LTU,2017,10,3397.71428571429
LTU,2017,11,3251.28571428571
LTU,2017,12,3270
LTU,2018,1,3875.57142857143
LTU,2018,2,3810.28571428571
LTU,2018,3,3776.14285714286
LTU,2018,4,3343.14285714286
LTU,2018,5,3260.28571428571
LTU,2018,6,2828.57142857143
LTU,2018,7,3111.85714285714
LTU,2018,8,3103.14285714286
LTU,2018,9,2801.14285714286
LTU,2018,10,3197.28571428571
LTU,2018,11,3031.71428571429
LTU,2018,12,3312.85714285714
LTU,2019,1,4251.28571428571
LTU,2019,2,3300
LTU,2019,3,3322.42857142857
LTU,2019,4,3133.28571428571
LTU,2019,5,3200.85714285714
LTU,2019,6,3154.85714285714
LTU,2019,7,3008.42857142857
LTU,2019,8,2982.85714285714
LTU,2019,9,2850
LTU,2019,10,3060.28571428571
LTU,2019,11,3044.71428571429
LTU,2019,12,2875
LTU,2020,1,3841.14285714286
LTU,2020,2,3195.85714285714
LTU,2020,3,3498.14285714286
LTU,2020,4,3365.14285714286
LTU,2020,5,3234.71428571429
LTU,2020,6,3316.28571428571
LTU,2020,7,3237.42857142857
LTU,2020,8,3251.57142857143
LTU,2020,9,3139.85714285714
LTU,2020,10,3637.85714285714
LTU,2020,11,4390.71428571429
LTU,2020,12,6213.28571428571
LTU,2021,1,4655.57142857143
LTU,2021,2,3621.28571428571
LTU,2021,3,3695
LTU,2021,4,3596.42857142857
LTU,2021,5,3708.57142857143
LTU,2021,6,3486.85714285714
LTU,2021,7,3388.28571428571
LTU,2021,8,3385.57142857143
LTU,2021,9,3840.57142857143
LTU,2021,10,4630.85714285714
LTU,2021,11,4267.42857142857
LTU,2021,12,4455.57142857143
LUX,2015,1,442
LUX,2015,2,395
LUX,2015,3,396
LUX,2015,4,322.571428571429
LUX,2015,5,299.571428571429
LUX,2015,6,293.142857142857
LUX,2015,7,326.285714285714
LUX,2015,8,313.285714285714
LUX,2015,9,304.285714285714
LUX,2015,10,318.857142857143
LUX,2015,11,296.857142857143
LUX,2015,12,340.142857142857
LUX,2016,1,335.285714285714
LUX,2016,2,313.142857142857
LUX,2016,3,385.142857142857
LUX,2016,4,305.428571428571
LUX,2016,5,333.857142857143
LUX,2016,6,290.142857142857
LUX,2016,7,324.142857142857
LUX,2016,8,313.428571428571
LUX,2016,9,307.428571428571
LUX,2016,10,336.571428571429
LUX,2016,11,327.571428571429
LUX,2016,12,369.857142857143
LUX,2017,1,473.142857142857
LUX,2017,2,340.571428571429
LUX,2017,3,376.142857142857
LUX,2017,4,357.714285714286
LUX,2017,5,308
LUX,2017,6,317.142857142857
LUX,2017,7,344.142857142857
LUX,2017,8,298.428571428571
LUX,2017,9,341.714285714286
LUX,2017,10,372
LUX,2017,11,346
LUX,2017,12,376
LUX,2018,1,408.857142857143
LUX,2018,2,442.571428571429
LUX,2018,3,431.571428571429
LUX,2018,4,321.142857142857
LUX,2018,5,321.714285714286
LUX,2018,6,312.142857142857
LUX,2018,7,339.857142857143
LUX,2018,8,352.857142857143
LUX,2018,9,315.285714285714
LUX,2018,10,362.428571428571
LUX,2018,11,354.285714285714
LUX,2018,12,337.285714285714
LUX,2019,1,416.142857142857
LUX,2019,2,400.142857142857
LUX,2019,3,372.714285714286
LUX,2019,4,330.714285714286
LUX,2019,5,339.857142857143
LUX,2019,6,314.571428571429
LUX,2019,7,330
LUX,2019,8,333.857142857143
LUX,2019,9,331.714285714286
LUX,2019,10,364.857142857143
LUX,2019,11,399.428571428571
LUX,2019,12,354
LUX,2020,1,401.285714285714
LUX,2020,2,331.714285714286
LUX,2020,3,418
LUX,2020,4,388.285714285714
LUX,2020,5,351.142857142857
LUX,2020,6,307.571428571429
LUX,2020,7,335
LUX,2020,8,362.571428571429
LUX,2020,9,343.285714285714
LUX,2020,10,382.142857142857
LUX,2020,11,521.428571428571
LUX,2020,12,523.571428571429
LUX,2021,1,407.285714285714
LUX,2021,2,360
LUX,2021,3,425.714285714286
LUX,2021,4,356.714285714286
LUX,2021,5,326.571428571429
LUX,2021,6,329.428571428571
LUX,2021,7,331.285714285714
LUX,2021,8,321
LUX,2021,9,345.285714285714
LUX,2021,10,394.285714285714
LUX,2021,11,422.428571428571
LUX,2021,12,447
LVA,2015,1,3089
LVA,2015,2,2399
LVA,2015,3,2567.14285714286
LVA,2015,4,2441.42857142857
LVA,2015,5,2351.85714285714
LVA,2015,6,2227.85714285714
LVA,2015,7,2277.14285714286
LVA,2015,8,2228.71428571429
LVA,2015,9,2102.71428571429
LVA,2015,10,2400.14285714286
LVA,2015,11,2235.42857142857
LVA,2015,12,2651.57142857143
LVA,2016,1,2715.71428571429
LVA,2016,2,2349
LVA,2016,3,2630.14285714286
LVA,2016,4,2395.14285714286
LVA,2016,5,2368.14285714286
LVA,2016,6,2276.28571428571
LVA,2016,7,2135
LVA,2016,8,2212.85714285714
LVA,2016,9,2164.14285714286
LVA,2016,10,2391.42857142857
LVA,2016,11,2333.28571428571
LVA,2016,12,2471.85714285714
LVA,2017,1,2690
LVA,2017,2,2594.42857142857
LVA,2017,3,2683.14285714286
LVA,2017,4,2404.42857142857
LVA,2017,5,2351.42857142857
LVA,2017,6,2197.42857142857
LVA,2017,7,2190.85714285714
LVA,2017,8,2134.14285714286
LVA,2017,9,2237.14285714286
LVA,2017,10,2388.71428571429
LVA,2017,11,2338.71428571429
LVA,2017,12,2448.57142857143
LVA,2018,1,2661.42857142857
LVA,2018,2,2483.57142857143
LVA,2018,3,3059
LVA,2018,4,2496.42857142857
LVA,2018,5,2349.14285714286
LVA,2018,6,2046.42857142857
LVA,2018,7,2394.71428571429
LVA,2018,8,2161.85714285714
LVA,2018,9,2150.28571428571
LVA,2018,10,2291.57142857143
LVA,2018,11,2238.57142857143
LVA,2018,12,2410
LVA,2019,1,2990.28571428571
LVA,2019,2,2404.28571428571
LVA,2019,3,2465.14285714286
LVA,2019,4,2268.28571428571
LVA,2019,5,2259
LVA,2019,6,2099
LVA,2019,7,2194.57142857143
LVA,2019,8,2053.42857142857
LVA,2019,9,2138.57142857143
LVA,2019,10,2299
LVA,2019,11,2198.42857142857
LVA,2019,12,2262
LVA,2020,1,2766
LVA,2020,2,2225
LVA,2020,3,2378.71428571429
LVA,2020,4,2334.14285714286
LVA,2020,5,2305.28571428571
LVA,2020,6,2251
LVA,2020,7,2209.42857142857
LVA,2020,8,2235.85714285714
LVA,2020,9,2157.85714285714
LVA,2020,10,2431.71428571429
LVA,2020,11,2539.14285714286
LVA,2020,12,3481.85714285714
LVA,2021,1,3341.71428571429
LVA,2021,2,2775.28571428571
LVA,2021,3,2667.28571428571
LVA,2021,4,2529.42857142857
LVA,2021,5,2665.14285714286
LVA,2021,6,2618.28571428571
LVA,2021,7,2526.85714285714
LVA,2021,8,2316.28571428571
LVA,2021,9,2546.71428571429
LVA,2021,10,3583.71428571429
LVA,2021,11,3509.14285714286
LVA,2021,12,3094.14285714286
MEX,2015,1,73170
MEX,2015,2,54317
MEX,2015,3,56023.2857142857
MEX,2015,4,51932.8571428572
MEX,2015,5,52312.4285714286
MEX,2015,6,49933.5714285714
MEX,2015,7,52463.7142857143
MEX,2015,8,52385.8571428572
MEX,2015,9,50799
MEX,2015,10,54184.2857142857
MEX,2015,11,53564.7142857143
MEX,2015,12,64753.2857142857
MEX,2016,1,60463.7142857143
MEX,2016,2,63672
MEX,2016,3,61942.5714285714
MEX,2016,4,53383.7142857143
MEX,2016,5,55941
MEX,2016,6,51822.4285714286
MEX,2016,7,54403
MEX,2016,8,54291
MEX,2016,9,52723.4285714286
MEX,2016,10,54967.7142857143
MEX,2016,11,55843.4285714286
MEX,2016,12,61052
MEX,2017,1,63366.2857142857
MEX,2017,2,57222.1428571429
MEX,2017,3,61336.5714285714
MEX,2017,4,57015.4285714286
MEX,2017,5,57699.1428571429
MEX,2017,6,54909
MEX,2017,7,56283.2857142857
MEX,2017,8,55490.4285714286
MEX,2017,9,55511.7142857143
MEX,2017,10,58465
MEX,2017,11,57941.4285714286
MEX,2017,12,65919.5714285714
MEX,2018,1,74681.4285714286
MEX,2018,2,58852.1428571429
MEX,2018,3,59494.4285714286
MEX,2018,4,55927.7142857143
MEX,2018,5,58086
MEX,2018,6,54894.2857142857
MEX,2018,7,58318.1428571429
MEX,2018,8,56279.7142857143
MEX,2018,9,54814.4285714286
MEX,2018,10,58735.4285714286
MEX,2018,11,62167.8571428572
MEX,2018,12,65954.4285714286
MEX,2019,1,77771
MEX,2019,2,60877.4285714286
MEX,2019,3,61892.5714285714
MEX,2019,4,59091.5714285714
MEX,2019,5,60887.7142857143
MEX,2019,6,57300.7142857143
MEX,2019,7,59015.1428571429
MEX,2019,8,58994.8571428571
MEX,2019,9,57126
MEX,2019,10,60350.7142857143
MEX,2019,11,60909.2857142857
MEX,2019,12,56999
MEX,2020,1,78566.8571428572
MEX,2020,2,61353.1428571429
MEX,2020,3,60727.1428571429
MEX,2020,4,67474.7142857143
MEX,2020,5,98443
MEX,2020,6,106774.857142857
MEX,2020,7,115173
MEX,2020,8,98710.8571428572
MEX,2020,9,82504.8571428571
MEX,2020,10,85804.5714285714
MEX,2020,11,94959.7142857143
MEX,2020,12,131391.285714286
MEX,2021,1,166488.428571429
MEX,2021,2,107143.428571429
MEX,2021,3,84148
MEX,2021,4,71783.1428571429
MEX,2021,5,65865.1428571429
MEX,2021,6,62434.7142857143
MEX,2021,7,79297.1428571429
MEX,2021,8,116565.714285714
MEX,2021,9,101421.714285714
MEX,2021,10,79175.8571428572
MEX,2021,11,69128.8571428572
MEX,2021,12,74154.8571428571
MLT,2015,1,427
MLT,2015,2,366
MLT,2015,3,356.571428571429
MLT,2015,4,279.428571428571
MLT,2015,5,252.714285714286
MLT,2015,6,241
MLT,2015,7,260
MLT,2015,8,249.428571428571
MLT,2015,9,237.714285714286
MLT,2015,10,271.142857142857
MLT,2015,11,247.428571428571
MLT,2015,12,331.571428571429
MLT,2016,1,318.428571428571
MLT,2016,2,299.714285714286
MLT,2016,3,268.571428571429
MLT,2016,4,254.285714285714
MLT,2016,5,271.714285714286
MLT,2016,6,234
MLT,2016,7,258
MLT,2016,8,255.142857142857
MLT,2016,9,267
MLT,2016,10,274.285714285714
MLT,2016,11,276.285714285714
MLT,2016,12,330.571428571429
MLT,2017,1,465.285714285714
MLT,2017,2,330.714285714286
MLT,2017,3,308.428571428571
MLT,2017,4,289
MLT,2017,5,275.714285714286
MLT,2017,6,242.571428571429
MLT,2017,7,251.285714285714
MLT,2017,8,286
MLT,2017,9,218
MLT,2017,10,263.142857142857
MLT,2017,11,284.428571428571
MLT,2017,12,341.428571428571
MLT,2018,1,394
MLT,2018,2,375.428571428571
MLT,2018,3,338.571428571429
MLT,2018,4,298.857142857143
MLT,2018,5,312.428571428571
MLT,2018,6,281.714285714286
MLT,2018,7,280.857142857143
MLT,2018,8,265.857142857143
MLT,2018,9,256.857142857143
MLT,2018,10,274.428571428571
MLT,2018,11,275.142857142857
MLT,2018,12,317.857142857143
MLT,2019,1,479.857142857143
MLT,2019,2,358.571428571429
MLT,2019,3,363.285714285714
MLT,2019,4,302.142857142857
MLT,2019,5,286.714285714286
MLT,2019,6,280.285714285714
MLT,2019,7,269
MLT,2019,8,265.142857142857
MLT,2019,9,253
MLT,2019,10,259.428571428571
MLT,2019,11,294.571428571429
MLT,2019,12,272
MLT,2020,1,447
MLT,2020,2,314
MLT,2020,3,376.142857142857
MLT,2020,4,321.714285714286
MLT,2020,5,291.428571428571
MLT,2020,6,250.285714285714
MLT,2020,7,282.285714285714
MLT,2020,8,304.428571428571
MLT,2020,9,305.714285714286
MLT,2020,10,325
MLT,2020,11,391.285714285714
MLT,2020,12,490.714285714286
MLT,2021,1,399.571428571429
MLT,2021,2,398.857142857143
MLT,2021,3,422.142857142857
MLT,2021,4,283
MLT,2021,5,322.571428571429
MLT,2021,6,271.428571428571
MLT,2021,7,306.428571428571
MLT,2021,8,341.571428571429
MLT,2021,9,294.428571428571
MLT,2021,10,298.142857142857
MLT,2021,11,318.142857142857
MLT,2021,12,410.714285714286
MNE,2015,1,770.06864550837
MNE,2015,2,649.884521642901
MNE,2015,3,656.243469995572
MNE,2015,4,588.043748913183
MNE,2015,5,536.059346130104
MNE,2015,6,495.04412925538
MNE,2015,7,632.079466255425
MNE,2015,8,495.203102964197
MNE,2015,9,525.408107639381
MNE,2015,10,609.982120729896
MNE,2015,11,568.013061602272
MNE,2015,12,653.85886436332
MNE,2016,1,632.092430923101
MNE,2016,2,576.142055747198
MNE,2016,3,639.432859153176
MNE,2016,4,569.617230653798
MNE,2016,5,572.064040063823
MNE,2016,6,617.411574462952
MNE,2016,7,569.290989399128
MNE,2016,8,565.212973715754
