iso3,year,month,observed
ZAF,2016,3,41686.8571428572
ZAF,2016,4,41044.2857142857
ZAF,2016,5,46177.5714285714
ZAF,2016,6,48294.1428571429
ZAF,2016,7,51114.4285714286
ZAF,2016,8,49184.8571428572
ZAF,2016,9,44080.5714285714
ZAF,2016,10,44236.1428571429
ZAF,2016,11,41104.4285714286
ZAF,2016,12,43860.8571428571
ZAF,2017,1,41060
ZAF,2017,2,36496.1428571429
ZAF,2017,3,40678.2857142857
ZAF,2017,4,40717.8571428571
ZAF,2017,5,44396
ZAF,2017,6,45834.1428571429
ZAF,2017,7,49792.2857142857
ZAF,2017,8,49656.4285714286
ZAF,2017,9,45869.8571428571
ZAF,2017,10,45640.7142857143
ZAF,2017,11,42359.8571428571
ZAF,2017,12,42956.4285714286
ZAF,2018,1,42829.8571428572
ZAF,2018,2,35991.4285714286
ZAF,2018,3,41465.7142857143
ZAF,2018,4,41801.2857142857
ZAF,2018,5,46145.8571428572
ZAF,2018,6,49319.8571428572
ZAF,2018,7,48993.4285714286
ZAF,2018,8,46675.8571428572
ZAF,2018,9,45735.8571428572
ZAF,2018,10,44088.4285714286
ZAF,2018,11,41675.5714285714
ZAF,2018,12,42265.8571428572
ZAF,2019,1,44325
ZAF,2019,2,36962.7142857143
ZAF,2019,3,41367.4285714286
ZAF,2019,4,41564
ZAF,2019,5,46239.1428571429
ZAF,2019,6,51264.7142857143
ZAF,2019,7,48767.2857142857
ZAF,2019,8,46625.7142857143
ZAF,2019,9,43167
ZAF,2019,10,43177.4285714286
ZAF,2019,11,41264.5714285714
ZAF,2019,12,40732
ZAF,2020,1,46082.8571428572
ZAF,2020,2,39049.1428571429
ZAF,2020,3,41152.4285714286
ZAF,2020,4,36878
ZAF,2020,5,41022.7142857143
ZAF,2020,6,51380.1428571429
ZAF,2020,7,69888.1428571429
ZAF,2020,8,56352.7142857143
ZAF,2020,9,44562.4285714286
ZAF,2020,10,46099.4285714286
ZAF,2020,11,46066.7142857143
ZAF,2020,12,73364.2857142857
ZAF,2021,1,88059
ZAF,2021,2,47760.2857142857
ZAF,2021,3,46726.8571428572
ZAF,2021,4,46208.7142857143
ZAF,2021,5,52691.1428571429
ZAF,2021,6,63605.5714285714
ZAF,2021,7,87141.4285714286
ZAF,2021,8,70049.5714285714
ZAF,2021,9,54014
ZAF,2021,10,47445.4285714286
ZAF,2021,11,45928.8571428572
ZAF,2021,12,56740.1428571429
ALB,2015,1,2490
ALB,2015,2,2139
ALB,2015,3,2051
ALB,2015,4,1906
ALB,2015,5,1709
ALB,2015,6,1561
ALB,2015,7,2008
ALB,2015,8,1687
ALB,2015,9,1569
ALB,2015,10,1560
ALB,2015,11,1728
ALB,2015,12,2010
ALB,2016,1,2376.34083687816
ALB,2016,2,2192.21757590939
ALB,2016,3,2197.97142781466
ALB,2016,4,1901.07266950252
ALB,2016,5,1974.72197389003
ALB,2016,6,1930.99269940995
ALB,2016,7,1890.71573607303
ALB,2016,8,1815.91566130447
ALB,2016,9,1678.97398595895
ALB,2016,10,2005.79277417851
ALB,2016,11,2134.67905685665
ALB,2016,12,2513.28251222368
ALB,2017,1,3757.17837496851
ALB,2017,2,2215.40239751259
ALB,2017,3,2181.78111451511
ALB,2017,4,1999.26557824307
ALB,2017,5,1993.26177770781
ALB,2017,6,1927.2199718199
ALB,2017,7,2146.95907141058
ALB,2017,8,2200.99327622796
ALB,2017,9,1779.52647865239
ALB,2017,10,2016.07621974181
ALB,2017,11,2060.50434370277
ALB,2017,12,2417.13009549748
ALB,2018,1,2860.29950416437
ALB,2018,2,2668.1107052284
ALB,2018,3,2831.13982432581
ALB,2018,4,2422.90430658595
ALB,2018,5,2205.5321477894
ALB,2018,6,2088.89342843515
ALB,2018,7,2175.04702795817
ALB,2018,8,2265.17694745918
ALB,2018,9,2148.53822810494
ALB,2018,10,2210.83390776004
ALB,2018,11,2293.01118730508
ALB,2018,12,2730.40638488351
ALB,2019,1,3404.13830607102
ALB,2019,2,2803.40801676437
ALB,2019,3,2826.13067546155
ALB,2019,4,2395.82032638374
ALB,2019,5,2476.76979799243
ALB,2019,6,2439.84547760952
ALB,2019,7,2476.76979799243
ALB,2019,8,2462.5681363067
ALB,2019,9,2170.01390558053
ALB,2019,10,2375.9380000237
ALB,2019,11,2544.93777408397
ALB,2019,12,2777.84502573005
ALB,2020,1,3105.90341067056
ALB,2020,2,2865.89532818161
ALB,2020,3,2830.39117396727
ALB,2020,4,2561.97976810685
ALB,2020,5,2560.55960193828
ALB,2020,6,2526.47561389251
ALB,2020,7,3076.07992113051
ALB,2020,8,3516.33143338834
ALB,2020,9,2814.76934611296
ALB,2020,10,3412.65930308246
ALB,2020,11,5473.32041368282
ALB,2020,12,4459.32176932124
ALB,2021,1,4263.33883805808
ALB,2021,2,5358.28695402835
ALB,2021,3,4895.31278307335
ALB,2021,4,3435.38196177964
ALB,2021,5,2661.39139990701
ALB,2021,6,2587.54275914118
ALB,2021,7,2584.70242680403
ALB,2021,8,2953.94563063318
ALB,2021,9,3558.93641844555
ALB,2021,10,3634.20522537995
ALB,2021,11,3558.93641844555
ALB,2021,12,3936.70061928614
AND,2015,1,43.8323919459634
AND,2015,2,49.8095363022312
AND,2015,3,57.7790621105881
AND,2015,4,51.8019177543204
AND,2015,5,51.8019177543204
AND,2015,6,31.8781032334279
AND,2015,7,53.7942992064096
AND,2015,8,35.8628661376064
AND,2015,9,49.8095363022312
AND,2015,10,49.8095363022312
AND,2015,11,31.8781032334279
AND,2015,12,53.7942992064096
AND,2016,1,50.0121964544985
AND,2016,2,38.8983750201655
AND,2016,3,57.4214107440538
AND,2016,4,35.1937678753878
AND,2016,5,40.7506785925543
AND,2016,6,46.3075893097208
AND,2016,7,59.2737143164426
AND,2016,8,62.9783214612203
AND,2016,9,29.6368571582213
AND,2016,10,44.455285737332
AND,2016,11,44.455285737332
AND,2016,12,64.8306250336091
AND,2017,1,89.7409119802369
AND,2017,2,53.1119683148341
AND,2017,3,71.4264401475355
AND,2017,4,40.2918380319431
AND,2017,5,31.1346021155924
AND,2017,6,47.6176267650237
AND,2017,7,31.1346021155924
AND,2017,8,32.9660492988625
AND,2017,9,42.1232852152132
AND,2017,10,43.9547323984834
AND,2017,11,53.1119683148341
AND,2017,12,54.9434154981042
AND,2018,1,68.7391190577676
AND,2018,2,50.6498772004603
AND,2018,3,65.1212706863061
AND,2018,4,37.9874079003452
AND,2018,5,28.9427869716916
AND,2018,6,56.0766497576525
AND,2018,7,41.6052562718067
AND,2018,8,54.2677255719218
AND,2018,9,54.2677255719218
AND,2018,10,59.6944981291139
AND,2018,11,43.4141804575374
AND,2018,12,45.2231046432681
AND,2019,1,59.7063579958638
AND,2019,2,59.7063579958638
AND,2019,3,39.1179586869452
AND,2019,4,53.5298382031882
AND,2019,5,39.1179586869452
AND,2019,6,47.3533184105126
AND,2019,7,61.7651979267556
AND,2019,8,37.0591187560534
AND,2019,9,49.4121583414045
AND,2019,10,47.3533184105126
AND,2019,11,61.7651979267556
AND,2019,12,63.8240378576475
AND,2020,1,70.000557650323
AND,2020,2,76.1770774429986
AND,2020,3,82.3535972356742
AND,2020,4,123.530395853511
AND,2020,5,74.1182375121067
AND,2020,6,53.5298382031882
AND,2020,7,59.7063579958638
AND,2020,8,39.1179586869452
AND,2020,9,55.5886781340801
AND,2020,10,105.000836475485
AND,2020,11,39.1179586869452
AND,2020,12,84.412437166566
ARG,2015,1,25583
ARG,2015,2,22728
ARG,2015,3,25145
ARG,2015,4,25853
ARG,2015,5,27580
ARG,2015,6,29490
ARG,2015,7,33369
ARG,2015,8,31822
ARG,2015,9,29911
ARG,2015,10,28582
ARG,2015,11,25482
ARG,2015,12,25016
ARG,2016,1,27557
ARG,2016,2,25416
ARG,2016,3,27008
ARG,2016,4,27181
ARG,2016,5,33201
ARG,2016,6,36135
ARG,2016,7,34452
ARG,2016,8,31338
ARG,2016,9,29597
ARG,2016,10,27872
ARG,2016,11,25537
ARG,2016,12,24823
ARG,2017,1,26724
ARG,2017,2,23774
ARG,2017,3,26151
ARG,2017,4,25852
ARG,2017,5,30063
ARG,2017,6,37443
ARG,2017,7,34769
ARG,2017,8,29995
ARG,2017,9,27287
ARG,2017,10,27939
ARG,2017,11,25066
ARG,2017,12,24215
ARG,2018,1,26030
ARG,2018,2,23518
ARG,2018,3,25683
ARG,2018,4,25290
ARG,2018,5,27672
ARG,2018,6,31395
ARG,2018,7,33618
ARG,2018,8,33721
ARG,2018,9,29980
ARG,2018,10,27702
ARG,2018,11,25250
ARG,2018,12,23650
ARG,2019,1,26271
ARG,2019,2,23688
ARG,2019,3,26020
ARG,2019,4,25582
ARG,2019,5,28383
ARG,2019,6,31418
ARG,2019,7,36035
ARG,2019,8,32472
ARG,2019,9,29481
ARG,2019,10,28362
ARG,2019,11,25543
ARG,2019,12,23836
ARG,2020,1,25571
ARG,2020,2,24212
ARG,2020,3,25639
ARG,2020,4,24959
ARG,2020,5,27541
ARG,2020,6,28899
ARG,2020,7,36033
ARG,2020,8,37052
ARG,2020,9,39973
ARG,2020,10,42554
ARG,2020,11,35421
ARG,2020,12,31141
ARM,2015,1,2582
ARM,2015,2,2363
ARM,2015,3,2763
ARM,2015,4,2442
ARM,2015,5,2197
ARM,2015,6,2288
ARM,2015,7,2176
ARM,2015,8,2149
ARM,2015,9,1949
ARM,2015,10,2101
ARM,2015,11,2349
ARM,2015,12,2485
ARM,2016,1,2722
ARM,2016,2,2576
ARM,2016,3,2349
ARM,2016,4,2243
ARM,2016,5,2247
ARM,2016,6,2169
ARM,2016,7,2103
ARM,2016,8,2127
ARM,2016,9,1891
ARM,2016,10,2233
ARM,2016,11,2476
ARM,2016,12,2993
ARM,2017,1,3027
ARM,2017,2,2442
ARM,2017,3,2568
ARM,2017,4,2246
ARM,2017,5,2323
ARM,2017,6,2103
ARM,2017,7,2063
ARM,2017,8,2174
ARM,2017,9,1712
ARM,2017,10,2142
ARM,2017,11,2263
ARM,2017,12,2304
ARM,2018,1,2534
ARM,2018,2,2273
ARM,2018,3,2215
ARM,2018,4,1968
ARM,2018,5,2220
ARM,2018,6,1902
ARM,2018,7,2347
ARM,2018,8,1972
ARM,2018,9,1704
ARM,2018,10,2086
ARM,2018,11,2317
ARM,2018,12,2107
ARM,2019,1,2773
ARM,2019,2,2247
ARM,2019,3,2353
ARM,2019,4,2203
ARM,2019,5,2285
ARM,2019,6,1929
ARM,2019,7,2069
ARM,2019,8,1994
ARM,2019,9,1802
ARM,2019,10,2014
ARM,2019,11,2179
ARM,2019,12,2404
ARM,2020,1,2567
ARM,2020,2,2434
ARM,2020,3,2288
ARM,2020,4,2156
ARM,2020,5,2103
ARM,2020,6,2869
ARM,2020,7,2719
ARM,2020,8,2106
ARM,2020,9,2042
ARM,2020,10,3632
ARM,2020,11,6060
ARM,2020,12,4395
ARM,2021,1,3013
ARM,2021,2,2418
ARM,2021,3,2836
ARM,2021,4,3361
ARM,2021,5,2633
ARM,2021,6,2290
ARM,2021,7,2247
ARM,2021,8,2241
ARM,2021,9,2559
ARM,2021,10,3462
ARM,2021,11,4577
ARM,2021,12,3001
ATG,2015,1,40.2581150273921
ATG,2015,2,59.2688915681051
ATG,2015,3,67.0968583789869
ATG,2015,4,22.3656194596623
ATG,2015,5,51.4409247572233
ATG,2015,6,49.204362811257
ATG,2015,7,41.3763960003752
ATG,2015,8,61.5054535140713
ATG,2015,9,54.7957676761726
ATG,2015,10,54.7957676761726
ATG,2015,11,55.9140486491557
ATG,2015,12,38.0215530814259
ATG,2016,1,34.6928565527372
ATG,2016,2,54.8370958414234
ATG,2016,3,63.7900910808394
ATG,2016,4,67.1474642956204
ATG,2016,5,38.0502297675183
ATG,2016,6,48.1223494118613
ATG,2016,7,25.7398613133212
ATG,2016,8,68.2665887005475
ATG,2016,9,42.5267273872263
ATG,2016,10,58.1944690562044
ATG,2016,11,61.5518422709854
ATG,2016,12,50.3605982217153
ATG,2017,1,42
ATG,2017,2,49
ATG,2017,3,52
ATG,2017,4,41
ATG,2017,5,54
ATG,2017,6,38
ATG,2017,7,43
ATG,2017,8,49
ATG,2017,9,45
ATG,2017,10,68
ATG,2017,11,43
ATG,2017,12,49
ATG,2018,1,37
ATG,2018,2,40
ATG,2018,3,60
ATG,2018,4,60
ATG,2018,5,58
ATG,2018,6,42
ATG,2018,7,53
ATG,2018,8,48
ATG,2018,9,54
ATG,2018,10,44
ATG,2018,11,42
ATG,2018,12,43
ATG,2019,1,63
ATG,2019,2,61
ATG,2019,3,45
ATG,2019,4,40
ATG,2019,5,38
ATG,2019,6,63
ATG,2019,7,54
ATG,2019,8,57
ATG,2019,9,51
ATG,2019,10,44
ATG,2019,11,48
ATG,2019,12,54
ATG,2020,1,50
ATG,2020,2,47
ATG,2020,3,60
ATG,2020,4,49
ATG,2020,5,52
ATG,2020,6,42
ATG,2020,7,46
ATG,2020,8,44
ATG,2020,9,45
ATG,2020,10,50
ATG,2020,11,49
ATG,2020,12,40
ATG,2021,1,56
ATG,2021,2,68
ATG,2021,3,55
ATG,2021,4,50
ATG,2021,5,46
ATG,2021,6,39
ATG,2021,7,55
ATG,2021,8,47
ATG,2021,9,104
ATG,2021,10,26
ATG,2021,11,64
ATG,2021,12,39
AZE,2015,1,7091.70593986836
AZE,2015,2,7203.33209243916
AZE,2015,3,6647.9575308832
AZE,2015,4,6427.46142703965
AZE,2015,5,6981.45788794658
AZE,2015,6,6647.9575308832
AZE,2015,7,6537.70947896143
AZE,2015,8,6537.70947896143
AZE,2015,9,6427.46142703965
AZE,2015,10,6315.83527446885
AZE,2015,11,6315.83527446885
AZE,2015,12,6427.46142703965
AZE,2016,1,7144.88175159511
AZE,2016,2,7180.94515635786
AZE,2016,3,6586.62024586782
AZE,2016,4,7543.02174017582
AZE,2016,5,6598.16053539189
AZE,2016,6,5964.88714775809
AZE,2016,7,6615.47096967801
AZE,2016,8,6867.91480301723
AZE,2016,9,6088.94526014193
AZE,2016,10,6526.0337258664
AZE,2016,11,7293.46297921763
AZE,2016,12,7306.44580493221
AZE,2017,1,8923.68536128019
AZE,2017,2,7310.52942086799
AZE,2017,3,7024.56086779492
AZE,2017,4,7074.42205140766
AZE,2017,5,7265.06775345637
AZE,2017,6,5629.91423203856
AZE,2017,7,7045.09194340017
AZE,2017,8,6926.30500596981
AZE,2017,9,5990.67456053074
AZE,2017,10,6754.72387412597
AZE,2017,11,6779.65446593234
AZE,2017,12,7026.02737319529
AZE,2018,1,7599.65808054987
AZE,2018,2,7501.85778731039
AZE,2018,3,7051.68879048751
AZE,2018,4,7195.5127511338
AZE,2018,5,7005.6651230807
AZE,2018,6,5774.53201994847
AZE,2018,7,7939.08262767511
AZE,2018,8,6736.71431667214
AZE,2018,9,5960.06492918218
AZE,2018,10,6538.23725098026
AZE,2018,11,6539.67549058673
AZE,2018,12,6496.52830239284
AZE,2019,1,7895.02478064255
AZE,2019,2,7011.32940135986
AZE,2019,3,6643.00167325686
AZE,2019,4,7750.89653921094
AZE,2019,5,6631.35494667653
AZE,2019,6,6558.56290554945
AZE,2019,7,7136.53171209843
AZE,2019,8,6214.98447142966
AZE,2019,9,5970.40321324269
AZE,2019,10,6385.31784766702
AZE,2019,11,6395.50873342481
AZE,2019,12,7584.93068544121
AZE,2020,1,7536.88793829734
AZE,2020,2,7335.98190478661
AZE,2020,3,8432.23004416037
AZE,2020,4,6567.2979504847
AZE,2020,5,6251.3804919932
AZE,2020,6,9030.58062222492
AZE,2020,7,9331.93967249101
AZE,2020,8,7350.54031301203
AZE,2020,9,6580.40051788758
AZE,2020,10,8406.02490935462
AZE,2020,11,12197.0344112527
AZE,2020,12,21109.6919268517
AZE,2021,1,11605.9630373008
AZE,2021,2,7812.04185375769
AZE,2021,3,8263.35250874555
AZE,2021,4,10773.2220868071
AZE,2021,5,7912.49487051305
AZE,2021,6,7567.46059557071
AZE,2021,7,7405.86226426861
AZE,2021,8,9461.5095056972
AZE,2021,9,10977.0398019629
AZE,2021,10,8703.01643715308
AZE,2021,11,11078.9486595408
AZE,2021,12,10361.2191340279
BIH,2015,1,4082
BIH,2015,2,3464
BIH,2015,3,3657
BIH,2015,4,3257
BIH,2015,5,3059
BIH,2015,6,2831
BIH,2015,7,3150
BIH,2015,8,2823
BIH,2015,9,2767
BIH,2015,10,3015
BIH,2015,11,3001
BIH,2015,12,3044
BIH,2016,1,3539
BIH,2016,2,3139
BIH,2016,3,3360
BIH,2016,4,2995
BIH,2016,5,2941
BIH,2016,6,2866
BIH,2016,7,2732
BIH,2016,8,2851
BIH,2016,9,2725
BIH,2016,10,3095
BIH,2016,11,2994
BIH,2016,12,3334
BIH,2017,1,3443
BIH,2017,2,3372
BIH,2017,3,3223
BIH,2017,4,2783
BIH,2017,5,3078
BIH,2017,6,2899
BIH,2017,7,2766
BIH,2017,8,2975
BIH,2017,9,2637
BIH,2017,10,2958
BIH,2017,11,3115
BIH,2017,12,3087
BIH,2018,1,2774
BIH,2018,2,3377
BIH,2018,3,3640
BIH,2018,4,3186
BIH,2018,5,2964
BIH,2018,6,2698
BIH,2018,7,2716
BIH,2018,8,3003
BIH,2018,9,2824
BIH,2018,10,3124
BIH,2018,11,2895
BIH,2018,12,3104
BIH,2019,1,3444
BIH,2019,2,3512
BIH,2019,3,3239
BIH,2019,4,3122
BIH,2019,5,3240
BIH,2019,6,2817
BIH,2019,7,2969
BIH,2019,8,2905
BIH,2019,9,2683
BIH,2019,10,3170
BIH,2019,11,2963
BIH,2019,12,3066
BIH,2020,1,2800
BIH,2020,2,3203
BIH,2020,3,2970
BIH,2020,4,3207
BIH,2020,5,2938
BIH,2020,6,2953
BIH,2020,7,3066
BIH,2020,8,3329
BIH,2020,9,3459
BIH,2020,10,3506
BIH,2020,11,5410
BIH,2020,12,5962
BIH,2021,1,3452
BIH,2021,2,3454
BIH,2021,3,4787
BIH,2021,4,6051
BIH,2021,5,4223
BIH,2021,6,3276
BIH,2021,7,3067
BIH,2021,8,3019
BIH,2021,9,3779
BIH,2021,10,4125
BIH,2021,11,4615
BIH,2021,12,4655
BLR,2015,1,11366
BLR,2015,2,10005
BLR,2015,3,11148
BLR,2015,4,10410
BLR,2015,5,10210
BLR,2015,6,9399
BLR,2015,7,9342
BLR,2015,8,9678
BLR,2015,9,8964
BLR,2015,10,10202
BLR,2015,11,9286
BLR,2015,12,10015
BLR,2016,1,11322
BLR,2016,2,9764
BLR,2016,3,10260
BLR,2016,4,9817
BLR,2016,5,10453
BLR,2016,6,9629
BLR,2016,7,9377
BLR,2016,8,9134
BLR,2016,9,9073
BLR,2016,10,10364
BLR,2016,11,9969
BLR,2016,12,10207
BLR,2017,1,11978
BLR,2017,2,10188
BLR,2017,3,10205
BLR,2017,4,9793
BLR,2017,5,10142
BLR,2017,6,9304
BLR,2017,7,9272
BLR,2017,8,9134
BLR,2017,9,9233
BLR,2017,10,10629
BLR,2017,11,9509
BLR,2017,12,9916
BLR,2018,1,10659
BLR,2018,2,9391
BLR,2018,3,12080
BLR,2018,4,10825
BLR,2018,5,9940
BLR,2018,6,9036
BLR,2018,7,9525
BLR,2018,8,9215
BLR,2018,9,9249
BLR,2018,10,10256
BLR,2018,11,9545
BLR,2018,12,10326
BLR,2019,1,11904
BLR,2019,2,10115
BLR,2019,3,10206
BLR,2019,4,10343
BLR,2019,5,10657
BLR,2019,6,9263
BLR,2019,7,9989
BLR,2019,8,9065
BLR,2019,9,9113
BLR,2019,10,10519
BLR,2019,11,9374
BLR,2019,12,10365
BLR,2020,1,10725
BLR,2020,2,9622
BLR,2020,3,10690
BLR,2020,4,10886
BLR,2020,5,11966
BLR,2020,6,13016
BLR,2020,7,10759
BLR,2020,8,10413
BLR,2020,9,10659
BLR,2020,10,12704
BLR,2020,11,15565
BLR,2020,12,17531
BLR,2021,1,16127
BLR,2021,2,12554
BLR,2021,3,11036
BLZ,2015,1,149
BLZ,2015,2,147
BLZ,2015,3,167
BLZ,2015,4,171
BLZ,2015,5,166
BLZ,2015,6,127
BLZ,2015,7,156
BLZ,2015,8,124
BLZ,2015,9,151
BLZ,2015,10,147
BLZ,2015,11,156
BLZ,2015,12,151
BLZ,2016,1,153
BLZ,2016,2,149
BLZ,2016,3,196
BLZ,2016,4,152
BLZ,2016,5,132
BLZ,2016,6,161
BLZ,2016,7,133
BLZ,2016,8,164
BLZ,2016,9,161
BLZ,2016,10,142
BLZ,2016,11,140
BLZ,2016,12,146
BLZ,2017,1,161
BLZ,2017,2,141
BLZ,2017,3,169
BLZ,2017,4,158
BLZ,2017,5,162
BLZ,2017,6,171
BLZ,2017,7,173
BLZ,2017,8,157
BLZ,2017,9,142
BLZ,2017,10,154
BLZ,2017,11,155
BLZ,2017,12,187
BLZ,2018,1,188
BLZ,2018,2,162
BLZ,2018,3,163
BLZ,2018,4,162
BLZ,2018,5,158
BLZ,2018,6,146
BLZ,2018,7,145
BLZ,2018,8,147
BLZ,2018,9,152
BLZ,2018,10,171
BLZ,2018,11,156
BLZ,2018,12,165
BLZ,2019,1,177
BLZ,2019,2,152
BLZ,2019,3,175
BLZ,2019,4,150
BLZ,2019,5,153
BLZ,2019,6,152
BLZ,2019,7,149
BLZ,2019,8,164
BLZ,2019,9,172
BLZ,2019,10,169
BLZ,2019,11,176
BLZ,2019,12,205
BLZ,2020,1,178
BLZ,2020,2,166
BLZ,2020,3,166
BLZ,2020,4,145
BLZ,2020,5,157
BLZ,2020,6,168
BLZ,2020,7,156
BLZ,2020,8,156
BLZ,2020,9,149
BLZ,2020,10,189
BLZ,2020,11,253
BLZ,2020,12,275
BOL,2015,1,6473.53906587923
BOL,2015,2,5664.34668264432
BOL,2015,3,6457.73452714417
BOL,2015,4,6173.25282991315
BOL,2015,5,6611.03855287422
BOL,2015,6,6664.77398457341
BOL,2015,7,6939.7729585634
BOL,2015,8,6603.13628350669
BOL,2015,9,6351.84411761929
BOL,2015,10,6620.52127611525
BOL,2015,11,6214.3446306243
BOL,2015,12,6565.20539054256
BOL,2016,1,7042.68520289952
BOL,2016,2,6425.92192885142
BOL,2016,3,6546.45688342427
BOL,2016,4,6303.82158525814
BOL,2016,5,6951.89263971477
BOL,2016,6,7236.79344143243
BOL,2016,7,6767.17673530443
BOL,2016,8,6577.7646638328
BOL,2016,9,6206.76746599169
BOL,2016,10,6458.79509828038
BOL,2016,11,6369.56792411606
BOL,2016,12,6582.46083089408
BOL,2017,1,6845.40979959835
BOL,2017,2,6164.47857552516
BOL,2017,3,7078.4031341005
BOL,2017,4,6874.94416594369
BOL,2017,5,7088.24792288228
BOL,2017,6,7089.88872101257
BOL,2017,7,7024.2567958007
BOL,2017,8,6825.72022203479
BOL,2017,9,6766.6514893441
BOL,2017,10,6851.97299211953
BOL,2017,11,6363.01514929108
BOL,2017,12,6728.91313234727
BOL,2018,1,6939.48751164437
BOL,2018,2,6621.46164448323
BOL,2018,3,6831.84798737444
BOL,2018,4,6518.71482586194
BOL,2018,5,7100.94679804925
BOL,2018,6,7356.99839366104
BOL,2018,7,7572.27744220089
BOL,2018,8,7472.79242734536
BOL,2018,9,6838.37159490595
BOL,2018,10,6831.84798737444
BOL,2018,11,6835.1097911402
BOL,2018,12,7185.75369595889
BOL,2019,1,7515.72437194123
BOL,2019,2,6560.05397966653
BOL,2019,3,7254.78480396362
BOL,2019,4,6771.13248369937
BOL,2019,5,7078.6090446921
BOL,2019,6,7464.20127253164
BOL,2019,7,7716.83066318512
BOL,2019,8,7495.77994636332
BOL,2019,9,7076.94700922728
BOL,2019,10,7181.65524351129
BOL,2019,11,6638.16964651333
BOL,2019,12,7668.63163470518
BOL,2020,1,7839.82128758222
BOL,2020,2,7253.12276849879
BOL,2020,3,7670.29367017001
BOL,2020,4,5024.3332101677
BOL,2020,5,7234.84037838571
BOL,2020,6,13666.9176272607
BOL,2020,7,26386.4750395708
BOL,2020,8,17679.0712393496
BOL,2020,9,8657.5427362764
BOL,2020,10,8197.15891251971
BOL,2020,11,7647.02517366245
BOL,2020,12,7904.64067071041
BOL,2021,1,15167.7356519982
BOL,2021,2,11190.4847846706
BOL,2021,3,9914.04154768453
BOL,2021,4,8847.01477926651
BOL,2021,5,13856.3896702508
BOL,2021,6,16523.9565912958
BOL,2021,7,13163.3208814185
BOL,2021,8,10600.4621946575
BOL,2021,9,8966.68133273395
BOL,2021,10,8454.77440956768
BOL,2021,11,9112.9404536386
BOL,2021,12,17303.451224299
BRA,2015,1,106695
BRA,2015,2,90612
BRA,2015,3,102473
BRA,2015,4,105114
BRA,2015,5,114042
BRA,2015,6,109240
BRA,2015,7,112975
BRA,2015,8,107510
BRA,2015,9,103152
BRA,2015,10,104756
BRA,2015,11,100873
BRA,2015,12,106733
BRA,2016,1,106199
BRA,2016,2,102818
BRA,2016,3,111631
BRA,2016,4,112127
BRA,2016,5,115315
BRA,2016,6,117216
BRA,2016,7,118151
BRA,2016,8,111120
BRA,2016,9,102873
BRA,2016,10,107472
BRA,2016,11,99625
BRA,2016,12,105227
BRA,2017,1,105899
BRA,2017,2,97082
BRA,2017,3,108850
BRA,2017,4,107063
BRA,2017,5,114774
BRA,2017,6,114324
BRA,2017,7,122610
BRA,2017,8,114698
BRA,2017,9,107336
BRA,2017,10,109666
BRA,2017,11,102390
BRA,2017,12,107971
BRA,2018,1,106838
BRA,2018,2,94994
BRA,2018,3,109390
BRA,2018,4,107849
BRA,2018,5,115068
BRA,2018,6,116967
BRA,2018,7,119675
BRA,2018,8,115169
BRA,2018,9,108897
BRA,2018,10,107666
BRA,2018,11,103328
BRA,2018,12,110878
BRA,2019,1,110373
BRA,2019,2,97737
BRA,2019,3,109549
BRA,2019,4,110370
BRA,2019,5,118737
BRA,2019,6,118911
BRA,2019,7,124885
BRA,2019,8,118568
BRA,2019,9,112312
BRA,2019,10,111532
BRA,2019,11,105635
BRA,2019,12,111193
BRA,2020,1,113395
BRA,2020,2,106414
BRA,2020,3,120185
BRA,2020,4,125923
BRA,2020,5,156908
BRA,2020,6,142885
BRA,2020,7,147571
BRA,2020,8,143383
BRA,2020,9,128972
BRA,2020,10,130493
BRA,2020,11,124326
BRA,2020,12,141190
BRA,2021,1,151425
BRA,2021,2,136802
BRA,2021,3,209063
BRA,2021,4,196291
BRA,2021,5,182513
BRA,2021,6,171677
BRA,2021,7,157911
BRA,2021,8,142697
BRA,2021,9,124695
BRA,2021,10,120819
BRA,2021,11,123184.7
BRA,2021,12,126691.8
BRB,2015,1,405.761149763113
BRB,2015,2,225.825401802685
BRB,2015,3,270.507433175409
BRB,2015,4,243.939738845681
BRB,2015,5,223.410156863619
BRB,2015,6,220.994911924553
BRB,2015,7,253.600718601946
BRB,2015,8,211.333932168288
BRB,2015,9,299.490372444202
BRB,2015,10,266.884565766809
BRB,2015,11,213.749177107354
BRB,2015,12,268.092188236342
BRB,2016,1,263.916933729102
BRB,2016,2,254.142232479876
BRB,2016,3,200.381375609133
BRB,2016,4,295.684712789087
BRB,2016,5,292.019199820627
BRB,2016,6,265.138771385255
BRB,2016,7,228.483641700658
BRB,2016,8,250.476719511416
BRB,2016,9,267.582446697562
BRB,2016,10,290.797362164474
BRB,2016,11,295.684712789087
BRB,2016,12,252.920394823723
BRB,2017,1,377.936384868921
BRB,2017,2,251.144823493541
BRB,2017,3,287.719312351824
BRB,2017,4,240.172476836056
BRB,2017,5,234.076728693009
BRB,2017,6,258.459721265198
BRB,2017,7,249.925673864932
BRB,2017,8,236.515027950228
BRB,2017,9,260.898020522416
BRB,2017,10,307.225706409574
BRB,2017,11,273.089516808511
BRB,2017,12,231.63842943579
BRB,2018,1,287.997907616278
BRB,2018,2,300.970786337732
BRB,2018,3,282.808756127697
BRB,2018,4,185.512165716792
BRB,2018,5,383.997210155038
BRB,2018,6,250.376559324062
