source,coverage,iso3,year,month,age,age_cat,sex,deaths
STMF,National,NOR,2015,6,65,65-74,Both,604
STMF,National,NOR,2015,7,65,65-74,Both,497
STMF,National,NOR,2015,8,65,65-74,Both,621
STMF,National,NOR,2015,9,65,65-74,Both,474
STMF,National,NOR,2015,10,65,65-74,Both,532
STMF,National,NOR,2015,11,65,65-74,Both,579
STMF,National,NOR,2015,12,65,65-74,Both,683
STMF,National,NOR,2015,999,65,65-74,Both,6690
STMF,National,NOR,2016,1,65,65-74,Both,638
STMF,National,NOR,2016,2,65,65-74,Both,688
STMF,National,NOR,2016,3,65,65-74,Both,502
STMF,National,NOR,2016,4,65,65-74,Both,502
STMF,National,NOR,2016,5,65,65-74,Both,628
STMF,National,NOR,2016,6,65,65-74,Both,481
STMF,National,NOR,2016,7,65,65-74,Both,489
STMF,National,NOR,2016,8,65,65-74,Both,624
STMF,National,NOR,2016,9,65,65-74,Both,488
STMF,National,NOR,2016,10,65,65-74,Both,639
STMF,National,NOR,2016,11,65,65-74,Both,573
STMF,National,NOR,2016,12,65,65-74,Both,564
STMF,National,NOR,2016,999,65,65-74,Both,6816
STMF,National,NOR,2017,1,65,65-74,Both,742
STMF,National,NOR,2017,2,65,65-74,Both,566
STMF,National,NOR,2017,3,65,65-74,Both,538
STMF,National,NOR,2017,4,65,65-74,Both,556
STMF,National,NOR,2017,5,65,65-74,Both,655
STMF,National,NOR,2017,6,65,65-74,Both,529
STMF,National,NOR,2017,7,65,65-74,Both,621
STMF,National,NOR,2017,8,65,65-74,Both,532
STMF,National,NOR,2017,9,65,65-74,Both,490
STMF,National,NOR,2017,10,65,65-74,Both,613
STMF,National,NOR,2017,11,65,65-74,Both,517
STMF,National,NOR,2017,12,65,65-74,Both,601
STMF,National,NOR,2017,999,65,65-74,Both,6960
STMF,National,NOR,2018,1,65,65-74,Both,588
STMF,National,NOR,2018,2,65,65-74,Both,574
STMF,National,NOR,2018,3,65,65-74,Both,645
STMF,National,NOR,2018,4,65,65-74,Both,685
STMF,National,NOR,2018,5,65,65-74,Both,504
STMF,National,NOR,2018,6,65,65-74,Both,485
STMF,National,NOR,2018,7,65,65-74,Both,610
STMF,National,NOR,2018,8,65,65-74,Both,506
STMF,National,NOR,2018,9,65,65-74,Both,496
STMF,National,NOR,2018,10,65,65-74,Both,613
STMF,National,NOR,2018,11,65,65-74,Both,515
STMF,National,NOR,2018,12,65,65-74,Both,676
STMF,National,NOR,2018,999,65,65-74,Both,6897
STMF,National,NOR,2019,1,65,65-74,Both,563
STMF,National,NOR,2019,2,65,65-74,Both,569
STMF,National,NOR,2019,3,65,65-74,Both,596
STMF,National,NOR,2019,4,65,65-74,Both,641
STMF,National,NOR,2019,5,65,65-74,Both,532
STMF,National,NOR,2019,6,65,65-74,Both,479
STMF,National,NOR,2019,7,65,65-74,Both,686
STMF,National,NOR,2019,8,65,65-74,Both,520
STMF,National,NOR,2019,9,65,65-74,Both,648
STMF,National,NOR,2019,10,65,65-74,Both,506
STMF,National,NOR,2019,11,65,65-74,Both,546
STMF,National,NOR,2019,12,65,65-74,Both,648
STMF,National,NOR,2019,999,65,65-74,Both,6934
STMF,National,NOR,2020,1,65,65-74,Both,594
STMF,National,NOR,2020,2,65,65-74,Both,544
STMF,National,NOR,2020,3,65,65-74,Both,703
STMF,National,NOR,2020,4,65,65-74,Both,576
STMF,National,NOR,2020,5,65,65-74,Both,532
STMF,National,NOR,2020,6,65,65-74,Both,620
STMF,National,NOR,2020,7,65,65-74,Both,507
STMF,National,NOR,2020,8,65,65-74,Both,627
STMF,National,NOR,2020,9,65,65-74,Both,501
STMF,National,NOR,2020,10,65,65-74,Both,508
STMF,National,NOR,2020,11,65,65-74,Both,682
STMF,National,NOR,2020,12,65,65-74,Both,693
STMF,National,NOR,2020,999,65,65-74,Both,7087
STMF,National,NOR,2021,1,65,65-74,Both,550
STMF,National,NOR,2021,2,65,65-74,Both,500
STMF,National,NOR,2021,3,65,65-74,Both,679
STMF,National,NOR,2021,4,65,65-74,Both,509
STMF,National,NOR,2021,5,65,65-74,Both,595
STMF,National,NOR,2021,6,65,65-74,Both,507
STMF,National,NOR,2021,7,65,65-74,Both,497
STMF,National,NOR,2021,8,65,65-74,Both,653
STMF,National,NOR,2021,9,65,65-74,Both,511
STMF,National,NOR,2021,10,65,65-74,Both,541
STMF,National,NOR,2021,11,65,65-74,Both,771
STMF,National,NOR,2021,12,65,65-74,Both,609
STMF,National,NOR,2021,999,65,65-74,Both,6922
STMF,National,NOR,2022,1,65,65-74,Both,750
STMF,National,NOR,2022,2,65,65-74,Both,559
STMF,National,NOR,2022,999,65,65-74,Both,1309
STMF,National,NOR,2011,1,65,65-74,Female,232
STMF,National,NOR,2011,2,65,65-74,Female,179
STMF,National,NOR,2011,3,65,65-74,Female,186
STMF,National,NOR,2011,4,65,65-74,Female,194
STMF,National,NOR,2011,5,65,65-74,Female,197
STMF,National,NOR,2011,6,65,65-74,Female,160
STMF,National,NOR,2011,7,65,65-74,Female,162
STMF,National,NOR,2011,8,65,65-74,Female,216
STMF,National,NOR,2011,9,65,65-74,Female,150
STMF,National,NOR,2011,10,65,65-74,Female,203
STMF,National,NOR,2011,11,65,65-74,Female,188
STMF,National,NOR,2011,12,65,65-74,Female,181
STMF,National,NOR,2011,999,65,65-74,Female,2248
STMF,National,NOR,2012,1,65,65-74,Female,236
STMF,National,NOR,2012,2,65,65-74,Female,226
STMF,National,NOR,2012,3,65,65-74,Female,200
STMF,National,NOR,2012,4,65,65-74,Female,266
STMF,National,NOR,2012,5,65,65-74,Female,183
STMF,National,NOR,2012,6,65,65-74,Female,206
STMF,National,NOR,2012,7,65,65-74,Female,251
STMF,National,NOR,2012,8,65,65-74,Female,189
STMF,National,NOR,2012,9,65,65-74,Female,194
STMF,National,NOR,2012,10,65,65-74,Female,222
STMF,National,NOR,2012,11,65,65-74,Female,188
STMF,National,NOR,2012,12,65,65-74,Female,227
STMF,National,NOR,2012,999,65,65-74,Female,2588
STMF,National,NOR,2013,1,65,65-74,Female,201
STMF,National,NOR,2013,2,65,65-74,Female,235
STMF,National,NOR,2013,3,65,65-74,Female,223
STMF,National,NOR,2013,4,65,65-74,Female,268
STMF,National,NOR,2013,5,65,65-74,Female,200
STMF,National,NOR,2013,6,65,65-74,Female,170
STMF,National,NOR,2013,7,65,65-74,Female,231
STMF,National,NOR,2013,8,65,65-74,Female,191
STMF,National,NOR,2013,9,65,65-74,Female,235
STMF,National,NOR,2013,10,65,65-74,Female,186
STMF,National,NOR,2013,11,65,65-74,Female,198
STMF,National,NOR,2013,12,65,65-74,Female,247
STMF,National,NOR,2013,999,65,65-74,Female,2585
STMF,National,NOR,2014,1,65,65-74,Female,183
STMF,National,NOR,2014,2,65,65-74,Female,179
STMF,National,NOR,2014,3,65,65-74,Female,252
STMF,National,NOR,2014,4,65,65-74,Female,187
STMF,National,NOR,2014,5,65,65-74,Female,212
STMF,National,NOR,2014,6,65,65-74,Female,230
STMF,National,NOR,2014,7,65,65-74,Female,176
STMF,National,NOR,2014,8,65,65-74,Female,196
STMF,National,NOR,2014,9,65,65-74,Female,246
STMF,National,NOR,2014,10,65,65-74,Female,196
STMF,National,NOR,2014,11,65,65-74,Female,208
STMF,National,NOR,2014,12,65,65-74,Female,260
STMF,National,NOR,2014,999,65,65-74,Female,2525
STMF,National,NOR,2015,1,65,65-74,Female,229
STMF,National,NOR,2015,2,65,65-74,Female,208
STMF,National,NOR,2015,3,65,65-74,Female,269
STMF,National,NOR,2015,4,65,65-74,Female,189
STMF,National,NOR,2015,5,65,65-74,Female,198
STMF,National,NOR,2015,6,65,65-74,Female,252
STMF,National,NOR,2015,7,65,65-74,Female,191
STMF,National,NOR,2015,8,65,65-74,Female,236
STMF,National,NOR,2015,9,65,65-74,Female,186
STMF,National,NOR,2015,10,65,65-74,Female,205
STMF,National,NOR,2015,11,65,65-74,Female,227
STMF,National,NOR,2015,12,65,65-74,Female,265
STMF,National,NOR,2015,999,65,65-74,Female,2655
STMF,National,NOR,2016,1,65,65-74,Female,248
STMF,National,NOR,2016,2,65,65-74,Female,278
STMF,National,NOR,2016,3,65,65-74,Female,217
STMF,National,NOR,2016,4,65,65-74,Female,193
STMF,National,NOR,2016,5,65,65-74,Female,262
STMF,National,NOR,2016,6,65,65-74,Female,190
STMF,National,NOR,2016,7,65,65-74,Female,191
STMF,National,NOR,2016,8,65,65-74,Female,258
STMF,National,NOR,2016,9,65,65-74,Female,180
STMF,National,NOR,2016,10,65,65-74,Female,253
STMF,National,NOR,2016,11,65,65-74,Female,232
STMF,National,NOR,2016,12,65,65-74,Female,243
STMF,National,NOR,2016,999,65,65-74,Female,2745
STMF,National,NOR,2017,1,65,65-74,Female,320
STMF,National,NOR,2017,2,65,65-74,Female,251
STMF,National,NOR,2017,3,65,65-74,Female,226
STMF,National,NOR,2017,4,65,65-74,Female,243
STMF,National,NOR,2017,5,65,65-74,Female,278
STMF,National,NOR,2017,6,65,65-74,Female,204
STMF,National,NOR,2017,7,65,65-74,Female,259
STMF,National,NOR,2017,8,65,65-74,Female,234
STMF,National,NOR,2017,9,65,65-74,Female,190
STMF,National,NOR,2017,10,65,65-74,Female,242
STMF,National,NOR,2017,11,65,65-74,Female,225
STMF,National,NOR,2017,12,65,65-74,Female,257
STMF,National,NOR,2017,999,65,65-74,Female,2929
STMF,National,NOR,2018,1,65,65-74,Female,243
STMF,National,NOR,2018,2,65,65-74,Female,224
STMF,National,NOR,2018,3,65,65-74,Female,280
STMF,National,NOR,2018,4,65,65-74,Female,287
STMF,National,NOR,2018,5,65,65-74,Female,214
STMF,National,NOR,2018,6,65,65-74,Female,183
STMF,National,NOR,2018,7,65,65-74,Female,248
STMF,National,NOR,2018,8,65,65-74,Female,214
STMF,National,NOR,2018,9,65,65-74,Female,218
STMF,National,NOR,2018,10,65,65-74,Female,213
STMF,National,NOR,2018,11,65,65-74,Female,211
STMF,National,NOR,2018,12,65,65-74,Female,290
STMF,National,NOR,2018,999,65,65-74,Female,2825
STMF,National,NOR,2019,1,65,65-74,Female,219
STMF,National,NOR,2019,2,65,65-74,Female,244
STMF,National,NOR,2019,3,65,65-74,Female,261
STMF,National,NOR,2019,4,65,65-74,Female,279
STMF,National,NOR,2019,5,65,65-74,Female,224
STMF,National,NOR,2019,6,65,65-74,Female,197
STMF,National,NOR,2019,7,65,65-74,Female,248
STMF,National,NOR,2019,8,65,65-74,Female,197
STMF,National,NOR,2019,9,65,65-74,Female,272
STMF,National,NOR,2019,10,65,65-74,Female,200
STMF,National,NOR,2019,11,65,65-74,Female,226
STMF,National,NOR,2019,12,65,65-74,Female,296
STMF,National,NOR,2019,999,65,65-74,Female,2863
STMF,National,NOR,2020,1,65,65-74,Female,244
STMF,National,NOR,2020,2,65,65-74,Female,226
STMF,National,NOR,2020,3,65,65-74,Female,273
STMF,National,NOR,2020,4,65,65-74,Female,249
STMF,National,NOR,2020,5,65,65-74,Female,217
STMF,National,NOR,2020,6,65,65-74,Female,273
STMF,National,NOR,2020,7,65,65-74,Female,211
STMF,National,NOR,2020,8,65,65-74,Female,252
STMF,National,NOR,2020,9,65,65-74,Female,184
STMF,National,NOR,2020,10,65,65-74,Female,200
STMF,National,NOR,2020,11,65,65-74,Female,293
STMF,National,NOR,2020,12,65,65-74,Female,292
STMF,National,NOR,2020,999,65,65-74,Female,2914
STMF,National,NOR,2021,1,65,65-74,Female,201
STMF,National,NOR,2021,2,65,65-74,Female,190
STMF,National,NOR,2021,3,65,65-74,Female,272
STMF,National,NOR,2021,4,65,65-74,Female,225
STMF,National,NOR,2021,5,65,65-74,Female,254
STMF,National,NOR,2021,6,65,65-74,Female,209
STMF,National,NOR,2021,7,65,65-74,Female,204
STMF,National,NOR,2021,8,65,65-74,Female,279
STMF,National,NOR,2021,9,65,65-74,Female,231
STMF,National,NOR,2021,10,65,65-74,Female,236
STMF,National,NOR,2021,11,65,65-74,Female,316
STMF,National,NOR,2021,12,65,65-74,Female,257
STMF,National,NOR,2021,999,65,65-74,Female,2874
STMF,National,NOR,2022,1,65,65-74,Female,319
STMF,National,NOR,2022,2,65,65-74,Female,241
STMF,National,NOR,2022,999,65,65-74,Female,560
STMF,National,NOR,2011,1,65,65-74,Male,356
STMF,National,NOR,2011,2,65,65-74,Male,295
STMF,National,NOR,2011,3,65,65-74,Male,286
STMF,National,NOR,2011,4,65,65-74,Male,287
STMF,National,NOR,2011,5,65,65-74,Male,356
STMF,National,NOR,2011,6,65,65-74,Male,277
STMF,National,NOR,2011,7,65,65-74,Male,276
STMF,National,NOR,2011,8,65,65-74,Male,358
STMF,National,NOR,2011,9,65,65-74,Male,284
STMF,National,NOR,2011,10,65,65-74,Male,327
STMF,National,NOR,2011,11,65,65-74,Male,298
STMF,National,NOR,2011,12,65,65-74,Male,287
STMF,National,NOR,2011,999,65,65-74,Male,3687
STMF,National,NOR,2012,1,65,65-74,Male,393
STMF,National,NOR,2012,2,65,65-74,Male,294
STMF,National,NOR,2012,3,65,65-74,Male,289
STMF,National,NOR,2012,4,65,65-74,Male,374
STMF,National,NOR,2012,5,65,65-74,Male,283
STMF,National,NOR,2012,6,65,65-74,Male,255
STMF,National,NOR,2012,7,65,65-74,Male,310
STMF,National,NOR,2012,8,65,65-74,Male,278
STMF,National,NOR,2012,9,65,65-74,Male,266
STMF,National,NOR,2012,10,65,65-74,Male,366
STMF,National,NOR,2012,11,65,65-74,Male,265
STMF,National,NOR,2012,12,65,65-74,Male,308
STMF,National,NOR,2012,999,65,65-74,Male,3681
STMF,National,NOR,2013,1,65,65-74,Male,321
STMF,National,NOR,2013,2,65,65-74,Male,335
STMF,National,NOR,2013,3,65,65-74,Male,293
STMF,National,NOR,2013,4,65,65-74,Male,359
STMF,National,NOR,2013,5,65,65-74,Male,303
STMF,National,NOR,2013,6,65,65-74,Male,299
STMF,National,NOR,2013,7,65,65-74,Male,349
STMF,National,NOR,2013,8,65,65-74,Male,282
STMF,National,NOR,2013,9,65,65-74,Male,367
STMF,National,NOR,2013,10,65,65-74,Male,308
STMF,National,NOR,2013,11,65,65-74,Male,285
STMF,National,NOR,2013,12,65,65-74,Male,391
STMF,National,NOR,2013,999,65,65-74,Male,3892
STMF,National,NOR,2014,1,65,65-74,Male,324
STMF,National,NOR,2014,2,65,65-74,Male,303
STMF,National,NOR,2014,3,65,65-74,Male,377
STMF,National,NOR,2014,4,65,65-74,Male,279
STMF,National,NOR,2014,5,65,65-74,Male,318
STMF,National,NOR,2014,6,65,65-74,Male,334
STMF,National,NOR,2014,7,65,65-74,Male,315
STMF,National,NOR,2014,8,65,65-74,Male,299
STMF,National,NOR,2014,9,65,65-74,Male,383
STMF,National,NOR,2014,10,65,65-74,Male,307
STMF,National,NOR,2014,11,65,65-74,Male,313
STMF,National,NOR,2014,12,65,65-74,Male,368
STMF,National,NOR,2014,999,65,65-74,Male,3920
STMF,National,NOR,2015,1,65,65-74,Male,326
STMF,National,NOR,2015,2,65,65-74,Male,322
STMF,National,NOR,2015,3,65,65-74,Male,363
STMF,National,NOR,2015,4,65,65-74,Male,326
STMF,National,NOR,2015,5,65,65-74,Male,270
STMF,National,NOR,2015,6,65,65-74,Male,352
STMF,National,NOR,2015,7,65,65-74,Male,306
STMF,National,NOR,2015,8,65,65-74,Male,385
STMF,National,NOR,2015,9,65,65-74,Male,288
STMF,National,NOR,2015,10,65,65-74,Male,327
STMF,National,NOR,2015,11,65,65-74,Male,352
STMF,National,NOR,2015,12,65,65-74,Male,418
STMF,National,NOR,2015,999,65,65-74,Male,4035
STMF,National,NOR,2016,1,65,65-74,Male,390
STMF,National,NOR,2016,2,65,65-74,Male,410
STMF,National,NOR,2016,3,65,65-74,Male,285
STMF,National,NOR,2016,4,65,65-74,Male,309
STMF,National,NOR,2016,5,65,65-74,Male,366
STMF,National,NOR,2016,6,65,65-74,Male,291
STMF,National,NOR,2016,7,65,65-74,Male,298
STMF,National,NOR,2016,8,65,65-74,Male,366
STMF,National,NOR,2016,9,65,65-74,Male,308
STMF,National,NOR,2016,10,65,65-74,Male,386
STMF,National,NOR,2016,11,65,65-74,Male,341
STMF,National,NOR,2016,12,65,65-74,Male,321
STMF,National,NOR,2016,999,65,65-74,Male,4071
STMF,National,NOR,2017,1,65,65-74,Male,422
STMF,National,NOR,2017,2,65,65-74,Male,315
STMF,National,NOR,2017,3,65,65-74,Male,312
STMF,National,NOR,2017,4,65,65-74,Male,313
STMF,National,NOR,2017,5,65,65-74,Male,377
STMF,National,NOR,2017,6,65,65-74,Male,325
STMF,National,NOR,2017,7,65,65-74,Male,362
STMF,National,NOR,2017,8,65,65-74,Male,298
STMF,National,NOR,2017,9,65,65-74,Male,300
STMF,National,NOR,2017,10,65,65-74,Male,371
STMF,National,NOR,2017,11,65,65-74,Male,292
STMF,National,NOR,2017,12,65,65-74,Male,344
STMF,National,NOR,2017,999,65,65-74,Male,4031
STMF,National,NOR,2018,1,65,65-74,Male,345
STMF,National,NOR,2018,2,65,65-74,Male,350
STMF,National,NOR,2018,3,65,65-74,Male,365
STMF,National,NOR,2018,4,65,65-74,Male,398
STMF,National,NOR,2018,5,65,65-74,Male,290
STMF,National,NOR,2018,6,65,65-74,Male,302
STMF,National,NOR,2018,7,65,65-74,Male,362
STMF,National,NOR,2018,8,65,65-74,Male,292
STMF,National,NOR,2018,9,65,65-74,Male,278
STMF,National,NOR,2018,10,65,65-74,Male,400
STMF,National,NOR,2018,11,65,65-74,Male,304
STMF,National,NOR,2018,12,65,65-74,Male,386
STMF,National,NOR,2018,999,65,65-74,Male,4072
STMF,National,NOR,2019,1,65,65-74,Male,344
STMF,National,NOR,2019,2,65,65-74,Male,325
STMF,National,NOR,2019,3,65,65-74,Male,335
STMF,National,NOR,2019,4,65,65-74,Male,362
STMF,National,NOR,2019,5,65,65-74,Male,308
STMF,National,NOR,2019,6,65,65-74,Male,282
STMF,National,NOR,2019,7,65,65-74,Male,438
STMF,National,NOR,2019,8,65,65-74,Male,323
STMF,National,NOR,2019,9,65,65-74,Male,376
STMF,National,NOR,2019,10,65,65-74,Male,306
STMF,National,NOR,2019,11,65,65-74,Male,320
STMF,National,NOR,2019,12,65,65-74,Male,352
STMF,National,NOR,2019,999,65,65-74,Male,4071
STMF,National,NOR,2020,1,65,65-74,Male,350
STMF,National,NOR,2020,2,65,65-74,Male,318
STMF,National,NOR,2020,3,65,65-74,Male,430
STMF,National,NOR,2020,4,65,65-74,Male,327
STMF,National,NOR,2020,5,65,65-74,Male,315
STMF,National,NOR,2020,6,65,65-74,Male,347
STMF,National,NOR,2020,7,65,65-74,Male,296
STMF,National,NOR,2020,8,65,65-74,Male,375
STMF,National,NOR,2020,9,65,65-74,Male,317
STMF,National,NOR,2020,10,65,65-74,Male,308
STMF,National,NOR,2020,11,65,65-74,Male,389
STMF,National,NOR,2020,12,65,65-74,Male,401
STMF,National,NOR,2020,999,65,65-74,Male,4173
STMF,National,NOR,2021,1,65,65-74,Male,349
STMF,National,NOR,2021,2,65,65-74,Male,310
STMF,National,NOR,2021,3,65,65-74,Male,407
STMF,National,NOR,2021,4,65,65-74,Male,284
STMF,National,NOR,2021,5,65,65-74,Male,341
STMF,National,NOR,2021,6,65,65-74,Male,298
STMF,National,NOR,2021,7,65,65-74,Male,293
STMF,National,NOR,2021,8,65,65-74,Male,374
STMF,National,NOR,2021,9,65,65-74,Male,280
STMF,National,NOR,2021,10,65,65-74,Male,305
STMF,National,NOR,2021,11,65,65-74,Male,455
STMF,National,NOR,2021,12,65,65-74,Male,352
STMF,National,NOR,2021,999,65,65-74,Male,4048
STMF,National,NOR,2022,1,65,65-74,Male,431
STMF,National,NOR,2022,2,65,65-74,Male,318
STMF,National,NOR,2022,999,65,65-74,Male,749
STMF,National,NZL,2011,1,65,65-74,Both,449.416280174329
STMF,National,NZL,2011,2,65,65-74,Both,370.816004406511
STMF,National,NZL,2011,3,65,65-74,Both,348.546180659027
STMF,National,NZL,2011,4,65,65-74,Both,360.277403414686
STMF,National,NZL,2011,5,65,65-74,Both,466.926449915519
STMF,National,NZL,2011,6,65,65-74,Both,375.478160971471
STMF,National,NZL,2011,7,65,65-74,Both,401.876120433963
STMF,National,NZL,2011,8,65,65-74,Both,512.097615701776
STMF,National,NZL,2011,9,65,65-74,Both,411.766953560945
STMF,National,NZL,2011,10,65,65-74,Both,486.314924957017
STMF,National,NZL,2011,11,65,65-74,Both,377.275218403998
STMF,National,NZL,2011,12,65,65-74,Both,382.034872410292
STMF,National,NZL,2011,999,65,65-74,Both,4942.82618500953
STMF,National,NZL,2012,1,65,65-74,Both,432.55168291721
STMF,National,NZL,2012,2,65,65-74,Both,356.723695093117
STMF,National,NZL,2012,3,65,65-74,Both,361.085534640194
STMF,National,NZL,2012,4,65,65-74,Both,482.956603155413
STMF,National,NZL,2012,5,65,65-74,Both,366.4079850834
STMF,National,NZL,2012,6,65,65-74,Both,393.311059527975
STMF,National,NZL,2012,7,65,65-74,Both,539.436925124148
STMF,National,NZL,2012,8,65,65-74,Both,404.044104624884
STMF,National,NZL,2012,9,65,65-74,Both,407.36217065609
STMF,National,NZL,2012,10,65,65-74,Both,480.220181581295
STMF,National,NZL,2012,11,65,65-74,Both,363.35982715553
STMF,National,NZL,2012,12,65,65-74,Both,361.853924580879
STMF,National,NZL,2012,999,65,65-74,Both,4949.31369414014
STMF,National,NZL,2013,1,65,65-74,Both,376.79966574495
STMF,National,NZL,2013,2,65,65-74,Both,339.714869641915
STMF,National,NZL,2013,3,65,65-74,Both,340.988235994589
STMF,National,NZL,2013,4,65,65-74,Both,478.785592139606
STMF,National,NZL,2013,5,65,65-74,Both,377.57556947285
STMF,National,NZL,2013,6,65,65-74,Both,407.107572247692
STMF,National,NZL,2013,7,65,65-74,Both,515.409429204808
STMF,National,NZL,2013,8,65,65-74,Both,415.376849722308
STMF,National,NZL,2013,9,65,65-74,Both,544.507648126636
STMF,National,NZL,2013,10,65,65-74,Both,367.937002477143
STMF,National,NZL,2013,11,65,65-74,Both,367.512547026252
STMF,National,NZL,2013,12,65,65-74,Both,437.223632413601
STMF,National,NZL,2013,999,65,65-74,Both,4968.93861421235
STMF,National,NZL,2014,1,65,65-74,Both,363.329480969158
STMF,National,NZL,2014,2,65,65-74,Both,374.271670990602
STMF,National,NZL,2014,3,65,65-74,Both,432.73000907089
STMF,National,NZL,2014,4,65,65-74,Both,375.882900435085
STMF,National,NZL,2014,5,65,65-74,Both,396.880949256374
STMF,National,NZL,2014,6,65,65-74,Both,499.089302839375
STMF,National,NZL,2014,7,65,65-74,Both,439.501960552445
STMF,National,NZL,2014,8,65,65-74,Both,442.477578750178
STMF,National,NZL,2014,9,65,65-74,Both,536.661032812395
STMF,National,NZL,2014,10,65,65-74,Both,414.263889349563
STMF,National,NZL,2014,11,65,65-74,Both,394.53753315057
STMF,National,NZL,2014,12,65,65-74,Both,480.820031524587
STMF,National,NZL,2014,999,65,65-74,Both,5150.44633970122
STMF,National,NZL,2015,1,65,65-74,Both,387.861974990858
STMF,National,NZL,2015,2,65,65-74,Both,390.336552662672
STMF,National,NZL,2015,3,65,65-74,Both,504.054576511379
STMF,National,NZL,2015,4,65,65-74,Both,397.376861092357
STMF,National,NZL,2015,5,65,65-74,Both,403.889414015248
STMF,National,NZL,2015,6,65,65-74,Both,520.184859130166
STMF,National,NZL,2015,7,65,65-74,Both,451.156188461754
STMF,National,NZL,2015,8,65,65-74,Both,577.696796670605
STMF,National,NZL,2015,9,65,65-74,Both,448.14664915464
STMF,National,NZL,2015,10,65,65-74,Both,437.853667327763
STMF,National,NZL,2015,11,65,65-74,Both,505.463271337947
STMF,National,NZL,2015,12,65,65-74,Both,504.856581603229
STMF,National,NZL,2015,999,65,65-74,Both,5528.87739295862
STMF,National,NZL,2016,1,65,65-74,Both,368.535863822233
STMF,National,NZL,2016,2,65,65-74,Both,461.84759303316
STMF,National,NZL,2016,3,65,65-74,Both,363.242690659644
STMF,National,NZL,2016,4,65,65-74,Both,396.508796663435
STMF,National,NZL,2016,5,65,65-74,Both,515.401764880573
STMF,National,NZL,2016,6,65,65-74,Both,412.907826762351
STMF,National,NZL,2016,7,65,65-74,Both,427.177349611485
STMF,National,NZL,2016,8,65,65-74,Both,523.158966526665
STMF,National,NZL,2016,9,65,65-74,Both,439.00857637971
STMF,National,NZL,2016,10,65,65-74,Both,474.584316451442
STMF,National,NZL,2016,11,65,65-74,Both,403.931477075808
STMF,National,NZL,2016,12,65,65-74,Both,409.924287667701
STMF,National,NZL,2016,999,65,65-74,Both,5196.22950953421
STMF,National,NZL,2017,1,65,65-74,Both,478.149302754765
STMF,National,NZL,2017,2,65,65-74,Both,391.375025352261
STMF,National,NZL,2017,3,65,65-74,Both,423.447663644006
STMF,National,NZL,2017,4,65,65-74,Both,426.769351709787
STMF,National,NZL,2017,5,65,65-74,Both,529.176808603202
STMF,National,NZL,2017,6,65,65-74,Both,442.829810078665
STMF,National,NZL,2017,7,65,65-74,Both,614.628205028959
STMF,National,NZL,2017,8,65,65-74,Both,490.299053722021
STMF,National,NZL,2017,9,65,65-74,Both,452.249308328392
STMF,National,NZL,2017,10,65,65-74,Both,539.168428035962
STMF,National,NZL,2017,11,65,65-74,Both,404.661777615386
STMF,National,NZL,2017,12,65,65-74,Both,422.107884514452
STMF,National,NZL,2017,999,65,65-74,Both,5614.86261938786
STMF,National,NZL,2018,1,65,65-74,Both,412.186645756835
STMF,National,NZL,2018,2,65,65-74,Both,409.980237658099
STMF,National,NZL,2018,3,65,65-74,Both,411.870435536516
STMF,National,NZL,2018,4,65,65-74,Both,493.434236026112
STMF,National,NZL,2018,5,65,65-74,Both,427.767951856386
STMF,National,NZL,2018,6,65,65-74,Both,475.493280803754
STMF,National,NZL,2018,7,65,65-74,Both,552.049023357813
STMF,National,NZL,2018,8,65,65-74,Both,453.272363321094
STMF,National,NZL,2018,9,65,65-74,Both,469.789907180743
STMF,National,NZL,2018,10,65,65-74,Both,538.465983272134
STMF,National,NZL,2018,11,65,65-74,Both,417.739443084456
STMF,National,NZL,2018,12,65,65-74,Both,491.877970726234
STMF,National,NZL,2018,999,65,65-74,Both,5553.92747858017
STMF,National,NZL,2019,1,65,65-74,Both,392.416203815504
STMF,National,NZL,2019,2,65,65-74,Both,366.736710146889
STMF,National,NZL,2019,3,65,65-74,Both,460.8697032544
STMF,National,NZL,2019,4,65,65-74,Both,557.416809403511
STMF,National,NZL,2019,5,65,65-74,Both,470.086346009063
STMF,National,NZL,2019,6,65,65-74,Both,504.626346966042
STMF,National,NZL,2019,7,65,65-74,Both,628.934623410238
STMF,National,NZL,2019,8,65,65-74,Both,472.427587374761
STMF,National,NZL,2019,9,65,65-74,Both,604.203266362278
STMF,National,NZL,2019,10,65,65-74,Both,451.484907774928
STMF,National,NZL,2019,11,65,65-74,Both,414.824859836282
STMF,National,NZL,2019,12,65,65-74,Both,508.993643942661
STMF,National,NZL,2019,999,65,65-74,Both,5833.02100829656
STMF,National,NZL,2020,1,65,65-74,Both,416.939907717929
STMF,National,NZL,2020,2,65,65-74,Both,401.247286186745
STMF,National,NZL,2020,3,65,65-74,Both,518.422851086723
STMF,National,NZL,2020,4,65,65-74,Both,453.506687464878
STMF,National,NZL,2020,5,65,65-74,Both,419.274013263305
STMF,National,NZL,2020,6,65,65-74,Both,527.774493053049
STMF,National,NZL,2020,7,65,65-74,Both,463.482927736329
STMF,National,NZL,2020,8,65,65-74,Both,565.126480975565
STMF,National,NZL,2020,9,65,65-74,Both,431.457866584013
STMF,National,NZL,2020,10,65,65-74,Both,444.732928036349
STMF,National,NZL,2020,11,65,65-74,Both,543.841349288944
STMF,National,NZL,2020,12,65,65-74,Both,524.46045208734
