source,coverage,iso3,year,month,age,age_cat,sex,deaths
STMF,National,DEU,2020,9,15,15-64,Both,9748.00351405118
STMF,National,DEU,2020,10,15,15-64,Both,10047.2795515942
STMF,National,DEU,2020,11,15,15-64,Both,12786.6887223131
STMF,National,DEU,2020,12,15,15-64,Both,13992.8778181061
STMF,National,DEU,2020,999,15,15-64,Both,136103.311174224
STMF,National,DEU,2021,1,15,15-64,Both,11544.4690172043
STMF,National,DEU,2021,2,15,15-64,Both,10888.2783601655
STMF,National,DEU,2021,3,15,15-64,Both,13041.2733199498
STMF,National,DEU,2021,4,15,15-64,Both,11235.6975960574
STMF,National,DEU,2021,5,15,15-64,Both,13405.342758736
STMF,National,DEU,2021,6,15,15-64,Both,10454.4066880942
STMF,National,DEU,2021,7,15,15-64,Both,10103.6734243827
STMF,National,DEU,2021,8,15,15-64,Both,12579.4522474185
STMF,National,DEU,2021,9,15,15-64,Both,10286.8128297892
STMF,National,DEU,2021,10,15,15-64,Both,10729.5969248118
STMF,National,DEU,2021,11,15,15-64,Both,14512.9067286126
STMF,National,DEU,2021,12,15,15-64,Both,11941.6379190136
STMF,National,DEU,2021,999,15,15-64,Both,140723.547814236
STMF,National,DEU,2022,1,15,15-64,Both,13467.9157538064
STMF,National,DEU,2022,2,15,15-64,Both,10433.4990316239
STMF,National,DEU,2022,999,15,15-64,Both,23901.4147854303
STMF,National,DEU,2011,1,15,15-64,Female,4765.20069816182
STMF,National,DEU,2011,2,15,15-64,Female,3813.24197714621
STMF,National,DEU,2011,3,15,15-64,Female,3636.13872128259
STMF,National,DEU,2011,4,15,15-64,Female,3480.08267477407
STMF,National,DEU,2011,5,15,15-64,Female,4479.84965158655
STMF,National,DEU,2011,6,15,15-64,Female,3497.80244223145
STMF,National,DEU,2011,7,15,15-64,Female,3336.19476779111
STMF,National,DEU,2011,8,15,15-64,Female,4428.7375585695
STMF,National,DEU,2011,9,15,15-64,Female,3504.86732589339
STMF,National,DEU,2011,10,15,15-64,Female,4549.12988412917
STMF,National,DEU,2011,11,15,15-64,Female,3724.9145352485
STMF,National,DEU,2011,12,15,15-64,Female,3690.46616318031
STMF,National,DEU,2011,999,15,15-64,Female,46906.6263999947
STMF,National,DEU,2012,1,15,15-64,Female,4579.17155342799
STMF,National,DEU,2012,2,15,15-64,Female,3661.91093220185
STMF,National,DEU,2012,3,15,15-64,Female,3563.85764021106
STMF,National,DEU,2012,4,15,15-64,Female,4407.63366516165
STMF,National,DEU,2012,5,15,15-64,Female,3503.31975194473
STMF,National,DEU,2012,6,15,15-64,Female,3447.46546628225
STMF,National,DEU,2012,7,15,15-64,Female,4235.47130501007
STMF,National,DEU,2012,8,15,15-64,Female,3416.49627373117
STMF,National,DEU,2012,9,15,15-64,Female,3508.45714337522
STMF,National,DEU,2012,10,15,15-64,Female,4386.60285771274
STMF,National,DEU,2012,11,15,15-64,Female,3670.40385138443
STMF,National,DEU,2012,12,15,15-64,Female,3704.00335454859
STMF,National,DEU,2012,999,15,15-64,Female,46084.7937949918
STMF,National,DEU,2013,1,15,15-64,Female,3828.8044396192
STMF,National,DEU,2013,2,15,15-64,Female,4140.07269460909
STMF,National,DEU,2013,3,15,15-64,Female,4152.97511776271
STMF,National,DEU,2013,4,15,15-64,Female,4636.12140169465
STMF,National,DEU,2013,5,15,15-64,Female,3535.87762225397
STMF,National,DEU,2013,6,15,15-64,Female,3532.24345409022
STMF,National,DEU,2013,7,15,15-64,Female,4383.87754091636
STMF,National,DEU,2013,8,15,15-64,Female,3501.95080488875
STMF,National,DEU,2013,9,15,15-64,Female,4260.85314670477
STMF,National,DEU,2013,10,15,15-64,Female,3455.87762225397
STMF,National,DEU,2013,11,15,15-64,Female,3570.65815568727
STMF,National,DEU,2013,12,15,15-64,Female,4528.77996406999
STMF,National,DEU,2013,999,15,15-64,Female,47528.0919645509
STMF,National,DEU,2014,1,15,15-64,Female,3586.16315510378
STMF,National,DEU,2014,2,15,15-64,Female,3730.69845620692
STMF,National,DEU,2014,3,15,15-64,Female,4597.25689553443
STMF,National,DEU,2014,4,15,15-64,Female,3508.91026282573
STMF,National,DEU,2014,5,15,15-64,Female,3478.65737054769
STMF,National,DEU,2014,6,15,15-64,Female,4340.86279884384
STMF,National,DEU,2014,7,15,15-64,Female,3466.29279040414
STMF,National,DEU,2014,8,15,15-64,Female,3307.39290915745
STMF,National,DEU,2014,9,15,15-64,Female,4219.7100253191
STMF,National,DEU,2014,10,15,15-64,Female,3492.6458014355
STMF,National,DEU,2014,11,15,15-64,Female,3691.980865032
STMF,National,DEU,2014,12,15,15-64,Female,4629.31592862851
STMF,National,DEU,2014,999,15,15-64,Female,46049.8872590391
STMF,National,DEU,2015,1,15,15-64,Female,3807.01124899866
STMF,National,DEU,2015,2,15,15-64,Female,4096.09469660969
STMF,National,DEU,2015,3,15,15-64,Female,4944.39109448617
STMF,National,DEU,2015,4,15,15-64,Female,3690.15321584228
STMF,National,DEU,2015,5,15,15-64,Female,3563.19182360049
STMF,National,DEU,2015,6,15,15-64,Female,4377.59781265699
STMF,National,DEU,2015,7,15,15-64,Female,3661.7273153114
STMF,National,DEU,2015,8,15,15-64,Female,4281.59781265699
STMF,National,DEU,2015,9,15,15-64,Female,3498.61772413138
STMF,National,DEU,2015,10,15,15-64,Female,3662.94649767145
STMF,National,DEU,2015,11,15,15-64,Female,4432.99133752427
STMF,National,DEU,2015,12,15,15-64,Female,4558.73977950062
STMF,National,DEU,2015,999,15,15-64,Female,48575.0603589904
STMF,National,DEU,2016,1,15,15-64,Female,3791.9550661845
STMF,National,DEU,2016,2,15,15-64,Female,4822.71224072053
STMF,National,DEU,2016,3,15,15-64,Female,3958.61329489629
STMF,National,DEU,2016,4,15,15-64,Female,3566.11287186135
STMF,National,DEU,2016,5,15,15-64,Female,4469.45548921943
STMF,National,DEU,2016,6,15,15-64,Female,3546.81034047489
STMF,National,DEU,2016,7,15,15-64,Female,3508.5012691048
STMF,National,DEU,2016,8,15,15-64,Female,4263.18565775109
STMF,National,DEU,2016,9,15,15-64,Female,3452.79072052402
STMF,National,DEU,2016,10,15,15-64,Female,4459.44240925218
STMF,National,DEU,2016,11,15,15-64,Female,3646.77764055677
STMF,National,DEU,2016,12,15,15-64,Female,3720.63945483079
STMF,National,DEU,2016,999,15,15-64,Female,47206.9964553766
STMF,National,DEU,2017,1,15,15-64,Female,4914.88043659159
STMF,National,DEU,2017,2,15,15-64,Female,3886.41499778098
STMF,National,DEU,2017,3,15,15-64,Female,3555.18227837568
STMF,National,DEU,2017,4,15,15-64,Female,3556.60928658604
STMF,National,DEU,2017,5,15,15-64,Female,4427.89031121713
STMF,National,DEU,2017,6,15,15-64,Female,3479.91993509375
STMF,National,DEU,2017,7,15,15-64,Female,4411.47317763231
STMF,National,DEU,2017,8,15,15-64,Female,3428.91993509375
STMF,National,DEU,2017,9,15,15-64,Female,3421.66746643737
STMF,National,DEU,2017,10,15,15-64,Female,4361.27888882725
STMF,National,DEU,2017,11,15,15-64,Female,3565.62903583712
STMF,National,DEU,2017,12,15,15-64,Female,3784.04616942195
STMF,National,DEU,2017,999,15,15-64,Female,46793.9119188949
STMF,National,DEU,2018,1,15,15-64,Female,3767.46110445615
STMF,National,DEU,2018,2,15,15-64,Female,4038.65792186368
STMF,National,DEU,2018,3,15,15-64,Female,4553.27165228844
STMF,National,DEU,2018,4,15,15-64,Female,4597.38508709252
STMF,National,DEU,2018,5,15,15-64,Female,3522.94607835583
STMF,National,DEU,2018,6,15,15-64,Female,3475.24896532763
STMF,National,DEU,2018,7,15,15-64,Female,4324.97613055647
STMF,National,DEU,2018,8,15,15-64,Female,3588.46110445615
STMF,National,DEU,2018,9,15,15-64,Female,3457.2416000878
STMF,National,DEU,2018,10,15,15-64,Female,4293.08220012073
STMF,National,DEU,2018,11,15,15-64,Female,3546.37035661289
STMF,National,DEU,2018,12,15,15-64,Female,4548.65792186368
STMF,National,DEU,2018,999,15,15-64,Female,47713.760123082
STMF,National,DEU,2019,1,15,15-64,Female,3661.82084453493
STMF,National,DEU,2019,2,15,15-64,Female,3903.09646905352
STMF,National,DEU,2019,3,15,15-64,Female,3829.27390227836
STMF,National,DEU,2019,4,15,15-64,Female,4455.79586615144
STMF,National,DEU,2019,5,15,15-64,Female,3461.68303227564
STMF,National,DEU,2019,6,15,15-64,Female,3426.92937163012
STMF,National,DEU,2019,7,15,15-64,Female,4391.4806206673
STMF,National,DEU,2019,8,15,15-64,Female,3361.10680485496
STMF,National,DEU,2019,9,15,15-64,Female,4342.81050873349
STMF,National,DEU,2019,10,15,15-64,Female,3467.61412614599
STMF,National,DEU,2019,11,15,15-64,Female,3608.54522001634
STMF,National,DEU,2019,12,15,15-64,Female,4492.30318744246
STMF,National,DEU,2019,999,15,15-64,Female,46402.4599537846
STMF,National,DEU,2020,1,15,15-64,Female,3726.96068328972
STMF,National,DEU,2020,2,15,15-64,Female,3704.9536624486
STMF,National,DEU,2020,3,15,15-64,Female,4660.51546243792
STMF,National,DEU,2020,4,15,15-64,Female,3552.67557079039
STMF,National,DEU,2020,5,15,15-64,Female,3402.39045829106
STMF,National,DEU,2020,6,15,15-64,Female,4355.37782077704
STMF,National,DEU,2020,7,15,15-64,Female,3356.96349162617
STMF,National,DEU,2020,8,15,15-64,Female,4306.6643374446
STMF,National,DEU,2020,9,15,15-64,Female,3429.24439162083
STMF,National,DEU,2020,10,15,15-64,Female,3510.96208745795
STMF,National,DEU,2020,11,15,15-64,Female,4380.09270827771
STMF,National,DEU,2020,12,15,15-64,Female,4784.66574161282
STMF,National,DEU,2020,999,15,15-64,Female,47171.4664160748
STMF,National,DEU,2021,1,15,15-64,Female,3955.98515097066
STMF,National,DEU,2021,2,15,15-64,Female,3650.73027621091
STMF,National,DEU,2021,3,15,15-64,Female,4501.80827236699
STMF,National,DEU,2021,4,15,15-64,Female,3809.00465000969
STMF,National,DEU,2021,5,15,15-64,Female,4494.91922933894
STMF,National,DEU,2021,6,15,15-64,Female,3511.69731539505
STMF,National,DEU,2021,7,15,15-64,Female,3528.47540145116
STMF,National,DEU,2021,8,15,15-64,Female,4384.95822741698
STMF,National,DEU,2021,9,15,15-64,Female,3598.37048174139
STMF,National,DEU,2021,10,15,15-64,Female,3646.31198462433
STMF,National,DEU,2021,11,15,15-64,Female,5019.23260121576
STMF,National,DEU,2021,12,15,15-64,Female,4027.09610794261
STMF,National,DEU,2021,999,15,15-64,Female,48128.5896986845
STMF,National,DEU,2022,1,15,15-64,Female,4689.95410610581
STMF,National,DEU,2022,2,15,15-64,Female,3683.2339634068
STMF,National,DEU,2022,999,15,15-64,Female,8373.1880695126
STMF,National,DEU,2011,1,15,15-64,Male,8907.01315375982
STMF,National,DEU,2011,2,15,15-64,Male,7051.12597081931
STMF,National,DEU,2011,3,15,15-64,Male,7037.36673400673
STMF,National,DEU,2011,4,15,15-64,Male,6706.14208754209
STMF,National,DEU,2011,5,15,15-64,Male,8367.40368125702
STMF,National,DEU,2011,6,15,15-64,Male,6545.70891133558
STMF,National,DEU,2011,7,15,15-64,Male,6446.50038159371
STMF,National,DEU,2011,8,15,15-64,Male,8166.62262626263
STMF,National,DEU,2011,9,15,15-64,Male,6417.14208754209
STMF,National,DEU,2011,10,15,15-64,Male,8475.13638608306
STMF,National,DEU,2011,11,15,15-64,Male,6692.9657912458
STMF,National,DEU,2011,12,15,15-64,Male,6726.81602693603
STMF,National,DEU,2011,999,15,15-64,Male,87539.9438383839
STMF,National,DEU,2012,1,15,15-64,Male,8574.29667413701
STMF,National,DEU,2012,2,15,15-64,Male,7051.08961893423
STMF,National,DEU,2012,3,15,15-64,Male,6809.16394893703
STMF,National,DEU,2012,4,15,15-64,Male,8384.34383267967
STMF,National,DEU,2012,5,15,15-64,Male,6622.35820143493
STMF,National,DEU,2012,6,15,15-64,Male,6616.30385851464
STMF,National,DEU,2012,7,15,15-64,Male,8191.27668705451
STMF,National,DEU,2012,8,15,15-64,Male,6365.86819497619
STMF,National,DEU,2012,9,15,15-64,Male,6392.20392310207
STMF,National,DEU,2012,10,15,15-64,Male,8281.18955434681
STMF,National,DEU,2012,11,15,15-64,Male,6770.90255081396
STMF,National,DEU,2012,12,15,15-64,Male,6866.72110102095
STMF,National,DEU,2012,999,15,15-64,Male,86925.718145952
STMF,National,DEU,2013,1,15,15-64,Male,7080.10029785829
STMF,National,DEU,2013,2,15,15-64,Male,7663.16212522198
STMF,National,DEU,2013,3,15,15-64,Male,7506.64666838105
STMF,National,DEU,2013,4,15,15-64,Male,8837.9017634588
STMF,National,DEU,2013,5,15,15-64,Male,6676.12090697952
STMF,National,DEU,2013,6,15,15-64,Male,6757.08999329767
STMF,National,DEU,2013,7,15,15-64,Male,8148.86054521636
STMF,National,DEU,2013,8,15,15-64,Male,6500.49461890945
STMF,National,DEU,2013,9,15,15-64,Male,7825.9713764455
STMF,National,DEU,2013,10,15,15-64,Male,6563.14151610076
STMF,National,DEU,2013,11,15,15-64,Male,6519.05907961584
STMF,National,DEU,2013,12,15,15-64,Male,8355.0409894322
STMF,National,DEU,2013,999,15,15-64,Male,88433.5898809174
STMF,National,DEU,2014,1,15,15-64,Male,6708.74605927957
STMF,National,DEU,2014,2,15,15-64,Male,6683.74605927956
STMF,National,DEU,2014,3,15,15-64,Male,8559.39649395545
STMF,National,DEU,2014,4,15,15-64,Male,6575.79810992697
STMF,National,DEU,2014,5,15,15-64,Male,6530.10449812834
STMF,National,DEU,2014,6,15,15-64,Male,8113.73462474687
STMF,National,DEU,2014,7,15,15-64,Male,6693.39353611389
STMF,National,DEU,2014,8,15,15-64,Male,6458.28943481907
STMF,National,DEU,2014,9,15,15-64,Male,8291.685531941
STMF,National,DEU,2014,10,15,15-64,Male,6606.32413525068
STMF,National,DEU,2014,11,15,15-64,Male,6736.59582302044
STMF,National,DEU,2014,12,15,15-64,Male,8776.00631251663
STMF,National,DEU,2014,999,15,15-64,Male,86733.8206189785
STMF,National,DEU,2015,1,15,15-64,Male,7074.56780881763
STMF,National,DEU,2015,2,15,15-64,Male,7578.73317472313
STMF,National,DEU,2015,3,15,15-64,Male,9282.33502963611
STMF,National,DEU,2015,4,15,15-64,Male,7062.52380924269
STMF,National,DEU,2015,5,15,15-64,Male,6799.99932108532
STMF,National,DEU,2015,6,15,15-64,Male,8553.90351736841
STMF,National,DEU,2015,7,15,15-64,Male,7072.0277115262
STMF,National,DEU,2015,8,15,15-64,Male,8195.4358100928
STMF,National,DEU,2015,9,15,15-64,Male,6435.23707700663
STMF,National,DEU,2015,10,15,15-64,Male,6721.37405247125
STMF,National,DEU,2015,11,15,15-64,Male,8176.60898056533
STMF,National,DEU,2015,12,15,15-64,Male,8170.97590738423
STMF,National,DEU,2015,999,15,15-64,Male,91123.7221999197
STMF,National,DEU,2016,1,15,15-64,Male,7120.49893971871
STMF,National,DEU,2016,2,15,15-64,Male,9022.42743664102
STMF,National,DEU,2016,3,15,15-64,Male,7196.56350798362
STMF,National,DEU,2016,4,15,15-64,Male,6871.06884377758
STMF,National,DEU,2016,5,15,15-64,Male,8213.39168510219
STMF,National,DEU,2016,6,15,15-64,Male,6448.94344402287
STMF,National,DEU,2016,7,15,15-64,Male,6682.27322016024
STMF,National,DEU,2016,8,15,15-64,Male,8075.2267970335
STMF,National,DEU,2016,9,15,15-64,Male,6385.10833209157
STMF,National,DEU,2016,10,15,15-64,Male,8392.35219678821
STMF,National,DEU,2016,11,15,15-64,Male,6764.37353996401
STMF,National,DEU,2016,12,15,15-64,Male,6786.85379580702
STMF,National,DEU,2016,999,15,15-64,Male,87959.0817390906
STMF,National,DEU,2017,1,15,15-64,Male,9148.5454635622
STMF,National,DEU,2017,2,15,15-64,Male,7295.11394612644
STMF,National,DEU,2017,3,15,15-64,Male,6717.50286394405
STMF,National,DEU,2017,4,15,15-64,Male,6595.55827485598
STMF,National,DEU,2017,5,15,15-64,Male,8315.33663120831
STMF,National,DEU,2017,6,15,15-64,Male,6476.93333994561
STMF,National,DEU,2017,7,15,15-64,Male,7941.75325448189
STMF,National,DEU,2017,8,15,15-64,Male,6222.40537413111
STMF,National,DEU,2017,9,15,15-64,Male,6240.84970286063
STMF,National,DEU,2017,10,15,15-64,Male,8102.82251812177
STMF,National,DEU,2017,11,15,15-64,Male,6637.03030904146
STMF,National,DEU,2017,12,15,15-64,Male,6464.97489812954
STMF,National,DEU,2017,999,15,15-64,Male,86158.826576409
STMF,National,DEU,2018,1,15,15-64,Male,7077.66197380352
STMF,National,DEU,2018,2,15,15-64,Male,7217.53472254846
STMF,National,DEU,2018,3,15,15-64,Male,8113.40169067759
STMF,National,DEU,2018,4,15,15-64,Male,8781.43704256549
STMF,National,DEU,2018,5,15,15-64,Male,6471.27443942252
STMF,National,DEU,2018,6,15,15-64,Male,6458.27251255058
STMF,National,DEU,2018,7,15,15-64,Male,8263.78344444275
STMF,National,DEU,2018,8,15,15-64,Male,6783.57392818025
STMF,National,DEU,2018,9,15,15-64,Male,6259.01222942465
STMF,National,DEU,2018,10,15,15-64,Male,7941.22174568717
STMF,National,DEU,2018,11,15,15-64,Male,6467.83613817811
STMF,National,DEU,2018,12,15,15-64,Male,8151.09449443211
STMF,National,DEU,2018,999,15,15-64,Male,87986.1043619132
STMF,National,DEU,2019,1,15,15-64,Male,7009.13160133103
STMF,National,DEU,2019,2,15,15-64,Male,7087.1133993102
STMF,National,DEU,2019,3,15,15-64,Male,7133.76679190459
STMF,National,DEU,2019,4,15,15-64,Male,8202.03452388666
STMF,National,DEU,2019,5,15,15-64,Male,6308.18014005319
STMF,National,DEU,2019,6,15,15-64,Male,6505.53888213935
STMF,National,DEU,2019,7,15,15-64,Male,8151.39933331309
STMF,National,DEU,2019,8,15,15-64,Male,6173.92796092686
STMF,National,DEU,2019,9,15,15-64,Male,7825.87942220468
STMF,National,DEU,2019,10,15,15-64,Male,6326.16193803238
STMF,National,DEU,2019,11,15,15-64,Male,6517.75465722406
STMF,National,DEU,2019,12,15,15-64,Male,8126.26243365192
STMF,National,DEU,2019,999,15,15-64,Male,85367.151083978
STMF,National,DEU,2020,1,15,15-64,Male,6825.66627246399
STMF,National,DEU,2020,2,15,15-64,Male,6911.24720570762
STMF,National,DEU,2020,3,15,15-64,Male,8612.19451188615
STMF,National,DEU,2020,4,15,15-64,Male,6912.58471826648
STMF,National,DEU,2020,5,15,15-64,Male,6625.52072867615
STMF,National,DEU,2020,6,15,15-64,Male,8007.25850147649
STMF,National,DEU,2020,7,15,15-64,Male,6466.91596198706
STMF,National,DEU,2020,8,15,15-64,Male,8100.5721805899
STMF,National,DEU,2020,9,15,15-64,Male,6318.75912243035
STMF,National,DEU,2020,10,15,15-64,Male,6536.31746413625
STMF,National,DEU,2020,11,15,15-64,Male,8406.59601403536
STMF,National,DEU,2020,12,15,15-64,Male,9208.2120764933
STMF,National,DEU,2020,999,15,15-64,Male,88931.8447581491
STMF,National,DEU,2021,1,15,15-64,Male,7588.48386623368
STMF,National,DEU,2021,2,15,15-64,Male,7237.54808395455
STMF,National,DEU,2021,3,15,15-64,Male,8539.46504758285
STMF,National,DEU,2021,4,15,15-64,Male,7426.69294604768
STMF,National,DEU,2021,5,15,15-64,Male,8910.42352939701
STMF,National,DEU,2021,6,15,15-64,Male,6942.7093726991
STMF,National,DEU,2021,7,15,15-64,Male,6575.19802293158
STMF,National,DEU,2021,8,15,15-64,Male,8194.49402000149
STMF,National,DEU,2021,9,15,15-64,Male,6688.44234804783
STMF,National,DEU,2021,10,15,15-64,Male,7083.28494018748
STMF,National,DEU,2021,11,15,15-64,Male,9493.67412739686
STMF,National,DEU,2021,12,15,15-64,Male,7914.54181107094
STMF,National,DEU,2021,999,15,15-64,Male,92594.9581155511
STMF,National,DEU,2022,1,15,15-64,Male,8777.96164770063
STMF,National,DEU,2022,2,15,15-64,Male,6750.26506821708
STMF,National,DEU,2022,999,15,15-64,Male,15528.2267159177
STMF,National,DNK,2011,1,15,15-64,Both,1013
STMF,National,DNK,2011,2,15,15-64,Both,761
STMF,National,DNK,2011,3,15,15-64,Both,755
STMF,National,DNK,2011,4,15,15-64,Both,723
STMF,National,DNK,2011,5,15,15-64,Both,886
STMF,National,DNK,2011,6,15,15-64,Both,693
STMF,National,DNK,2011,7,15,15-64,Both,678
STMF,National,DNK,2011,8,15,15-64,Both,842
STMF,National,DNK,2011,9,15,15-64,Both,700
STMF,National,DNK,2011,10,15,15-64,Both,863
STMF,National,DNK,2011,11,15,15-64,Both,708
STMF,National,DNK,2011,12,15,15-64,Both,749
STMF,National,DNK,2011,999,15,15-64,Both,9371
STMF,National,DNK,2012,1,15,15-64,Both,908
STMF,National,DNK,2012,2,15,15-64,Both,766
STMF,National,DNK,2012,3,15,15-64,Both,704
STMF,National,DNK,2012,4,15,15-64,Both,864
STMF,National,DNK,2012,5,15,15-64,Both,687
STMF,National,DNK,2012,6,15,15-64,Both,692
STMF,National,DNK,2012,7,15,15-64,Both,805
STMF,National,DNK,2012,8,15,15-64,Both,672
STMF,National,DNK,2012,9,15,15-64,Both,643
STMF,National,DNK,2012,10,15,15-64,Both,855
STMF,National,DNK,2012,11,15,15-64,Both,649
STMF,National,DNK,2012,12,15,15-64,Both,684
STMF,National,DNK,2012,999,15,15-64,Both,8929
STMF,National,DNK,2013,1,15,15-64,Both,760
STMF,National,DNK,2013,2,15,15-64,Both,739
STMF,National,DNK,2013,3,15,15-64,Both,739
STMF,National,DNK,2013,4,15,15-64,Both,875
STMF,National,DNK,2013,5,15,15-64,Both,688
STMF,National,DNK,2013,6,15,15-64,Both,665
STMF,National,DNK,2013,7,15,15-64,Both,856
STMF,National,DNK,2013,8,15,15-64,Both,590
STMF,National,DNK,2013,9,15,15-64,Both,777
STMF,National,DNK,2013,10,15,15-64,Both,586
STMF,National,DNK,2013,11,15,15-64,Both,689
STMF,National,DNK,2013,12,15,15-64,Both,778
STMF,National,DNK,2013,999,15,15-64,Both,8742
STMF,National,DNK,2014,1,15,15-64,Both,692
STMF,National,DNK,2014,2,15,15-64,Both,710
STMF,National,DNK,2014,3,15,15-64,Both,831
STMF,National,DNK,2014,4,15,15-64,Both,686
STMF,National,DNK,2014,5,15,15-64,Both,653
STMF,National,DNK,2014,6,15,15-64,Both,788
STMF,National,DNK,2014,7,15,15-64,Both,641
STMF,National,DNK,2014,8,15,15-64,Both,627
STMF,National,DNK,2014,9,15,15-64,Both,764
STMF,National,DNK,2014,10,15,15-64,Both,577
STMF,National,DNK,2014,11,15,15-64,Both,665
STMF,National,DNK,2014,12,15,15-64,Both,880
STMF,National,DNK,2014,999,15,15-64,Both,8514
STMF,National,DNK,2015,1,15,15-64,Both,689
STMF,National,DNK,2015,2,15,15-64,Both,680
STMF,National,DNK,2015,3,15,15-64,Both,875
STMF,National,DNK,2015,4,15,15-64,Both,605
STMF,National,DNK,2015,5,15,15-64,Both,639
STMF,National,DNK,2015,6,15,15-64,Both,765
STMF,National,DNK,2015,7,15,15-64,Both,621
STMF,National,DNK,2015,8,15,15-64,Both,778
STMF,National,DNK,2015,9,15,15-64,Both,634
STMF,National,DNK,2015,10,15,15-64,Both,593
STMF,National,DNK,2015,11,15,15-64,Both,801
STMF,National,DNK,2015,12,15,15-64,Both,839
STMF,National,DNK,2015,999,15,15-64,Both,8519
STMF,National,DNK,2016,1,15,15-64,Both,651
STMF,National,DNK,2016,2,15,15-64,Both,888
STMF,National,DNK,2016,3,15,15-64,Both,678
STMF,National,DNK,2016,4,15,15-64,Both,662
STMF,National,DNK,2016,5,15,15-64,Both,743
STMF,National,DNK,2016,6,15,15-64,Both,577
STMF,National,DNK,2016,7,15,15-64,Both,607
STMF,National,DNK,2016,8,15,15-64,Both,751
STMF,National,DNK,2016,9,15,15-64,Both,662
STMF,National,DNK,2016,10,15,15-64,Both,791
STMF,National,DNK,2016,11,15,15-64,Both,674
STMF,National,DNK,2016,12,15,15-64,Both,657
STMF,National,DNK,2016,999,15,15-64,Both,8341
STMF,National,DNK,2017,1,15,15-64,Both,823
STMF,National,DNK,2017,2,15,15-64,Both,601
STMF,National,DNK,2017,3,15,15-64,Both,672
STMF,National,DNK,2017,4,15,15-64,Both,608
STMF,National,DNK,2017,5,15,15-64,Both,784
STMF,National,DNK,2017,6,15,15-64,Both,580
STMF,National,DNK,2017,7,15,15-64,Both,685
STMF,National,DNK,2017,8,15,15-64,Both,550
STMF,National,DNK,2017,9,15,15-64,Both,586
STMF,National,DNK,2017,10,15,15-64,Both,756
STMF,National,DNK,2017,11,15,15-64,Both,604
STMF,National,DNK,2017,12,15,15-64,Both,609
STMF,National,DNK,2017,999,15,15-64,Both,7858
STMF,National,DNK,2018,1,15,15-64,Both,624
STMF,National,DNK,2018,2,15,15-64,Both,656
STMF,National,DNK,2018,3,15,15-64,Both,726
STMF,National,DNK,2018,4,15,15-64,Both,816
STMF,National,DNK,2018,5,15,15-64,Both,644
STMF,National,DNK,2018,6,15,15-64,Both,565
STMF,National,DNK,2018,7,15,15-64,Both,730
STMF,National,DNK,2018,8,15,15-64,Both,617
STMF,National,DNK,2018,9,15,15-64,Both,544
STMF,National,DNK,2018,10,15,15-64,Both,678
STMF,National,DNK,2018,11,15,15-64,Both,575
STMF,National,DNK,2018,12,15,15-64,Both,729
STMF,National,DNK,2018,999,15,15-64,Both,7904
STMF,National,DNK,2019,1,15,15-64,Both,656
STMF,National,DNK,2019,2,15,15-64,Both,668
STMF,National,DNK,2019,3,15,15-64,Both,607
STMF,National,DNK,2019,4,15,15-64,Both,720
STMF,National,DNK,2019,5,15,15-64,Both,564
STMF,National,DNK,2019,6,15,15-64,Both,566
STMF,National,DNK,2019,7,15,15-64,Both,697
STMF,National,DNK,2019,8,15,15-64,Both,562
STMF,National,DNK,2019,9,15,15-64,Both,730
STMF,National,DNK,2019,10,15,15-64,Both,565
STMF,National,DNK,2019,11,15,15-64,Both,601
STMF,National,DNK,2019,12,15,15-64,Both,701
STMF,National,DNK,2019,999,15,15-64,Both,7637
STMF,National,DNK,2020,1,15,15-64,Both,585
STMF,National,DNK,2020,2,15,15-64,Both,633
STMF,National,DNK,2020,3,15,15-64,Both,703
STMF,National,DNK,2020,4,15,15-64,Both,579
STMF,National,DNK,2020,5,15,15-64,Both,547
STMF,National,DNK,2020,6,15,15-64,Both,680
STMF,National,DNK,2020,7,15,15-64,Both,573
STMF,National,DNK,2020,8,15,15-64,Both,702
STMF,National,DNK,2020,9,15,15-64,Both,542
STMF,National,DNK,2020,10,15,15-64,Both,549
STMF,National,DNK,2020,11,15,15-64,Both,708
STMF,National,DNK,2020,12,15,15-64,Both,709
STMF,National,DNK,2020,999,15,15-64,Both,7510
STMF,National,DNK,2021,1,15,15-64,Both,599
STMF,National,DNK,2021,2,15,15-64,Both,583
STMF,National,DNK,2021,3,15,15-64,Both,696
STMF,National,DNK,2021,4,15,15-64,Both,545
STMF,National,DNK,2021,5,15,15-64,Both,715
STMF,National,DNK,2021,6,15,15-64,Both,529
STMF,National,DNK,2021,7,15,15-64,Both,553
STMF,National,DNK,2021,8,15,15-64,Both,663
STMF,National,DNK,2021,9,15,15-64,Both,561
STMF,National,DNK,2021,10,15,15-64,Both,618
STMF,National,DNK,2021,11,15,15-64,Both,737
STMF,National,DNK,2021,12,15,15-64,Both,608
STMF,National,DNK,2021,999,15,15-64,Both,7407
STMF,National,DNK,2022,1,15,15-64,Both,775
STMF,National,DNK,2022,2,15,15-64,Both,608
STMF,National,DNK,2022,3,15,15-64,Both,132
STMF,National,DNK,2022,999,15,15-64,Both,1515
STMF,National,DNK,2011,1,15,15-64,Female,366
STMF,National,DNK,2011,2,15,15-64,Female,276
STMF,National,DNK,2011,3,15,15-64,Female,303
STMF,National,DNK,2011,4,15,15-64,Female,268
STMF,National,DNK,2011,5,15,15-64,Female,345
