iso3,year,month,adj.ac
IRL,2020,2,2650
IRL,2020,3,2898
IRL,2020,4,3502
IRL,2020,5,2681
IRL,2020,6,2225
IRL,2020,7,2285
IRL,2020,8,2360
IRL,2020,9,2381
IRL,2020,10,2723
IRL,2020,11,2548
IRL,2020,12,2759
IRL,2021,1,3973
IRL,2021,2,3178
IRL,2021,3,2665
IRL,2021,4,2534
IRL,2021,5,2658
IRL,2021,6,2340
IRL,2021,7,2600
IRL,2021,8,2586
IRL,2021,9,2678
IRL,2021,10,2948
IRL,2021,11,3039
IRL,2021,12,3155
IRN,2020,1,33630
IRN,2020,2,32475.8
IRN,2020,3,41565.3428571429
IRN,2020,4,38219.7
IRN,2020,5,32762.2857142857
IRN,2020,6,38447.8142857143
IRN,2020,7,45676.8714285714
IRN,2020,8,43301.7
IRN,2020,9,39522.6142857143
IRN,2020,10,50862.2714285714
IRN,2020,11,61414.9714285714
IRN,2020,12,46992.3142857143
IRN,2021,1,39008.0428571429
IRN,2021,2,33174.6428571429
IRN,2021,3,36013.7571428571
IRN,2021,4,48600.9428571429
IRN,2021,5,47385.1285714286
IRN,2021,6,38808.0857142857
IRN,2021,7,42896.8142857143
IRN,2021,8,65543.9
IRN,2021,9,57553.9714285714
IRN,2021,10,45521.2428571429
IRN,2021,11,39369.3428571429
IRN,2021,12,37352.0142857143
IRQ,2020,1,14954.7252335876
IRQ,2020,2,13554.8841024422
IRQ,2020,3,12747.7444968531
IRQ,2020,4,11632.932863391
IRQ,2020,5,12531.9745032798
IRQ,2020,6,18779.980922122
IRQ,2020,7,24260.8051415923
IRQ,2020,8,22324.2028535948
IRQ,2020,9,20676.6258039022
IRQ,2020,10,18849.2404262319
IRQ,2020,11,17011.199740237
IRQ,2020,12,16326.5961803809
ISL,2020,1,236.070711973109
ISL,2020,2,199.388044949719
ISL,2020,3,201.310926688848
ISL,2020,4,212.256561203892
ISL,2020,5,202.346324548379
ISL,2020,6,155.45759290961
ISL,2020,7,179.123829698894
ISL,2020,8,168.474023143716
ISL,2020,9,189.477808294206
ISL,2020,10,230.154152775788
ISL,2020,11,201.015098728982
ISL,2020,12,209.889937524964
ISL,2021,1,218.616862341012
ISL,2021,2,196.281851371125
ISL,2021,3,194.802711571795
ISL,2021,4,208.706625685499
ISL,2021,5,193.175657792532
ISL,2021,6,200.719270769116
ISL,2021,7,210.481593444696
ISL,2021,8,204.417120267442
ISL,2021,9,169.361507023315
ISL,2021,10,178.236345819296
ISL,2021,11,209.002453645366
ISL,2021,12,229.414582876123
ISR,2020,1,4583.42857142857
ISR,2020,2,3951.57142857143
ISR,2020,3,4212
ISR,2020,4,3889.57142857143
ISR,2020,5,3855.28571428571
ISR,2020,6,3385.42857142857
ISR,2020,7,3740.71428571429
ISR,2020,8,4004.28571428571
ISR,2020,9,4211.42857142857
ISR,2020,10,4607.28571428571
ISR,2020,11,3846.14285714286
ISR,2020,12,4465.71428571429
ISR,2021,1,5554
ISR,2021,2,4497
ISR,2021,3,4473
ISR,2021,4,3976.14285714286
ISR,2021,5,3842
ISR,2021,6,3508
ISR,2021,7,3737
ISR,2021,8,4522.57142857143
ISR,2021,9,4281
ISR,2021,10,4142.14285714286
ISR,2021,11,3799.28571428571
ISR,2021,12,4436.85714285714
ITA,2020,1,62446.451174346
ITA,2020,2,56859.3367212924
ITA,2020,3,88438.6415217743
ITA,2020,4,72721.3629453766
ITA,2020,5,53052.7630824311
ITA,2020,6,49410.9122666372
ITA,2020,7,52475.0752205141
ITA,2020,8,53939.9214151021
ITA,2020,9,50193.7075453262
ITA,2020,10,61146.7620457683
ITA,2020,11,79837.157305648
ITA,2020,12,75771.1958821325
ITA,2021,1,75231.2871562616
ITA,2021,2,60043.7849703967
ITA,2021,3,69453.1058082617
ITA,2021,4,63897.4015947561
ITA,2021,5,55541.5541367539
ITA,2021,6,52787.730139517
ITA,2021,7,54616.7614156844
ITA,2021,8,57261.735181861
ITA,2021,9,51790.1293516613
ITA,2021,10,55508.8411683767
ITA,2021,11,55927.1618701909
ITA,2021,12,65889.8529651616
JAM,2020,1,1575.16358165565
JAM,2020,2,1415.43717254644
JAM,2020,3,1503.83921029242
JAM,2020,4,1463.65646586243
JAM,2020,5,1429.50113309694
JAM,2020,6,1485.75697529892
JAM,2020,7,1519.91230806442
JAM,2020,8,1626.39658080389
JAM,2020,9,1649.50165885114
JAM,2020,10,1616.35089469639
JAM,2020,11,1554.06764082991
JOR,2020,1,3226
JOR,2020,2,2490
JOR,2020,3,2486
JOR,2020,4,2084
JOR,2020,5,2350
JOR,2020,6,2068
JOR,2020,7,2113
JOR,2020,8,2202
JOR,2020,9,2290
JOR,2020,10,3414
JOR,2020,11,4960
JOR,2020,12,3390
JPN,2020,1,132622
JPN,2020,2,117010
JPN,2020,3,119161
JPN,2020,4,113362
JPN,2020,5,108380
JPN,2020,6,100423
JPN,2020,7,104849
JPN,2020,8,111591
JPN,2020,9,107468
JPN,2020,10,118038
JPN,2020,11,118455
JPN,2020,12,133185
JPN,2021,1,140844
JPN,2021,2,118984
JPN,2021,3,123579
JPN,2021,4,118169
JPN,2021,5,118634
JPN,2021,6,108734
JPN,2021,7,112222
JPN,2021,8,117804
JPN,2021,9,115706
JPN,2021,10,120781
JPN,2021,11,122806
JPN,2021,12,134026
KAZ,2020,1,11728
KAZ,2020,2,10892
KAZ,2020,3,11075
KAZ,2020,4,10079
KAZ,2020,5,10796
KAZ,2020,6,16936
KAZ,2020,7,30691
KAZ,2020,8,12851
KAZ,2020,9,10935
KAZ,2020,10,11251
KAZ,2020,11,11461
KAZ,2020,12,12177
KAZ,2021,1,12919
KAZ,2021,2,10921
KAZ,2021,3,11928
KAZ,2021,4,13073
KAZ,2021,5,14312
KAZ,2021,6,12770
KAZ,2021,7,17979
KAZ,2021,8,24955
KAZ,2021,9,17828
KAZ,2021,10,16317
KAZ,2021,11,13171
KAZ,2021,12,14114
KEN,2020,1,20056
KEN,2020,2,21717
KEN,2020,3,22868
KEN,2020,4,20570
KEN,2020,5,22100
KEN,2020,6,22317
KEN,2020,7,24207
KEN,2020,8,24097
KEN,2020,9,23054
KEN,2020,10,25064
KEN,2020,11,27112
KEN,2020,12,30591
KEN,2021,1,26229
KEN,2021,2,25661
KEN,2021,3,32874
KEN,2021,4,30524
KEN,2021,5,28821
KEN,2021,6,30782
KEN,2021,7,32971
KEN,2021,8,35600
KEN,2021,9,28808
KEN,2021,10,24786
KEN,2021,11,18420
KEN,2021,12,8440
KGZ,2020,1,3082
KGZ,2020,2,2900
KGZ,2020,3,2390
KGZ,2020,4,1263
KGZ,2020,5,2919
KGZ,2020,6,3559
KGZ,2020,7,4045
KGZ,2020,8,4572
KGZ,2020,9,3411
KGZ,2020,10,3423
KGZ,2020,11,4154
KGZ,2020,12,4259
KGZ,2021,1,2988
KGZ,2021,2,2621
KGZ,2021,3,3137
KGZ,2021,4,3024
KGZ,2021,5,2868
KGZ,2021,6,3375
KGZ,2021,7,3835
KGZ,2021,8,3810
KGZ,2021,9,3307
KGZ,2021,10,3257
KGZ,2021,11,3381
KGZ,2021,12,3590
KNA,2020,1,39.5964845265426
KNA,2020,2,42.3272765628559
KNA,2020,3,46.4234646173258
KNA,2020,4,36.8656924902293
KNA,2020,5,47.7888606354824
KNA,2020,6,50.5196526717957
KNA,2020,7,51.8850486899523
KNA,2020,8,38.2310885083859
KNA,2020,9,39.5964845265426
KNA,2020,10,46.4234646173258
KNA,2020,11,34.134900453916
KNA,2020,12,43.6926725810125
KOR,2020,1,28519.8637037298
KOR,2020,2,25594.6869586063
KOR,2020,3,25964.009347363
KOR,2020,4,24796.2334680399
KOR,2020,5,24463.3413265625
KOR,2020,6,23663.4535742922
KOR,2020,7,24083.1185488561
KOR,2020,8,25371.2289851372
KOR,2020,9,24536.0583949507
KOR,2020,10,26539.7219953123
KOR,2020,11,25698.2406536286
KOR,2020,12,26996.2474956667
KOR,2021,1,27292.422537524
KOR,2021,2,23897.2382320294
KOR,2021,3,26595.371349424
KOR,2021,4,25159.5319576402
KOR,2021,5,25671.8502382767
KOR,2021,6,24447.1341693083
KOR,2021,7,25792.6150737459
KOR,2021,8,25962.144807148
KOR,2021,9,25711.2924351342
KOR,2021,10,27852.5017329007
KOR,2021,11,28374.1427146126
KOR,2021,12,31525.9328089538
KWT,2020,1,675.606447788119
KWT,2020,2,684.62957229948
KWT,2020,3,717.338398653162
KWT,2020,4,791.779175871886
KWT,2020,5,1519.26858960033
KWT,2020,6,1392.94484644128
KWT,2020,7,1180.90142042431
KWT,2020,8,1022.9967414755
KWT,2020,9,990.287915121818
KWT,2020,10,1021.86885091158
KWT,2020,11,1018.48517921982
KWT,2020,12,904.568232263893
LBN,2020,1,4213.38277477133
LBN,2020,2,3767.63447114313
LBN,2020,3,3368.88683898593
LBN,2020,4,2783.65267163734
LBN,2020,5,3309.75696197403
LBN,2020,6,2768.49116471121
LBN,2020,7,2938.30004228386
LBN,2020,8,3243.04633149906
LBN,2020,9,3362.82223621548
LBN,2020,10,4192.15666507475
LBN,2020,11,4331.64252879514
LBN,2020,12,4766.77777757505
LBN,2021,1,6640.74003364464
LBN,2021,2,6367.83290897431
LBN,2021,3,6934.87326801154
LBN,2021,4,5433.88408232474
LBN,2021,5,3767.63447114313
LBN,2021,6,3085.36665946731
LBN,2021,7,3330.98307167061
LBN,2021,8,3992.02477364985
LBN,2021,9,3822.2158960772
LBN,2021,10,3596.30944287787
LBN,2021,11,4123.92988390717
LBN,2021,12,4925.97360029941
LKA,2020,1,13254
LKA,2020,2,11686
LKA,2020,3,9005
LKA,2020,4,7158
LKA,2020,5,12254
LKA,2020,6,12900
LKA,2020,7,11782
LKA,2020,8,11472
LKA,2020,9,11440
LKA,2020,10,10251
LKA,2020,11,9797
LKA,2020,12,11432
LKA,2021,1,12442
LKA,2021,2,11965
LKA,2021,3,12851
LKA,2021,4,11870
LKA,2021,5,9255
LKA,2021,6,12128
LTU,2020,1,3864.09765332006
LTU,2020,2,3541.03427013039
LTU,2020,3,3875.9691642163
LTU,2020,4,3728.60414229098
LTU,2020,5,3584.08828298076
LTU,2020,6,3674.47005260413
LTU,2020,7,3587.0957324078
LTU,2020,8,3602.76612679084
LTU,2020,9,3478.98583984605
LTU,2020,10,4030.77366630327
LTU,2020,11,4864.94516527905
LTU,2020,12,6466.33284177582
LTU,2021,1,5667.14272824096
LTU,2021,2,4062.58931550519
LTU,2021,3,4156.76996861536
LTU,2021,4,4046.91892112216
LTU,2021,5,4164.209448777
LTU,2021,6,3918.23174300692
LTU,2021,7,3725.97261515938
LTU,2021,8,3722.98781544237
LTU,2021,9,4223.33450484631
LTU,2021,10,5092.38250666188
LTU,2021,11,4692.73353402652
LTU,2021,12,4759.81298029826
LUX,2020,1,365.034276966461
LUX,2020,2,325.6783039379
LUX,2020,3,421.017385886934
LUX,2020,4,394.627528003441
LUX,2020,5,342.610524892048
LUX,2020,6,304.93251970579
LUX,2020,7,335.288483398362
LUX,2020,8,364.424106841987
LUX,2020,9,344.746120327706
LUX,2020,10,389.288539414295
LUX,2020,11,521.542913893995
LUX,2020,12,495.915768666095
LUX,2021,1,372.813946053502
LUX,2021,2,393.407187754493
LUX,2021,3,441.458085056806
LUX,2021,4,340.780014518627
LUX,2021,5,355.27155497488
LUX,2021,6,315.915581946319
LUX,2021,7,333.428571428571
LUX,2021,8,323.714285714286
LUX,2021,9,344.857142857143
LUX,2021,10,393.857142857143
LUX,2021,11,422.571428571429
LUX,2021,12,436.857142857143
LVA,2020,1,2702.76377747461
LVA,2020,2,2398.19665209178
LVA,2020,3,2563.87624102602
LVA,2020,4,2515.83531932761
LVA,2020,5,2484.73190207416
LVA,2020,6,2426.22052308251
LVA,2020,7,2381.41312495996
LVA,2020,8,2409.89892789011
LVA,2020,9,2325.8273149179
LVA,2020,10,2621.00182419944
LVA,2020,11,2736.79276367764
LVA,2020,12,3524.07876574154
LVA,2021,1,3830.64759619514
LVA,2021,2,2990.39339841248
LVA,2021,3,2875.83427743937
LVA,2021,4,2727.40014757635
LVA,2021,5,2872.60075386351
LVA,2021,6,2822.09619515493
LVA,2021,7,2723.55071474795
LVA,2021,8,2496.12622324622
LVA,2021,9,2745.41549321325
LVA,2021,10,3860.5191949435
LVA,2021,11,3782.29871987046
LVA,2021,12,3223.97698243966
MCO,2020,1,45.7185122807666
MCO,2020,2,34.9944168075004
MCO,2020,3,66.0378510722184
MCO,2020,4,49.6694948235489
MCO,2020,5,34.9944168075004
MCO,2020,6,40.6386775829036
MCO,2020,7,30.7612212259479
MCO,2020,8,44.0252340481456
MCO,2020,9,50.2339209010892
MCO,2020,10,55.031542560182
MCO,2020,11,35.5588428850407
MCO,2020,12,52.4916252112505
MCO,2021,1,79.5840769331863
MCO,2021,2,60.111377258045
MCO,2021,3,62.3690815682063
MCO,2021,4,27.6568777994761
MCO,2021,5,58.7003120641942
MCO,2021,6,28.2213038770164
MCO,2021,7,41.7675297379843
MCO,2021,8,42.6141688542948
MCO,2021,9,30.7612212259479
MCO,2021,10,54.1849034438715
MCO,2021,11,38.9453993502827
MCO,2021,12,67.1667032272991
MDA,2020,1,3879
MDA,2020,2,3461
MDA,2020,3,3020
MDA,2020,4,2539
MDA,2020,5,4324
MDA,2020,6,3725
MDA,2020,7,3746
MDA,2020,8,3020
MDA,2020,9,3867
MDA,2020,10,4273
MDA,2020,11,4171
MDA,2020,12,5137
MDA,2021,1,4607
MDA,2021,2,4121
MDA,2021,3,5479
MDA,2021,4,4848
MDA,2021,5,3770
MDA,2021,6,3373
MDA,2021,7,3291
MDA,2021,8,2789
MDA,2021,9,3991
MDA,2021,10,5316
MDA,2021,11,5404
MDA,2021,12,5416
MDV,2020,1,120
MDV,2020,2,102
MDV,2020,3,114
MDV,2020,4,99
MDV,2020,5,118
MDV,2020,6,97
MDV,2020,7,112
MDV,2020,8,132
MDV,2020,9,121
MDV,2020,10,115
MDV,2020,11,122
MDV,2020,12,106
MDV,2021,1,87
MDV,2021,2,103
MDV,2021,3,103
MDV,2021,4,129
MDV,2021,5,203
MDV,2021,6,185
MEX,2020,1,71414.8571428571
MEX,2020,2,61353.1428571429
MEX,2020,3,60727.1428571429
MEX,2020,4,67474.7142857143
MEX,2020,5,98443
MEX,2020,6,106774.857142857
MEX,2020,7,115173
MEX,2020,8,98710.8571428572
MEX,2020,9,82504.8571428571
MEX,2020,10,85804.5714285714
MEX,2020,11,94959.7142857143
MEX,2020,12,122016.428571429
MEX,2021,1,175863.285714286
MEX,2021,2,107143.428571429
MEX,2021,3,84148
MEX,2021,4,71783.1428571429
MEX,2021,5,65865.1428571429
MEX,2021,6,62434.7142857143
MEX,2021,7,79297.1428571429
MEX,2021,8,116565.714285714
MEX,2021,9,100736.571428571
MEX,2021,10,78430
MEX,2021,11,67866.8571428571
MEX,2021,12,68664
MKD,2020,1,2175.7952570971
MKD,2020,2,2027.38983088022
MKD,2020,3,2053.14614452116
MKD,2020,4,2150.03894345615
MKD,2020,5,2032.29579538325
MKD,2020,6,2375.71331059587
MKD,2020,7,2334.01261232006
MKD,2020,8,2264.10261815177
MKD,2020,9,2164.75683696527
MKD,2020,10,2835.64748275563
MKD,2020,11,4718.31136079625
MKD,2020,12,4031.47633037101
MKD,2021,1,2635.72942925686
MKD,2021,2,2616.10557124471
MKD,2021,3,3241.61604538198
MKD,2021,4,3867.12651951925
MKD,2021,5,3008.5827314877
MKD,2021,6,2318.06822768518
MKD,2021,7,2313.16226318215
MKD,2021,8,2703.18644117362
MKD,2021,9,3825.42582124344
MKD,2021,10,2714.22486130546
MKD,2021,11,2947.25817519974
MKD,2021,12,3152.08219320155
MLT,2020,1,420.245779709167
MLT,2020,2,324.105341684473
MLT,2020,3,388.248118587452
MLT,2020,4,332.067893300016
MLT,2020,5,300.807505476035
MLT,2020,6,258.340563526477
MLT,2020,7,291.370407265023
MLT,2020,8,314.225879494819
MLT,2020,9,315.552971430743
MLT,2020,10,335.459350469598
MLT,2020,11,403.878312499442
MLT,2020,12,479.964916825733
MLT,2021,1,438.972521471646
MLT,2021,2,411.693409455437
MLT,2021,3,435.72851896161
MLT,2021,4,292.107680562758
MLT,2021,5,332.952621257298
MLT,2021,6,280.163853139445
MLT,2021,7,316.290244728478
MLT,2021,8,352.564090977059
MLT,2021,9,303.904053326524
MLT,2021,10,307.737874474748
MLT,2021,11,328.381526811339
MLT,2021,12,409.481589562231
MNE,2020,1,625.320509409029
MNE,2020,2,620.421612317373
MNE,2020,3,642.229605822161
MNE,2020,4,535.87613025171
MNE,2020,5,537.614448574555
MNE,2020,6,543.145461419973
MNE,2020,7,726.142972134063
MNE,2020,8,644.758068837209
MNE,2020,9,663.563512511628
MNE,2020,10,806.263643923393
MNE,2020,11,834.866881781122
MNE,2020,12,931.106505291381
MNE,2021,1,930.948476352941
MNE,2021,2,930.790447414501
MNE,2021,3,1042.51690689193
MNE,2021,4,920.676595354309
MNE,2021,5,723.140422303693
MNE,2021,6,589.605969321477
MNE,2021,7,648.392734421341
MNE,2021,8,811.95268570725
MNE,2021,9,861.099685562243
MNE,2021,10,859.045309362517
MNG,2020,1,1856.30309847602
MNG,2020,2,1763.89562358849
MNG,2020,3,1755.74202286312
MNG,2020,4,1780.20282503923
MNG,2020,5,1750.30628904621
MNG,2020,6,1774.76709122232
MNG,2020,7,1905.22470282825
MNG,2020,8,1808.74042757803
MNG,2020,9,1909.30150319093
MNG,2020,10,1939.19803918396
MNG,2020,11,1736.71695450392
MNG,2020,12,1656.53988070445
MNG,2021,1,1564.13240581691
MNG,2021,2,1681.00068288056
MNG,2021,3,1876.68710028945
MNG,2021,4,2016.65724607498
MNG,2021,5,1906.58363628248
MNG,2021,6,2330.57087400174
MNG,2021,7,2471.8999532415
MNG,2021,8,2280.29033619529
MNG,2021,9,2753.19917826678
MNG,2021,10,3128.26481163383
MNG,2021,11,2649.92023574542
MNG,2021,12,2422.97834888928
MUS,2020,1,983.38643102828
MUS,2020,2,861.100035459996
MUS,2020,3,946.700512357795
MUS,2020,4,866.195301942008
MUS,2020,5,910.01459368731
MUS,2020,6,927.33849972615
MUS,2020,7,1025.16761618078
MUS,2020,8,1021.09140299517
MUS,2020,9,923.262286540541
MUS,2020,10,949.757672247002
MUS,2020,11,916.128913465724
MUS,2020,12,940.586192579381
MUS,2021,1,973.195898064256
MUS,2021,2,869.252461831215
MUS,2021,3,970.138738175049
MUS,2021,4,880.462048091641
MUS,2021,5,904.919327205298
MUS,2021,6,970.138738175049
MUS,2021,7,1031.28193595919
MUS,2021,8,1200.44478316198
MUS,2021,9,1225.92111557204
MUS,2021,10,1243.24502161088
MUS,2021,11,1794.55285496456
MUS,2021,12,1463.36053363379
MYS,2020,1,17039.4406273595
MYS,2020,2,14699.5473892251
MYS,2020,3,15602.1231998458
MYS,2020,4,13860.7578549734
MYS,2020,5,14762.2705609879
MYS,2020,6,14157.364040089
MYS,2020,7,14520.945815392
MYS,2020,8,14830.3092557814
MYS,2020,9,14085.0729268708
MYS,2020,10,14755.891933351
MYS,2020,11,13656.6417705927
MYS,2020,12,15043.9932816174
MYS,2021,1,16364.3692024547
MYS,2021,2,14356.1646014389
MYS,2021,3,15572.3562708736
MYS,2021,4,15245.9831567858
MYS,2021,5,16120.9182476466
MYS,2021,6,15736.0743802206
MYS,2021,7,23908.1594876895
MYS,2021,8,25469.8601541227
MYS,2021,9,20344.6328478774
NIC,2020,1,2676.90167141369
NIC,2020,2,2283.23966091167
NIC,2020,3,3503.59189346791
NIC,2020,4,4114.40294847265
NIC,2020,5,4251.54971342174
NIC,2020,6,4114.40294847265
NIC,2020,7,4500.44569425527
NIC,2020,8,4500.44569425527
NLD,2020,1,14193.1957362494
NLD,2020,2,13032.5179900756
NLD,2020,3,16742.6754847757
NLD,2020,4,18708.0647911698
NLD,2020,5,12744.3686291719
NLD,2020,6,11588.5967809804
NLD,2020,7,11729.1363290626
NLD,2020,8,12718.3962280889
NLD,2020,9,12112.6621183876
NLD,2020,10,14812.781793195
NLD,2020,11,15067.311323808
NLD,2020,12,16993.4534463434
NLD,2021,1,17434.1185180508
NLD,2021,2,13999.7013481814
NLD,2021,3,13949.0551660696
NLD,2021,4,13625.9873548211
NLD,2021,5,13253.8605637492
NLD,2021,6,12297.4990394279
NLD,2021,7,12722.4363793685
NLD,2021,8,12981.7275168467
NLD,2021,9,12853.3084226032
NLD,2021,10,14312.0916167625
NLD,2021,11,17030.2476812109
NLD,2021,12,17948.6606417276
NOR,2020,1,3886
NOR,2020,2,3454
NOR,2020,3,3647
NOR,2020,4,3483
NOR,2020,5,3185
NOR,2020,6,3030
NOR,2020,7,3215
NOR,2020,8,3265
NOR,2020,9,3245
NOR,2020,10,3403
NOR,2020,11,3391
NOR,2020,12,3663
NOR,2021,1,3798
NOR,2021,2,3152
NOR,2021,3,3380
NOR,2021,4,3265
NOR,2021,5,3195
NOR,2021,6,3062
NOR,2021,7,3013
NOR,2021,8,3944
NOR,2021,9,3255
NOR,2021,10,3369
NOR,2021,11,4718
NOR,2021,12,3895
NZL,2020,1,2695.85714285714
NZL,2020,2,2510.85714285714
NZL,2020,3,2713.14285714286
NZL,2020,4,2706.57142857143
NZL,2020,5,2706.28571428571
NZL,2020,6,2704.85714285714
NZL,2020,7,2923.71428571429
NZL,2020,8,2809.42857142857
NZL,2020,9,2662
NZL,2020,10,2776
NZL,2020,11,2661.71428571429
NZL,2020,12,2874.71428571429
NZL,2021,1,2845.28571428571
NZL,2021,2,2481.85714285714
NZL,2021,3,2823.42857142857
NZL,2021,4,2778.85714285714
NZL,2021,5,2925.28571428571
NZL,2021,6,2949
NZL,2021,7,3297.85714285714
NZL,2021,8,3353.57142857143
NZL,2021,9,2890.85714285714
NZL,2021,10,2884
NZL,2021,11,2788
NZL,2021,12,2860.14285714286
OMN,2020,1,1617.67543333431
OMN,2020,2,1368.95396238982
OMN,2020,3,1391.20650622291
OMN,2020,4,1379.93939542135
OMN,2020,5,1522.75002483115
OMN,2020,6,1725.27634148923
OMN,2020,7,2060.47288783571
OMN,2020,8,1989.20841201583
OMN,2020,9,2088.64066483962
OMN,2020,10,2123.8503860945
OMN,2020,11,1775.13330678615
OMN,2020,12,1421.06434984705
OMN,2021,1,1543.03082427396
OMN,2021,2,1461.34427096264
OMN,2021,3,1694.29178678494
OMN,2021,4,2082.16207612872
OMN,2021,5,2335.10871362379
OMN,2021,6,3418.44141719401
OMN,2021,7,3470.2701268812
OMN,2021,8,1971.74439027341
OMN,2021,9,1423.5994497774
OMN,2021,10,1433.17649395873
OMN,2021,11,1424.44448308752
OMN,2021,12,1557.67806831599
PAN,2020,1,2032
PAN,2020,2,1531
PAN,2020,3,1287
PAN,2020,4,69
PAN,2020,5,2483
PAN,2020,6,2284
PAN,2020,7,2742
PAN,2020,8,2668
PAN,2020,9,2401
PAN,2020,10,2131
PAN,2020,11,2108
PAN,2020,12,2140
PAN,2021,1,3147
PAN,2021,2,3028
PAN,2021,3,2437
PAN,2021,4,1872
PAN,2021,5,1795
PAN,2021,6,1953
PAN,2021,7,2068
PAN,2021,8,2142
PAN,2021,9,1998
PAN,2021,10,1821
PER,2020,1,13917.9631413683
PER,2020,2,13317.2322824274
PER,2020,3,13795.9424487957
PER,2020,4,18964.8450911226
PER,2020,5,35350.8093709601
PER,2020,6,36448.8187625304
PER,2020,7,38492.9306254972
PER,2020,8,36104.6850411588
PER,2020,9,22231.4628204005
PER,2020,10,17879.3914519765
PER,2020,11,16201.6953498944
PER,2020,12,17999.9974118816
PER,2021,1,28566.2820223381
PER,2021,2,37023.5539087058
PER,2021,3,41291.2718418296
PER,2021,4,43512.5789714019
PER,2021,5,34677.7503043927
PER,2021,6,23573.513597116
PER,2021,7,18562.5304887998
PER,2021,8,16725.676961623
PER,2021,9,15463.5585806217
PER,2021,10,15817.9491138327
PER,2021,11,15264.6117992533
PER,2021,12,16956.278386427
PHL,2020,1,63268.7842674408
PHL,2020,2,54702.0726182194
PHL,2020,3,54394.5981526207
PHL,2020,4,52942.3725997157
PHL,2020,5,59426.5360415545
PHL,2020,6,57336.8922695813
PHL,2020,7,64347.3100852334
PHL,2020,8,67203.2748330067
PHL,2020,9,63804.4993940417
PHL,2020,10,64096.6001363606
PHL,2020,11,60972.1865282376
PHL,2020,12,63541.9635041843
PHL,2021,1,68045.2818311079
PHL,2021,2,62773.2773401874
PHL,2021,3,72806.4056714952
PHL,2021,4,80262.6614622655
PHL,2021,5,84318.9592199725
PHL,2021,6,79075.3369874149
PHL,2021,7,88731.2178013149
PHL,2021,8,112988.587948862
PHL,2021,9,135539.474812335
PHL,2021,10,96679.4327370433
PHL,2021,11,63715.8048366575
POL,2020,1,36491.7142857143
POL,2020,2,35134.8571428572
POL,2020,3,36666.7142857143
POL,2020,4,34028
POL,2020,5,33648.7142857143
POL,2020,6,32484.1428571429
POL,2020,7,33433
POL,2020,8,34684.2857142857
POL,2020,9,34356.5714285714
POL,2020,10,50128.5714285714
POL,2020,11,64036
POL,2020,12,53485
POL,2021,1,48622.5714285714
POL,2021,2,39854.1428571429
POL,2021,3,51595.5714285714
POL,2021,4,53989.7142857143
POL,2021,5,40577
POL,2021,6,34958.5714285714
POL,2021,7,33945.2857142857
POL,2021,8,32953.7142857143
POL,2021,9,34036
POL,2021,10,39094.8571428571
POL,2021,11,49759
POL,2021,12,60509.2857142857
PRT,2020,1,11867.8180690264
PRT,2020,2,9836.31624962685
PRT,2020,3,10670.2153266241
PRT,2020,4,10387.9549456013
PRT,2020,5,9552.62452792954
PRT,2020,6,8563.56812181029
PRT,2020,7,10414.2916140132
PRT,2020,8,9041.92217524741
PRT,2020,9,8976.08050421777
PRT,2020,10,10000.4910249986
PRT,2020,11,11548.1996963977
PRT,2020,12,13062.9875322819
PRT,2021,1,19792.8651159165
PRT,2021,2,12562.8771005915
PRT,2021,3,9577.52985566684
PRT,2021,4,8428.16329399714
PRT,2021,5,8616.09832456655
PRT,2021,6,8254.11226797094
PRT,2021,7,8786.42857142857
PRT,2021,8,9271.71428571429
PRT,2021,9,8581.57142857143
PRT,2021,10,9385.57142857143
PRT,2021,11,10459.1428571429
PRT,2021,12,11446
PRY,2020,1,2911.10668659473
PRY,2020,2,2916.19247745181
PRY,2020,3,3060.62893779299
PRY,2020,4,2614.09650054104
PRY,2020,5,2721.91526671121
PRY,2020,6,2872.45467608089
PRY,2020,7,3041.30293253607
PRY,2020,8,3511.23000773061
PRY,2020,9,3470.54368087394
PRY,2020,10,3481.73242075952
PRY,2020,11,3157.25896407758
PRY,2020,12,3615.99729938653
PRY,2021,1,3317.96995516142
PRY,2021,2,3332.21016956126
PRY,2021,3,4770.47182394454
PRY,2021,4,6390.80479101141
PRY,2021,5,7564.60532082634
PRY,2021,6,7178.08521568797
PRY,2021,7,5121.39139308331
PRY,2021,8,3683.12973870004
PRY,2021,9,2882.62625779506
PRY,2021,10,2840.92277276697
PRY,2021,11,2731.06969025396
PRY,2021,12,3104.36673916391
QAT,2020,1,395.893930734545
QAT,2020,2,408.26561607
QAT,2020,3,455.690409855909
QAT,2020,4,342.283294280909
QAT,2020,5,490.743518306364
QAT,2020,6,624.770109440455
QAT,2020,7,554.663892539545
QAT,2020,8,430.947039185
QAT,2020,9,445.380672076364
QAT,2020,10,466.000147635455
QAT,2020,11,346.407189392727
QAT,2020,12,455.690409855909
QAT,2021,1,437.132881852727
QAT,2021,2,367.026664951818
QAT,2021,3,515.486888977273
QAT,2021,4,814.469284584091
QAT,2021,5,562.911682763182
QAT,2021,6,472.185990303182
QAT,2021,7,430.947039185
QAT,2021,8,455.690409855909
QAT,2021,9,346.407189392727
QAT,2021,10,443.318724520455
QAT,2021,11,418.575353849545
QAT,2021,12,455.690409855909
ROU,2020,1,23855.8571428571
