Country,iso3,WHO_region,year,month,covid_cases,covid_deaths
Afghanistan,AFG,EMRO,2020,1,0,0
Afghanistan,AFG,EMRO,2020,2,5,0
Afghanistan,AFG,EMRO,2020,3,161,4
Afghanistan,AFG,EMRO,2020,4,1661,56
Afghanistan,AFG,EMRO,2020,5,13353,194
Afghanistan,AFG,EMRO,2020,6,16265,485
Afghanistan,AFG,EMRO,2020,7,5183,536
Afghanistan,AFG,EMRO,2020,8,1620,131
Afghanistan,AFG,EMRO,2020,9,1106,56
Afghanistan,AFG,EMRO,2020,10,1980,71
Afghanistan,AFG,EMRO,2020,11,4881,230
Afghanistan,AFG,EMRO,2020,12,6115,426
Afghanistan,AFG,EMRO,2021,1,2693,211
Afghanistan,AFG,EMRO,2021,2,691,43
Afghanistan,AFG,EMRO,2021,3,740,41
Afghanistan,AFG,EMRO,2021,4,3291,141
Afghanistan,AFG,EMRO,2021,5,12093,319
Afghanistan,AFG,EMRO,2021,6,46821,1927
Afghanistan,AFG,EMRO,2021,7,28495,1837
Afghanistan,AFG,EMRO,2021,8,6066,410
Afghanistan,AFG,EMRO,2021,9,1832,86
Afghanistan,AFG,EMRO,2021,10,1036,68
Afghanistan,AFG,EMRO,2021,11,1172,36
Afghanistan,AFG,EMRO,2021,12,799,48
Albania,ALB,EURO,2020,1,0,0
Albania,ALB,EURO,2020,2,0,0
Albania,ALB,EURO,2020,3,205,12
Albania,ALB,EURO,2020,4,530,18
Albania,ALB,EURO,2020,5,363,2
Albania,ALB,EURO,2020,6,1437,30
Albania,ALB,EURO,2020,7,2662,92
Albania,ALB,EURO,2020,8,4183,126
Albania,ALB,EURO,2020,9,4138,104
Albania,ALB,EURO,2020,10,7116,118
Albania,ALB,EURO,2020,11,16991,296
Albania,ALB,EURO,2020,12,20102,376
Albania,ALB,EURO,2021,1,19524,195
Albania,ALB,EURO,2021,2,28964,406
Albania,ALB,EURO,2021,3,18508,452
Albania,ALB,EURO,2021,4,6254,162
Albania,ALB,EURO,2021,5,1332,61
Albania,ALB,EURO,2021,6,205,6
Albania,ALB,EURO,2021,7,522,1
Albania,ALB,EURO,2021,8,12297,38
Albania,ALB,EURO,2021,9,24129,190
Albania,ALB,EURO,2021,10,15425,231
Albania,ALB,EURO,2021,11,14863,176
Albania,ALB,EURO,2021,12,9766,123
Algeria,DZA,AFRO,2020,1,0,0
Algeria,DZA,AFRO,2020,2,1,0
Algeria,DZA,AFRO,2020,3,583,35
Algeria,DZA,AFRO,2020,4,3264,409
Algeria,DZA,AFRO,2020,5,5419,202
Algeria,DZA,AFRO,2020,6,4304,259
Algeria,DZA,AFRO,2020,7,16260,295
Algeria,DZA,AFRO,2020,8,14315,301
Algeria,DZA,AFRO,2020,9,7222,225
Algeria,DZA,AFRO,2020,10,6283,230
Algeria,DZA,AFRO,2020,11,24570,454
Algeria,DZA,AFRO,2020,12,17090,341
Algeria,DZA,AFRO,2021,1,7811,137
Algeria,DZA,AFRO,2021,2,5838,91
Algeria,DZA,AFRO,2021,3,4101,110
Algeria,DZA,AFRO,2021,4,4805,155
Algeria,DZA,AFRO,2021,5,6859,221
Algeria,DZA,AFRO,2021,6,10504,243
Algeria,DZA,AFRO,2021,7,30960,511
Algeria,DZA,AFRO,2021,8,25385,1021
Algeria,DZA,AFRO,2021,9,7624,565
Algeria,DZA,AFRO,2021,10,3160,113
Algeria,DZA,AFRO,2021,11,3986,146
Algeria,DZA,AFRO,2021,12,7693,207
American Samoa,ASM,WPRO,2020,1,0,0
American Samoa,ASM,WPRO,2020,2,0,0
American Samoa,ASM,WPRO,2020,3,0,0
American Samoa,ASM,WPRO,2020,4,0,0
American Samoa,ASM,WPRO,2020,5,0,0
American Samoa,ASM,WPRO,2020,6,0,0
American Samoa,ASM,WPRO,2020,7,0,0
American Samoa,ASM,WPRO,2020,8,0,0
American Samoa,ASM,WPRO,2020,9,0,0
American Samoa,ASM,WPRO,2020,10,0,0
American Samoa,ASM,WPRO,2020,11,0,0
American Samoa,ASM,WPRO,2020,12,0,0
American Samoa,ASM,WPRO,2021,1,0,0
American Samoa,ASM,WPRO,2021,2,0,0
American Samoa,ASM,WPRO,2021,3,0,0
American Samoa,ASM,WPRO,2021,4,0,0
American Samoa,ASM,WPRO,2021,5,0,0
American Samoa,ASM,WPRO,2021,6,0,0
American Samoa,ASM,WPRO,2021,7,0,0
American Samoa,ASM,WPRO,2021,8,0,0
American Samoa,ASM,WPRO,2021,9,1,0
American Samoa,ASM,WPRO,2021,10,3,0
American Samoa,ASM,WPRO,2021,11,6,0
American Samoa,ASM,WPRO,2021,12,1,0
Andorra,AND,EURO,2020,1,0,0
Andorra,AND,EURO,2020,2,0,0
Andorra,AND,EURO,2020,3,376,12
Andorra,AND,EURO,2020,4,368,30
Andorra,AND,EURO,2020,5,20,9
Andorra,AND,EURO,2020,6,91,1
Andorra,AND,EURO,2020,7,67,0
Andorra,AND,EURO,2020,8,202,1
Andorra,AND,EURO,2020,9,842,0
Andorra,AND,EURO,2020,10,2699,22
Andorra,AND,EURO,2020,11,2047,1
Andorra,AND,EURO,2020,12,1271,8
Andorra,AND,EURO,2021,1,1902,17
Andorra,AND,EURO,2021,2,964,9
Andorra,AND,EURO,2021,3,1095,5
Andorra,AND,EURO,2021,4,1254,10
Andorra,AND,EURO,2021,5,495,2
Andorra,AND,EURO,2021,6,207,0
Andorra,AND,EURO,2021,7,778,1
Andorra,AND,EURO,2021,8,354,2
Andorra,AND,EURO,2021,9,177,0
Andorra,AND,EURO,2021,10,307,0
Andorra,AND,EURO,2021,11,1599,1
Andorra,AND,EURO,2021,12,6007,9
Angola,AGO,AFRO,2020,1,0,0
Angola,AGO,AFRO,2020,2,0,0
Angola,AGO,AFRO,2020,3,4,1
Angola,AGO,AFRO,2020,4,23,1
Angola,AGO,AFRO,2020,5,57,2
Angola,AGO,AFRO,2020,6,192,7
Angola,AGO,AFRO,2020,7,833,40
Angola,AGO,AFRO,2020,8,1515,56
Angola,AGO,AFRO,2020,9,2281,72
Angola,AGO,AFRO,2020,10,5653,100
Angola,AGO,AFRO,2020,11,4545,67
Angola,AGO,AFRO,2020,12,2330,59
Angola,AGO,AFRO,2021,1,2349,59
Angola,AGO,AFRO,2021,2,1000,42
Angola,AGO,AFRO,2021,3,1400,30
Angola,AGO,AFRO,2021,4,4249,58
Angola,AGO,AFRO,2021,5,7935,170
Angola,AGO,AFRO,2021,6,4316,130
Angola,AGO,AFRO,2021,7,3964,114
Angola,AGO,AFRO,2021,8,4685,202
Angola,AGO,AFRO,2021,9,9252,327
Angola,AGO,AFRO,2021,10,7791,171
Angola,AGO,AFRO,2021,11,781,25
Angola,AGO,AFRO,2021,12,11632,24
Anguilla,AIA,AMRO,2020,1,0,0
Anguilla,AIA,AMRO,2020,2,0,0
Anguilla,AIA,AMRO,2020,3,2,0
Anguilla,AIA,AMRO,2020,4,1,0
Anguilla,AIA,AMRO,2020,5,0,0
Anguilla,AIA,AMRO,2020,6,0,0
Anguilla,AIA,AMRO,2020,7,0,0
Anguilla,AIA,AMRO,2020,8,0,0
Anguilla,AIA,AMRO,2020,9,0,0
Anguilla,AIA,AMRO,2020,10,0,0
Anguilla,AIA,AMRO,2020,11,3,0
Anguilla,AIA,AMRO,2020,12,7,0
Anguilla,AIA,AMRO,2021,1,4,0
Anguilla,AIA,AMRO,2021,2,1,0
Anguilla,AIA,AMRO,2021,3,7,0
Anguilla,AIA,AMRO,2021,4,66,0
Anguilla,AIA,AMRO,2021,5,18,0
Anguilla,AIA,AMRO,2021,6,0,0
Anguilla,AIA,AMRO,2021,7,5,0
Anguilla,AIA,AMRO,2021,8,103,0
Anguilla,AIA,AMRO,2021,9,172,1
Anguilla,AIA,AMRO,2021,10,503,0
Anguilla,AIA,AMRO,2021,11,442,2
Anguilla,AIA,AMRO,2021,12,340,2
Antigua and Barbuda,ATG,AMRO,2020,1,0,0
Antigua and Barbuda,ATG,AMRO,2020,2,0,0
Antigua and Barbuda,ATG,AMRO,2020,3,7,0
Antigua and Barbuda,ATG,AMRO,2020,4,17,3
Antigua and Barbuda,ATG,AMRO,2020,5,1,0
Antigua and Barbuda,ATG,AMRO,2020,6,40,0
Antigua and Barbuda,ATG,AMRO,2020,7,26,0
Antigua and Barbuda,ATG,AMRO,2020,8,3,0
Antigua and Barbuda,ATG,AMRO,2020,9,7,0
Antigua and Barbuda,ATG,AMRO,2020,10,26,0
Antigua and Barbuda,ATG,AMRO,2020,11,14,1
Antigua and Barbuda,ATG,AMRO,2020,12,17,1
Antigua and Barbuda,ATG,AMRO,2021,1,60,2
Antigua and Barbuda,ATG,AMRO,2021,2,508,7
Antigua and Barbuda,ATG,AMRO,2021,3,410,14
Antigua and Barbuda,ATG,AMRO,2021,4,88,4
Antigua and Barbuda,ATG,AMRO,2021,5,36,10
Antigua and Barbuda,ATG,AMRO,2021,6,3,0
Antigua and Barbuda,ATG,AMRO,2021,7,40,1
Antigua and Barbuda,ATG,AMRO,2021,8,410,1
Antigua and Barbuda,ATG,AMRO,2021,9,1447,32
Antigua and Barbuda,ATG,AMRO,2021,10,880,26
Antigua and Barbuda,ATG,AMRO,2021,11,101,15
Antigua and Barbuda,ATG,AMRO,2021,12,154,1
Argentina,ARG,AMRO,2020,1,0,0
Argentina,ARG,AMRO,2020,2,0,0
Argentina,ARG,AMRO,2020,3,820,20
Argentina,ARG,AMRO,2020,4,3381,187
Argentina,ARG,AMRO,2020,5,10501,303
Argentina,ARG,AMRO,2020,6,45231,735
Argentina,ARG,AMRO,2020,7,119063,2066
Argentina,ARG,AMRO,2020,8,222243,5090
Argentina,ARG,AMRO,2020,9,321893,7712
Argentina,ARG,AMRO,2020,10,420668,14329
Argentina,ARG,AMRO,2020,11,269575,7880
Argentina,ARG,AMRO,2020,12,188788,4696
Argentina,ARG,AMRO,2021,1,313199,4757
Argentina,ARG,AMRO,2021,2,188835,4171
Argentina,ARG,AMRO,2021,3,218414,3665
Argentina,ARG,AMRO,2021,4,606279,7336
Argentina,ARG,AMRO,2021,5,803373,14161
Argentina,ARG,AMRO,2021,6,691373,16034
Argentina,ARG,AMRO,2021,7,482289,11971
Argentina,ARG,AMRO,2021,8,267606,6270
Argentina,ARG,AMRO,2021,9,80234,3655
Argentina,ARG,AMRO,2021,10,34494,904
Argentina,ARG,AMRO,2021,11,38189,587
Argentina,ARG,AMRO,2021,12,229791,582
Armenia,ARM,EURO,2020,1,0,0
Armenia,ARM,EURO,2020,2,0,0
Armenia,ARM,EURO,2020,3,532,3
Armenia,ARM,EURO,2020,4,1534,29
Armenia,ARM,EURO,2020,5,7216,99
Armenia,ARM,EURO,2020,6,16260,312
Armenia,ARM,EURO,2020,7,13008,295
Armenia,ARM,EURO,2020,8,5231,141
Armenia,ARM,EURO,2020,9,6578,80
Armenia,ARM,EURO,2020,10,39454,382
Armenia,ARM,EURO,2020,11,45311,823
Armenia,ARM,EURO,2020,12,24285,659
Armenia,ARM,EURO,2021,1,7617,257
Armenia,ARM,EURO,2021,2,5032,112
Armenia,ARM,EURO,2021,3,20581,323
Armenia,ARM,EURO,2021,4,23425,593
Armenia,ARM,EURO,2021,5,6606,330
Armenia,ARM,EURO,2021,6,2425,76
Armenia,ARM,EURO,2021,7,5015,100
Armenia,ARM,EURO,2021,8,12025,230
Armenia,ARM,EURO,2021,9,19562,475
Armenia,ARM,EURO,2021,10,46629,1009
Armenia,ARM,EURO,2021,11,30192,1239
Armenia,ARM,EURO,2021,12,6412,405
Aruba,ABW,AMRO,2020,1,0,0
Aruba,ABW,AMRO,2020,2,0,0
Aruba,ABW,AMRO,2020,3,50,0
Aruba,ABW,AMRO,2020,4,50,2
Aruba,ABW,AMRO,2020,5,1,1
Aruba,ABW,AMRO,2020,6,0,0
Aruba,ABW,AMRO,2020,7,18,0
Aruba,ABW,AMRO,2020,8,1729,5
Aruba,ABW,AMRO,2020,9,2024,17
Aruba,ABW,AMRO,2020,10,600,12
Aruba,ABW,AMRO,2020,11,319,8
Aruba,ABW,AMRO,2020,12,582,4
Aruba,ABW,AMRO,2021,1,1485,9
Aruba,ABW,AMRO,2021,2,946,13
Aruba,ABW,AMRO,2021,3,1490,11
Aruba,ABW,AMRO,2021,4,1291,16
Aruba,ABW,AMRO,2021,5,372,9
Aruba,ABW,AMRO,2021,6,175,0
Aruba,ABW,AMRO,2021,7,452,2
Aruba,ABW,AMRO,2021,8,2881,28
Aruba,ABW,AMRO,2021,9,983,29
Aruba,ABW,AMRO,2021,10,434,5
Aruba,ABW,AMRO,2021,11,442,3
Aruba,ABW,AMRO,2021,12,2697,7
Australia,AUS,WPRO,2020,1,9,0
Australia,AUS,WPRO,2020,2,16,0
Australia,AUS,WPRO,2020,3,4334,18
Australia,AUS,WPRO,2020,4,2387,72
Australia,AUS,WPRO,2020,5,439,12
Australia,AUS,WPRO,2020,6,582,2
Australia,AUS,WPRO,2020,7,8536,85
Australia,AUS,WPRO,2020,8,9367,422
Australia,AUS,WPRO,2020,9,1393,271
Australia,AUS,WPRO,2020,10,519,25
Australia,AUS,WPRO,2020,11,311,0
Australia,AUS,WPRO,2020,12,488,2
Australia,AUS,WPRO,2021,1,425,0
Australia,AUS,WPRO,2021,2,159,0
Australia,AUS,WPRO,2021,3,331,0
Australia,AUS,WPRO,2021,4,483,1
Australia,AUS,WPRO,2021,5,319,0
Australia,AUS,WPRO,2021,6,464,0
Australia,AUS,WPRO,2021,7,3347,13
Australia,AUS,WPRO,2021,8,18685,79
Australia,AUS,WPRO,2021,9,50110,276
Australia,AUS,WPRO,2021,10,66533,444
Australia,AUS,WPRO,2021,11,39896,275
Australia,AUS,WPRO,2021,12,153425,229
Austria,AUT,EURO,2020,1,0,0
Austria,AUT,EURO,2020,2,3,0
Austria,AUT,EURO,2020,3,9262,134
Austria,AUT,EURO,2020,4,6138,491
Austria,AUT,EURO,2020,5,1208,72
Austria,AUT,EURO,2020,6,1019,37
Austria,AUT,EURO,2020,7,3245,15
Austria,AUT,EURO,2020,8,6258,14
Austria,AUT,EURO,2020,9,17101,57
Austria,AUT,EURO,2020,10,57235,359
Austria,AUT,EURO,2020,11,177033,2345
Austria,AUT,EURO,2020,12,77562,2783
Austria,AUT,EURO,2021,1,53224,1506
Austria,AUT,EURO,2021,2,43359,725
Austria,AUT,EURO,2021,3,84657,727
Austria,AUT,EURO,2021,4,74266,824
Austria,AUT,EURO,2021,5,28153,371
Austria,AUT,EURO,2021,6,6214,88
Austria,AUT,EURO,2021,7,8307,21
Austria,AUT,EURO,2021,8,28377,53
Austria,AUT,EURO,2021,9,55087,224
Austria,AUT,EURO,2021,10,84570,311
Austria,AUT,EURO,2021,11,325712,1138
Austria,AUT,EURO,2021,12,123002,1075
Azerbaijan,AZE,EURO,2020,1,0,0
Azerbaijan,AZE,EURO,2020,2,1,0
Azerbaijan,AZE,EURO,2020,3,189,4
Azerbaijan,AZE,EURO,2020,4,1527,18
Azerbaijan,AZE,EURO,2020,5,3272,36
Azerbaijan,AZE,EURO,2020,6,11435,140
Azerbaijan,AZE,EURO,2020,7,14797,240
Azerbaijan,AZE,EURO,2020,8,4953,91
Azerbaijan,AZE,EURO,2020,9,3887,59
Azerbaijan,AZE,EURO,2020,10,13091,120
Azerbaijan,AZE,EURO,2020,11,60873,615
Azerbaijan,AZE,EURO,2020,12,102559,1252
Azerbaijan,AZE,EURO,2021,1,13351,544
Azerbaijan,AZE,EURO,2021,2,4054,94
Azerbaijan,AZE,EURO,2021,3,25487,325
Azerbaijan,AZE,EURO,2021,4,58437,952
Azerbaijan,AZE,EURO,2021,5,15951,417
Azerbaijan,AZE,EURO,2021,6,2097,66
Azerbaijan,AZE,EURO,2021,7,7255,49
Azerbaijan,AZE,EURO,2021,8,77887,570
Azerbaijan,AZE,EURO,2021,9,62025,921
Azerbaijan,AZE,EURO,2021,10,45981,536
Azerbaijan,AZE,EURO,2021,11,57531,784
Azerbaijan,AZE,EURO,2021,12,29712,513
Bahamas,BHS,AMRO,2020,1,0,0
Bahamas,BHS,AMRO,2020,2,0,0
Bahamas,BHS,AMRO,2020,3,14,0
Bahamas,BHS,AMRO,2020,4,66,11
Bahamas,BHS,AMRO,2020,5,21,0
Bahamas,BHS,AMRO,2020,6,3,0
Bahamas,BHS,AMRO,2020,7,380,0
Bahamas,BHS,AMRO,2020,8,1651,32
Bahamas,BHS,AMRO,2020,9,1768,48
Bahamas,BHS,AMRO,2020,10,2741,51
Bahamas,BHS,AMRO,2020,11,859,21
Bahamas,BHS,AMRO,2020,12,354,7
Bahamas,BHS,AMRO,2021,1,317,6
Bahamas,BHS,AMRO,2021,2,368,4
Bahamas,BHS,AMRO,2021,3,577,8
Bahamas,BHS,AMRO,2021,4,1270,10
Bahamas,BHS,AMRO,2021,5,1407,32
Bahamas,BHS,AMRO,2021,6,790,16
Bahamas,BHS,AMRO,2021,7,2091,40
Bahamas,BHS,AMRO,2021,8,3462,95
Bahamas,BHS,AMRO,2021,9,2845,150
Bahamas,BHS,AMRO,2021,10,1382,112
Bahamas,BHS,AMRO,2021,11,407,28
Bahamas,BHS,AMRO,2021,12,1496,45
Bahrain,BHR,EMRO,2020,1,0,0
Bahrain,BHR,EMRO,2020,2,44,0
Bahrain,BHR,EMRO,2020,3,523,4
Bahrain,BHR,EMRO,2020,4,2354,4
Bahrain,BHR,EMRO,2020,5,7872,9
Bahrain,BHR,EMRO,2020,6,15446,67
Bahrain,BHR,EMRO,2020,7,14516,62
Bahrain,BHR,EMRO,2020,8,10819,43
Bahrain,BHR,EMRO,2020,9,18848,57
Bahrain,BHR,EMRO,2020,10,11044,73
Bahrain,BHR,EMRO,2020,11,5321,22
Bahrain,BHR,EMRO,2020,12,5638,11
Bahrain,BHR,EMRO,2021,1,10201,20
Bahrain,BHR,EMRO,2021,2,19152,72
Bahrain,BHR,EMRO,2021,3,21796,73
Bahrain,BHR,EMRO,2021,4,32178,122
Bahrain,BHR,EMRO,2021,5,62405,314
Bahrain,BHR,EMRO,2021,6,27486,398
Bahrain,BHR,EMRO,2021,7,3437,33
Bahrain,BHR,EMRO,2021,8,3373,4
Bahrain,BHR,EMRO,2021,9,2528,1
Bahrain,BHR,EMRO,2021,10,1813,4
Bahrain,BHR,EMRO,2021,11,834,1
Bahrain,BHR,EMRO,2021,12,3778,0
Bangladesh,BGD,SEARO,2020,1,0,0
Bangladesh,BGD,SEARO,2020,2,0,0
Bangladesh,BGD,SEARO,2020,3,51,5
Bangladesh,BGD,SEARO,2020,4,7616,163
Bangladesh,BGD,SEARO,2020,5,39486,482
Bangladesh,BGD,SEARO,2020,6,98330,1197
Bangladesh,BGD,SEARO,2020,7,92178,1264
Bangladesh,BGD,SEARO,2020,8,75335,1170
Bangladesh,BGD,SEARO,2020,9,50483,970
Bangladesh,BGD,SEARO,2020,10,44205,672
Bangladesh,BGD,SEARO,2020,11,57248,721
Bangladesh,BGD,SEARO,2020,12,48578,915
Bangladesh,BGD,SEARO,2021,1,21629,568
Bangladesh,BGD,SEARO,2021,2,11077,281
Bangladesh,BGD,SEARO,2021,3,65079,638
Bangladesh,BGD,SEARO,2021,4,147837,2404
Bangladesh,BGD,SEARO,2021,5,41408,1169
Bangladesh,BGD,SEARO,2021,6,112718,1884
Bangladesh,BGD,SEARO,2021,7,336226,6182
Bangladesh,BGD,SEARO,2021,8,251134,5510
Bangladesh,BGD,SEARO,2021,9,55293,1315
Bangladesh,BGD,SEARO,2021,10,13628,358
Bangladesh,BGD,SEARO,2021,11,6745,113
Bangladesh,BGD,SEARO,2021,12,9255,91
Barbados,BRB,AMRO,2020,1,0,0
Barbados,BRB,AMRO,2020,2,0,0
Barbados,BRB,AMRO,2020,3,33,0
Barbados,BRB,AMRO,2020,4,47,6
Barbados,BRB,AMRO,2020,5,12,1
Barbados,BRB,AMRO,2020,6,5,0
Barbados,BRB,AMRO,2020,7,13,0
Barbados,BRB,AMRO,2020,8,63,0
Barbados,BRB,AMRO,2020,9,17,0
Barbados,BRB,AMRO,2020,10,46,0
Barbados,BRB,AMRO,2020,11,39,0
Barbados,BRB,AMRO,2020,12,97,0
Barbados,BRB,AMRO,2021,1,1126,5
Barbados,BRB,AMRO,2021,2,1496,21
Barbados,BRB,AMRO,2021,3,640,8
Barbados,BRB,AMRO,2021,4,204,3
Barbados,BRB,AMRO,2021,5,174,3
Barbados,BRB,AMRO,2021,6,67,0
Barbados,BRB,AMRO,2021,7,286,1
Barbados,BRB,AMRO,2021,8,566,0
Barbados,BRB,AMRO,2021,9,3050,21
Barbados,BRB,AMRO,2021,10,9484,83
Barbados,BRB,AMRO,2021,11,7573,73
Barbados,BRB,AMRO,2021,12,3272,35
Belarus,BLR,EURO,2020,1,0,0
Belarus,BLR,EURO,2020,2,1,0
Belarus,BLR,EURO,2020,3,151,0
Belarus,BLR,EURO,2020,4,13029,84
Belarus,BLR,EURO,2020,5,28477,145
Belarus,BLR,EURO,2020,6,20132,158
Belarus,BLR,EURO,2020,7,6018,172
Belarus,BLR,EURO,2020,8,3879,117
Belarus,BLR,EURO,2020,9,6573,152
Belarus,BLR,EURO,2020,10,19239,149
Belarus,BLR,EURO,2020,11,37509,174
Belarus,BLR,EURO,2020,12,57353,263
Belarus,BLR,EURO,2021,1,54209,294
Belarus,BLR,EURO,2021,2,39389,258
Belarus,BLR,EURO,2021,3,34635,271
Belarus,BLR,EURO,2021,4,36639,295
Belarus,BLR,EURO,2021,5,36574,309
Belarus,BLR,EURO,2021,6,22468,291
Belarus,BLR,EURO,2021,7,28773,313
Belarus,BLR,EURO,2021,8,35316,323
Belarus,BLR,EURO,2021,9,55733,361
Belarus,BLR,EURO,2021,10,62035,485
Belarus,BLR,EURO,2021,11,55191,453
Belarus,BLR,EURO,2021,12,44277,494
Belgium,BEL,EURO,2020,1,0,0
Belgium,BEL,EURO,2020,2,1,0
Belgium,BEL,EURO,2020,3,15295,1210
Belgium,BEL,EURO,2020,4,34643,6598
Belgium,BEL,EURO,2020,5,8976,1625
Belgium,BEL,EURO,2020,6,2969,295
Belgium,BEL,EURO,2020,7,7706,84
Belgium,BEL,EURO,2020,8,15806,198
Belgium,BEL,EURO,2020,9,37148,132
Belgium,BEL,EURO,2020,10,322611,1686
Belgium,BEL,EURO,2020,11,135162,5140
Belgium,BEL,EURO,2020,12,68100,2790
Belgium,BEL,EURO,2021,1,60834,1623
Belgium,BEL,EURO,2021,2,59560,984
Belgium,BEL,EURO,2021,3,113073,819
Belgium,BEL,EURO,2021,4,106333,1205
Belgium,BEL,EURO,2021,5,70760,728
Belgium,BEL,EURO,2021,6,20904,214
Belgium,BEL,EURO,2021,7,39403,69
Belgium,BEL,EURO,2021,8,58736,137
Belgium,BEL,EURO,2021,9,59901,218
Belgium,BEL,EURO,2021,10,135746,432
Belgium,BEL,EURO,2021,11,398809,986
Belgium,BEL,EURO,2021,12,341088,1214
Belize,BLZ,AMRO,2020,1,0,0
Belize,BLZ,AMRO,2020,2,0,0
Belize,BLZ,AMRO,2020,3,3,0
Belize,BLZ,AMRO,2020,4,15,2
Belize,BLZ,AMRO,2020,5,0,0
Belize,BLZ,AMRO,2020,6,6,0
Belize,BLZ,AMRO,2020,7,24,0
Belize,BLZ,AMRO,2020,8,916,11
Belize,BLZ,AMRO,2020,9,927,11
Belize,BLZ,AMRO,2020,10,1491,32
Belize,BLZ,AMRO,2020,11,2265,88
Belize,BLZ,AMRO,2020,12,5021,97
Belize,BLZ,AMRO,2021,1,1209,60
Belize,BLZ,AMRO,2021,2,416,13
Belize,BLZ,AMRO,2021,3,122,3
Belize,BLZ,AMRO,2021,4,224,6
Belize,BLZ,AMRO,2021,5,152,1
Belize,BLZ,AMRO,2021,6,398,5
Belize,BLZ,AMRO,2021,7,925,8
Belize,BLZ,AMRO,2021,8,1898,19
Belize,BLZ,AMRO,2021,9,4283,52
Belize,BLZ,AMRO,2021,10,6503,83
Belize,BLZ,AMRO,2021,11,3367,79
Belize,BLZ,AMRO,2021,12,1902,27
Benin,BEN,AFRO,2020,1,0,0
Benin,BEN,AFRO,2020,2,0,0
Benin,BEN,AFRO,2020,3,6,0
Benin,BEN,AFRO,2020,4,63,2
Benin,BEN,AFRO,2020,5,163,1
Benin,BEN,AFRO,2020,6,955,16
Benin,BEN,AFRO,2020,7,618,17
Benin,BEN,AFRO,2020,8,340,4
Benin,BEN,AFRO,2020,9,212,1
Benin,BEN,AFRO,2020,10,286,0
Benin,BEN,AFRO,2020,11,331,2
Benin,BEN,AFRO,2020,12,277,1
Benin,BEN,AFRO,2021,1,535,4
Benin,BEN,AFRO,2021,2,1848,22
Benin,BEN,AFRO,2021,3,1466,20
Benin,BEN,AFRO,2021,4,721,9
Benin,BEN,AFRO,2021,5,237,2
Benin,BEN,AFRO,2021,6,141,3
Benin,BEN,AFRO,2021,7,195,4
Benin,BEN,AFRO,2021,8,4972,20
Benin,BEN,AFRO,2021,9,10524,31
Benin,BEN,AFRO,2021,10,859,2
Benin,BEN,AFRO,2021,11,101,0
Benin,BEN,AFRO,2021,12,85,0
Bermuda,BMU,AMRO,2020,1,0,0
Bermuda,BMU,AMRO,2020,2,0,0
Bermuda,BMU,AMRO,2020,3,22,0
Bermuda,BMU,AMRO,2020,4,89,6
Bermuda,BMU,AMRO,2020,5,29,3
Bermuda,BMU,AMRO,2020,6,6,0
Bermuda,BMU,AMRO,2020,7,10,0
Bermuda,BMU,AMRO,2020,8,13,0
Bermuda,BMU,AMRO,2020,9,12,0
Bermuda,BMU,AMRO,2020,10,18,0
Bermuda,BMU,AMRO,2020,11,52,0
Bermuda,BMU,AMRO,2020,12,344,1
Bermuda,BMU,AMRO,2021,1,96,2
Bermuda,BMU,AMRO,2021,2,14,0
Bermuda,BMU,AMRO,2021,3,431,0
Bermuda,BMU,AMRO,2021,4,1238,12
Bermuda,BMU,AMRO,2021,5,117,8
Bermuda,BMU,AMRO,2021,6,23,1
Bermuda,BMU,AMRO,2021,7,39,0
Bermuda,BMU,AMRO,2021,8,291,0
Bermuda,BMU,AMRO,2021,9,2323,29
Bermuda,BMU,AMRO,2021,10,480,39
Bermuda,BMU,AMRO,2021,11,83,5
Bermuda,BMU,AMRO,2021,12,601,0
Bhutan,BTN,SEARO,2020,1,0,0
Bhutan,BTN,SEARO,2020,2,0,0
Bhutan,BTN,SEARO,2020,3,4,0
Bhutan,BTN,SEARO,2020,4,3,0
Bhutan,BTN,SEARO,2020,5,36,0
Bhutan,BTN,SEARO,2020,6,34,0
Bhutan,BTN,SEARO,2020,7,25,0
Bhutan,BTN,SEARO,2020,8,123,0
Bhutan,BTN,SEARO,2020,9,57,0
Bhutan,BTN,SEARO,2020,10,66,0
Bhutan,BTN,SEARO,2020,11,48,0
Bhutan,BTN,SEARO,2020,12,274,0
Bhutan,BTN,SEARO,2021,1,189,1
Bhutan,BTN,SEARO,2021,2,8,0
Bhutan,BTN,SEARO,2021,3,6,0
Bhutan,BTN,SEARO,2021,4,201,0
Bhutan,BTN,SEARO,2021,5,546,0
Bhutan,BTN,SEARO,2021,6,480,0
Bhutan,BTN,SEARO,2021,7,415,1
Bhutan,BTN,SEARO,2021,8,81,1
Bhutan,BTN,SEARO,2021,9,5,0
Bhutan,BTN,SEARO,2021,10,20,0
Bhutan,BTN,SEARO,2021,11,19,0
Bhutan,BTN,SEARO,2021,12,20,0
Bolivia (Plurinational State of),BOL,AMRO,2020,1,0,0
Bolivia (Plurinational State of),BOL,AMRO,2020,2,0,0
Bolivia (Plurinational State of),BOL,AMRO,2020,3,97,5
Bolivia (Plurinational State of),BOL,AMRO,2020,4,956,50
Bolivia (Plurinational State of),BOL,AMRO,2020,5,7678,245
Bolivia (Plurinational State of),BOL,AMRO,2020,6,22793,714
Bolivia (Plurinational State of),BOL,AMRO,2020,7,42010,1794
