"Country","WHO_region","months","est","lwr","uppr"
"Afghanistan","EMRO",1,24438.816,18829.2,30980.025
"Afghanistan","EMRO",2,22988.959,17772.025,29426.85
"Afghanistan","EMRO",3,21553.589,16350.425,27955.75
"Afghanistan","EMRO",4,19997.734,15368.425,25577.45
"Afghanistan","EMRO",5,20584.079,15876.9,26672.6
"Afghanistan","EMRO",6,22237.99,17171.75,28650.25
"Afghanistan","EMRO",7,22810.302,17115.925,29137.375
"Afghanistan","EMRO",8,20871.948,16147.025,26331.45
"Afghanistan","EMRO",9,21721.283,16190.425,27806.375
"Afghanistan","EMRO",10,23935.053,18721.375,30302.25
"Afghanistan","EMRO",11,26846.851,20817.55,34289.525
"Afghanistan","EMRO",12,26931.795,20868.55,34345.775
"Afghanistan","EMRO",13,24824.035,19200.775,31859.625
"Afghanistan","EMRO",14,22217.433,17185.575,28150.7
"Afghanistan","EMRO",15,21943.417,16831.925,28242.825
"Afghanistan","EMRO",16,22756.031,17669.55,29333.125
"Afghanistan","EMRO",17,22934.775,17581.9,29042.85
"Afghanistan","EMRO",18,25401.259,19606.45,32699.425
"Afghanistan","EMRO",19,25064.717,19370.65,31782.8
"Afghanistan","EMRO",20,22762.226,17400.7,29119.175
"Afghanistan","EMRO",21,21820.088,16819.1,27921.525
"Afghanistan","EMRO",22,22735.572,17396.025,28957.725
"Afghanistan","EMRO",23,24052.875,18560.45,31223.9
"Afghanistan","EMRO",24,24627.529,19147.775,31193.825
"Angola","AFRO",1,20124.921,15460.45,25764.85
"Angola","AFRO",2,19985.008,15632.825,25546.475
"Angola","AFRO",3,19921.119,15476.5,25253.3
"Angola","AFRO",4,17739.018,13684.55,22948.25
"Angola","AFRO",5,18217.569,14085.675,23618.275
"Angola","AFRO",6,18749.018,14505.7,24390.025
"Angola","AFRO",7,19628.92,14845.6,25419.25
"Angola","AFRO",8,20088.797,15496.325,25920.625
"Angola","AFRO",9,20129.829,15698.75,25255.5
"Angola","AFRO",10,19817.385,15202.75,24942.075
"Angola","AFRO",11,19933.707,15457.65,25051.475
"Angola","AFRO",12,20217.795,15752.25,25699.9
"Angola","AFRO",13,20413.578,15846.4,25565.425
"Angola","AFRO",14,20768.227,16101.175,26762.725
"Angola","AFRO",15,20372.353,15320.15,25890
"Angola","AFRO",16,20159.467,15330.025,25649.175
"Angola","AFRO",17,21072.277,16208.15,26723.175
"Angola","AFRO",18,20840.095,16195.925,26526.05
"Angola","AFRO",19,21120.105,16098.95,27428.35
"Angola","AFRO",20,21375.397,16473.125,27429.15
"Angola","AFRO",21,21158.484,16437.325,27660.625
"Angola","AFRO",22,20331.496,15452.3,25912.075
"Angola","AFRO",23,19584.102,14983.825,24927.625
"Angola","AFRO",24,19791.696,15489.975,24856.15
"Albania","EURO",1,3106,3106,3106
"Albania","EURO",2,2866,2866,2866
"Albania","EURO",3,2830,2830,2830
"Albania","EURO",4,2562,2562,2562
"Albania","EURO",5,2561,2561,2561
"Albania","EURO",6,2526,2526,2526
"Albania","EURO",7,3076,3076,3076
"Albania","EURO",8,3516,3516,3516
"Albania","EURO",9,2815,2815,2815
"Albania","EURO",10,3413,3413,3413
"Albania","EURO",11,5473,5473,5473
"Albania","EURO",12,4459,4459,4459
"Albania","EURO",13,4263,4263,4263
"Albania","EURO",14,5358,5358,5358
"Albania","EURO",15,4895,4895,4895
"Albania","EURO",16,3435,3435,3435
"Albania","EURO",17,2661,2661,2661
"Albania","EURO",18,2588,2588,2588
"Albania","EURO",19,2585,2585,2585
"Albania","EURO",20,2954,2954,2954
"Albania","EURO",21,3559,3559,3559
"Albania","EURO",22,3634,3634,3634
"Albania","EURO",23,3559,3559,3559
"Albania","EURO",24,3937,3937,3937
"Andorra","EURO",1,70,70,70
"Andorra","EURO",2,76,76,76
"Andorra","EURO",3,82,82,82
"Andorra","EURO",4,124,124,124
"Andorra","EURO",5,74,74,74
"Andorra","EURO",6,54,54,54
"Andorra","EURO",7,60,60,60
"Andorra","EURO",8,39,39,39
"Andorra","EURO",9,56,56,56
"Andorra","EURO",10,105,105,105
"Andorra","EURO",11,39,39,39
"Andorra","EURO",12,84,84,84
"Andorra","EURO",13,85.38,55,124.05
"Andorra","EURO",14,70.443,43,104.025
"Andorra","EURO",15,66.566,41,101
"Andorra","EURO",16,68.495,42,102
"Andorra","EURO",17,58.569,35.975,86
"Andorra","EURO",18,53.032,31,80
"Andorra","EURO",19,60.643,37,91
"Andorra","EURO",20,63.238,38,93
"Andorra","EURO",21,55.831,34,86
"Andorra","EURO",22,60.042,36,92
"Andorra","EURO",23,69.334,42,106
"Andorra","EURO",24,81.114,51,118.025
"United Arab Emirates","EMRO",1,1960.406,1504.85,2497.05
"United Arab Emirates","EMRO",2,1910.942,1466.9,2459.15
"United Arab Emirates","EMRO",3,1865.955,1417.95,2389.05
"United Arab Emirates","EMRO",4,1894.737,1450.975,2432.05
"United Arab Emirates","EMRO",5,1971.729,1520.95,2530
"United Arab Emirates","EMRO",6,2006.357,1535.95,2591.05
"United Arab Emirates","EMRO",7,2050.184,1557.925,2601.025
"United Arab Emirates","EMRO",8,1934.036,1472.925,2501.125
"United Arab Emirates","EMRO",9,1802.198,1401.975,2340.025
"United Arab Emirates","EMRO",10,1793.937,1342.975,2318.075
"United Arab Emirates","EMRO",11,1823.002,1420.775,2335.05
"United Arab Emirates","EMRO",12,1880.773,1436.975,2408.25
"United Arab Emirates","EMRO",13,2032.888,1573.925,2639.45
"United Arab Emirates","EMRO",14,2088.738,1613.925,2657.125
"United Arab Emirates","EMRO",15,2099.978,1580.95,2717.275
"United Arab Emirates","EMRO",16,2031.561,1552.8,2618
"United Arab Emirates","EMRO",17,2066.304,1556,2659.1
"United Arab Emirates","EMRO",18,2115.81,1567,2773.35
"United Arab Emirates","EMRO",19,2152.052,1625.8,2787
"United Arab Emirates","EMRO",20,2065.391,1553.825,2673.05
"United Arab Emirates","EMRO",21,1965.116,1488.975,2508.15
"United Arab Emirates","EMRO",22,1940.876,1449.85,2523.075
"United Arab Emirates","EMRO",23,1922.081,1442.875,2452.05
"United Arab Emirates","EMRO",24,1973.004,1507.925,2521.025
"Argentina","AMRO",1,26537,26537,26537
"Argentina","AMRO",2,24922,24922,24922
"Argentina","AMRO",3,26577,26577,26577
"Argentina","AMRO",4,25882,25882,25882
"Argentina","AMRO",5,28479,28479,28479
"Argentina","AMRO",6,29826,29826,29826
"Argentina","AMRO",7,37235,37235,37235
"Argentina","AMRO",8,38249,38249,38249
"Argentina","AMRO",9,41281,41281,41281
"Argentina","AMRO",10,43961,43961,43961
"Argentina","AMRO",11,36757,36757,36757
"Argentina","AMRO",12,32224,32224,32224
"Argentina","AMRO",13,31302.373,26691.825,36956.275
"Argentina","AMRO",14,28134.129,23690.175,33299.5
"Argentina","AMRO",15,30139.015,25839.3,35461.45
"Argentina","AMRO",16,35372.202,30254.175,41686.3
"Argentina","AMRO",17,45511.727,38671.325,53670.45
"Argentina","AMRO",18,55947.815,47816.525,65919.875
"Argentina","AMRO",19,46167.369,38810.9,54730
"Argentina","AMRO",20,40457.432,34645.625,47045.275
"Argentina","AMRO",21,30140.821,25643.9,35588.325
"Argentina","AMRO",22,29393.376,24695.85,34768.275
"Argentina","AMRO",23,28130.912,24128.05,32539.3
"Argentina","AMRO",24,31016.797,26837.725,36181.45
"Armenia","EURO",1,2567,2567,2567
"Armenia","EURO",2,2434,2434,2434
"Armenia","EURO",3,2288,2288,2288
"Armenia","EURO",4,2156,2156,2156
"Armenia","EURO",5,2103,2103,2103
"Armenia","EURO",6,2869,2869,2869
"Armenia","EURO",7,2719,2719,2719
"Armenia","EURO",8,2106,2106,2106
"Armenia","EURO",9,2042,2042,2042
"Armenia","EURO",10,3632,3632,3632
"Armenia","EURO",11,6060,6060,6060
"Armenia","EURO",12,4395,4395,4395
"Armenia","EURO",13,3014,3014,3014
"Armenia","EURO",14,2418,2418,2418
"Armenia","EURO",15,2836,2836,2836
"Armenia","EURO",16,3361,3361,3361
"Armenia","EURO",17,2633,2633,2633
"Armenia","EURO",18,2290,2290,2290
"Armenia","EURO",19,2247,2247,2247
"Armenia","EURO",20,2241,2241,2241
"Armenia","EURO",21,2559,2559,2559
"Armenia","EURO",22,3462,3462,3462
"Armenia","EURO",23,4577,4577,4577
"Armenia","EURO",24,3001,3001,3001
"Antigua and Barbuda","AMRO",1,53,53,53
"Antigua and Barbuda","AMRO",2,50,50,50
"Antigua and Barbuda","AMRO",3,63,63,63
"Antigua and Barbuda","AMRO",4,52,52,52
"Antigua and Barbuda","AMRO",5,55,55,55
"Antigua and Barbuda","AMRO",6,44,44,44
"Antigua and Barbuda","AMRO",7,48,48,48
"Antigua and Barbuda","AMRO",8,46,46,46
"Antigua and Barbuda","AMRO",9,47,47,47
"Antigua and Barbuda","AMRO",10,53,53,53
"Antigua and Barbuda","AMRO",11,52,52,52
"Antigua and Barbuda","AMRO",12,42,42,42
"Antigua and Barbuda","AMRO",13,49.136,29,73.025
"Antigua and Barbuda","AMRO",14,56.87,36,84
"Antigua and Barbuda","AMRO",15,64.534,40.975,98.025
"Antigua and Barbuda","AMRO",16,56.582,34,83
"Antigua and Barbuda","AMRO",17,61.08,37.975,91.025
"Antigua and Barbuda","AMRO",18,49.652,30,75
"Antigua and Barbuda","AMRO",19,53.693,33,79.025
"Antigua and Barbuda","AMRO",20,54.288,32,80
"Antigua and Barbuda","AMRO",21,76.649,45.975,114.025
"Antigua and Barbuda","AMRO",22,69.89,44,103.025
"Antigua and Barbuda","AMRO",23,62.063,38,92
"Antigua and Barbuda","AMRO",24,50.294,29,76
"Australia","WPRO",1,12859,12859,12859
"Australia","WPRO",2,12409,12409,12409
"Australia","WPRO",3,13561,13561,13561
"Australia","WPRO",4,13420,13420,13420
"Australia","WPRO",5,14058,14058,14058
"Australia","WPRO",6,13291,13291,13291
"Australia","WPRO",7,14411,14411,14411
"Australia","WPRO",8,14837,14837,14837
"Australia","WPRO",9,13731,13731,13731
"Australia","WPRO",10,13443,13443,13443
"Australia","WPRO",11,12939,12939,12939
"Australia","WPRO",12,13373,13373,13373
"Australia","WPRO",13,13111,13111,13111
"Australia","WPRO",14,11936,11936,11936
"Australia","WPRO",15,13541,13541,13541
"Australia","WPRO",16,13524,13524,13524
"Australia","WPRO",17,15009,15009,15009
"Australia","WPRO",18,14787,14787,14787
"Australia","WPRO",19,15806,15806,15806
"Australia","WPRO",20,15383,15383,15383
"Australia","WPRO",21,14521,14521,14521
"Australia","WPRO",22,14109,14109,14109
"Australia","WPRO",23,13425,13425,13425
"Australia","WPRO",24,13533,13533,13533
"Austria","EURO",1,8192,8192,8192
"Austria","EURO",2,7464,7464,7464
"Austria","EURO",3,8152,8152,8152
"Austria","EURO",4,7458,7458,7458
"Austria","EURO",5,6792,6792,6792
"Austria","EURO",6,6503,6503,6503
"Austria","EURO",7,6791,6791,6791
"Austria","EURO",8,6986,6986,6986
"Austria","EURO",9,6965,6965,6965
"Austria","EURO",10,7906,7906,7906
"Austria","EURO",11,10330,10330,10330
"Austria","EURO",12,9937,9937,9937
"Austria","EURO",13,8720,8720,8720
"Austria","EURO",14,7168,7168,7168
"Austria","EURO",15,7695,7695,7695
"Austria","EURO",16,7496,7496,7496
"Austria","EURO",17,7190,7190,7190
"Austria","EURO",18,7040,7040,7040
"Austria","EURO",19,6984,6984,6984
"Austria","EURO",20,7255,7255,7255
"Austria","EURO",21,7177,7177,7177
"Austria","EURO",22,7949,7949,7949
"Austria","EURO",23,9339,9339,9339
"Austria","EURO",24,9161,9161,9161
"Azerbaijan","EURO",1,7537,7537,7537
"Azerbaijan","EURO",2,7336,7336,7336
"Azerbaijan","EURO",3,8432,8432,8432
"Azerbaijan","EURO",4,6567,6567,6567
"Azerbaijan","EURO",5,6251,6251,6251
"Azerbaijan","EURO",6,9031,9031,9031
"Azerbaijan","EURO",7,9332,9332,9332
"Azerbaijan","EURO",8,7351,7351,7351
"Azerbaijan","EURO",9,6580,6580,6580
"Azerbaijan","EURO",10,8406,8406,8406
"Azerbaijan","EURO",11,12197,12197,12197
"Azerbaijan","EURO",12,21110,21110,21110
"Azerbaijan","EURO",13,11606,11606,11606
"Azerbaijan","EURO",14,7812,7812,7812
"Azerbaijan","EURO",15,8263,8263,8263
"Azerbaijan","EURO",16,10773,10773,10773
"Azerbaijan","EURO",17,7912,7912,7912
"Azerbaijan","EURO",18,7567,7567,7567
"Azerbaijan","EURO",19,7406,7406,7406
"Azerbaijan","EURO",20,9462,9462,9462
"Azerbaijan","EURO",21,10977,10977,10977
"Azerbaijan","EURO",22,8703,8703,8703
"Azerbaijan","EURO",23,11079,11079,11079
"Azerbaijan","EURO",24,10361,10361,10361
"Burundi","AFRO",1,6895.415,5318.25,8847.65
"Burundi","AFRO",2,6798.403,5188.85,8649.675
"Burundi","AFRO",3,6732.953,5126.825,8649.625
"Burundi","AFRO",4,6694.296,5142,8606.1
"Burundi","AFRO",5,6595.521,5040.825,8487.6
"Burundi","AFRO",6,6632.21,5016.125,8445.1
"Burundi","AFRO",7,6770.727,5244.775,8670.375
"Burundi","AFRO",8,6880.244,5229.975,8880.225
"Burundi","AFRO",9,6773.129,5115.7,8759.9
"Burundi","AFRO",10,6738.14,5010.35,8619.125
"Burundi","AFRO",11,6824.101,5084.55,8782.575
"Burundi","AFRO",12,6972.323,5256.825,8918.3
"Burundi","AFRO",13,6960.436,5266,9033.075
"Burundi","AFRO",14,7018.291,5439.625,8957.35
"Burundi","AFRO",15,7038.144,5363.55,9105.7
"Burundi","AFRO",16,6856.207,5176.3,8873.3
"Burundi","AFRO",17,6779.007,5137.5,8773.525
"Burundi","AFRO",18,6952.055,5344.675,8935.475
"Burundi","AFRO",19,7058.819,5376.975,9120.025
"Burundi","AFRO",20,7010.006,5353.7,9176.5
"Burundi","AFRO",21,6894.101,5297.975,9112.3
"Burundi","AFRO",22,6733.119,5212.65,8719.075
"Burundi","AFRO",23,6822.856,5028.6,8750.6
"Burundi","AFRO",24,6785.422,5157.775,8648.425
"Belgium","EURO",1,10655,10655,10655
"Belgium","EURO",2,9778,9778,9778
"Belgium","EURO",3,12451,12451,12451
"Belgium","EURO",4,15736,15736,15736
"Belgium","EURO",5,9868,9868,9868
"Belgium","EURO",6,8344,8344,8344
"Belgium","EURO",7,8387,8387,8387
"Belgium","EURO",8,10278,10278,10278
"Belgium","EURO",9,8557,8557,8557
"Belgium","EURO",10,11437,11437,11437
"Belgium","EURO",11,14586,14586,14586
"Belgium","EURO",12,12335,12335,12335
"Belgium","EURO",13,11281,11281,11281
"Belgium","EURO",14,9344,9344,9344
"Belgium","EURO",15,9809,9809,9809
"Belgium","EURO",16,9877,9877,9877
"Belgium","EURO",17,9659,9659,9659
"Belgium","EURO",18,8515,8515,8515
"Belgium","EURO",19,8829,8829,8829
"Belgium","EURO",20,8677,8677,8677
"Belgium","EURO",21,8674,8674,8674
"Belgium","EURO",22,10260,10260,10260
"Belgium","EURO",23,10852,10852,10852
"Belgium","EURO",24,11722,11722,11722
"Benin","AFRO",1,8499.983,6654.925,10802.625
"Benin","AFRO",2,8317.256,6313.95,10579.35
"Benin","AFRO",3,7777.48,6043.85,9943.225
"Benin","AFRO",4,7382.872,5653.85,9596.95
"Benin","AFRO",5,7742.65,5917.95,9799.175
"Benin","AFRO",6,8636.006,6659.5,11073.075
"Benin","AFRO",7,8826.383,6813.525,11232.575
"Benin","AFRO",8,8570.199,6533.675,11017.15
"Benin","AFRO",9,8213.391,6275.5,10621.5
"Benin","AFRO",10,7795.409,5942.775,10081.675
"Benin","AFRO",11,7917.654,6025.175,10094.25
"Benin","AFRO",12,8231.979,6259.2,10504.5
"Benin","AFRO",13,8485.008,6535.9,10840.575
"Benin","AFRO",14,9011.526,7016.7,11637.4
"Benin","AFRO",15,8856.226,6664.175,11191.25
"Benin","AFRO",16,8559.752,6601.6,10888.425
"Benin","AFRO",17,8430.955,6506,10866.9
"Benin","AFRO",18,8642.04,6740.525,11022.35
"Benin","AFRO",19,8736.726,6730.625,11170.6
"Benin","AFRO",20,8903.05,6793.7,11564.025
"Benin","AFRO",21,8548.491,6575.15,10729.925
"Benin","AFRO",22,8052.075,6221.575,10475.075
"Benin","AFRO",23,7952.993,6226.375,10246.275
"Benin","AFRO",24,8132.927,6224.4,10448.975
"Burkina Faso","AFRO",1,13902.834,10550.875,17754.275
"Burkina Faso","AFRO",2,13504.085,10385.325,17258.05
"Burkina Faso","AFRO",3,12852.758,9744.375,16364.625
"Burkina Faso","AFRO",4,12347.313,9457.25,15861.175
"Burkina Faso","AFRO",5,12791.556,9792.55,16269.125
"Burkina Faso","AFRO",6,13259.94,10277.8,16703.125
"Burkina Faso","AFRO",7,13722.209,10459.4,17528.2
"Burkina Faso","AFRO",8,13818.836,10490.9,17687
"Burkina Faso","AFRO",9,13305.263,10278.775,16746.25
"Burkina Faso","AFRO",10,13000.832,9924.75,16867.875
"Burkina Faso","AFRO",11,12945.217,9884.625,16586.3
"Burkina Faso","AFRO",12,13619.904,10433.55,17265.35
"Burkina Faso","AFRO",13,14358.815,10877.05,18474.825
"Burkina Faso","AFRO",14,14600.849,10965.275,18702.2
"Burkina Faso","AFRO",15,13817.957,10589.6,17633.55
"Burkina Faso","AFRO",16,13718.569,10652.675,17729.375
"Burkina Faso","AFRO",17,13705.986,10503.625,17758.6
"Burkina Faso","AFRO",18,13818.555,10490.775,17714.2
"Burkina Faso","AFRO",19,14027.438,10762.575,18194.45
"Burkina Faso","AFRO",20,14034.12,10665.8,17941.975
"Burkina Faso","AFRO",21,13684.929,10534.95,17398.7
"Burkina Faso","AFRO",22,13517.997,10364.8,17202.15
"Burkina Faso","AFRO",23,13869.63,10636.5,18056.7
"Burkina Faso","AFRO",24,13778.304,10456.75,17637.625
"Bangladesh","SEARO",1,74438.625,57585.075,94431.725
"Bangladesh","SEARO",2,69665.721,52684.05,88338.275
"Bangladesh","SEARO",3,66230.376,49205.25,86061.775
"Bangladesh","SEARO",4,62156.195,47062.15,79658.625
"Bangladesh","SEARO",5,67511.068,52372.75,87356.55
"Bangladesh","SEARO",6,76430.359,58895.65,97340.475
"Bangladesh","SEARO",7,77443.85,59055.125,99956.375
"Bangladesh","SEARO",8,75213.465,58202.85,96339.7
"Bangladesh","SEARO",9,70722.637,54813.325,91624.275
"Bangladesh","SEARO",10,68341.673,51998,86495.65
"Bangladesh","SEARO",11,72093.849,55757.025,93193.8
"Bangladesh","SEARO",12,75490.06,57576.85,96034.2
"Bangladesh","SEARO",13,75138.79,57356.25,96820.65
"Bangladesh","SEARO",14,70695.358,54072.7,89524.275
"Bangladesh","SEARO",15,73478.904,56112.225,94521.2
"Bangladesh","SEARO",16,82171.361,62415.15,104826.05
"Bangladesh","SEARO",17,75731.837,59144.975,98819.125
"Bangladesh","SEARO",18,80250.381,61746.1,102035.05
"Bangladesh","SEARO",19,89239.79,67660.35,114071.3
"Bangladesh","SEARO",20,86008.954,66039.15,109981.675
"Bangladesh","SEARO",21,73590.162,56086.65,95523.55
"Bangladesh","SEARO",22,68842.816,52918.45,88903.675
"Bangladesh","SEARO",23,70016.411,54174.375,88803.325
"Bangladesh","SEARO",24,73677.956,56883.05,93834.375
"Bulgaria","EURO",1,10154,10154,10154
"Bulgaria","EURO",2,9352,9352,9352
"Bulgaria","EURO",3,9125,9125,9125
"Bulgaria","EURO",4,8552,8552,8552
"Bulgaria","EURO",5,8512,8512,8512
"Bulgaria","EURO",6,8349,8349,8349
"Bulgaria","EURO",7,8950,8950,8950
"Bulgaria","EURO",8,8747,8747,8747
"Bulgaria","EURO",9,8130,8130,8130
"Bulgaria","EURO",10,10196,10196,10196
"Bulgaria","EURO",11,17688,17688,17688
"Bulgaria","EURO",12,17068,17068,17068
"Bulgaria","EURO",13,11277,11277,11277
"Bulgaria","EURO",14,9872,9872,9872
"Bulgaria","EURO",15,14752,14752,14752
"Bulgaria","EURO",16,15359,15359,15359
"Bulgaria","EURO",17,10918,10918,10918
"Bulgaria","EURO",18,9078,9078,9078
"Bulgaria","EURO",19,9119,9119,9119
"Bulgaria","EURO",20,9953,9953,9953
"Bulgaria","EURO",21,11742,11742,11742
"Bulgaria","EURO",22,15678,15678,15678
"Bulgaria","EURO",23,16631,16631,16631
"Bulgaria","EURO",24,13826,13826,13826
"Bahrain","EMRO",1,433.44,321,571.025
"Bahrain","EMRO",2,418.504,318,542
"Bahrain","EMRO",3,420.965,312.975,540.05
"Bahrain","EMRO",4,402.15,300.95,527.1
"Bahrain","EMRO",5,417.833,305.975,552
"Bahrain","EMRO",6,503.523,373.975,663.025
"Bahrain","EMRO",7,512.837,383.95,656.05
"Bahrain","EMRO",8,460.939,344.95,597.025
"Bahrain","EMRO",9,429.126,317,569
"Bahrain","EMRO",10,421.972,316.975,540.025
"Bahrain","EMRO",11,406.271,304.95,524.1
"Bahrain","EMRO",12,411.562,308.975,528
"Bahrain","EMRO",13,448.215,330,593.1
"Bahrain","EMRO",14,467.597,350,605.025
"Bahrain","EMRO",15,484.413,358.975,634.025
"Bahrain","EMRO",16,519.25,388.975,679.15
"Bahrain","EMRO",17,601.371,451.975,791
"Bahrain","EMRO",18,623.195,462.975,829.05
"Bahrain","EMRO",19,483.895,368,632.075
"Bahrain","EMRO",20,442.432,329,569.1
"Bahrain","EMRO",21,418.115,304.975,538.1
"Bahrain","EMRO",22,426.745,319,566.025
"Bahrain","EMRO",23,433.201,320.9,569.05
"Bahrain","EMRO",24,446.696,331.975,595.025
"Bahamas","AMRO",1,229.125,168,304
"Bahamas","AMRO",2,227.156,164,299.025
"Bahamas","AMRO",3,221.849,164,292
"Bahamas","AMRO",4,250.908,184.975,328
"Bahamas","AMRO",5,229.068,165.975,300
"Bahamas","AMRO",6,257.074,181.975,338.025
"Bahamas","AMRO",7,261.943,198,345.025
"Bahamas","AMRO",8,315.389,233,423.025
"Bahamas","AMRO",9,290.006,217.975,382
"Bahamas","AMRO",10,273.763,204.975,361.05
"Bahamas","AMRO",11,246.042,182,323.05
"Bahamas","AMRO",12,236.508,173.95,311
"Bahamas","AMRO",13,241.183,183,319.025
"Bahamas","AMRO",14,236.538,170,313.025
"Bahamas","AMRO",15,246.352,180,323
"Bahamas","AMRO",16,256.98,189,339.025
"Bahamas","AMRO",17,290.073,215,381.025
"Bahamas","AMRO",18,276.604,203,364.025
"Bahamas","AMRO",19,299.079,223,388.05
"Bahamas","AMRO",20,343.148,251.95,441.125
"Bahamas","AMRO",21,374.856,271.975,498
"Bahamas","AMRO",22,335.517,245.975,442.075
"Bahamas","AMRO",23,266.788,194,348.025
"Bahamas","AMRO",24,281.956,214,367.05
"Bosnia and Herzegovina","EURO",1,2850,2850,2850
"Bosnia and Herzegovina","EURO",2,3260,3260,3260
"Bosnia and Herzegovina","EURO",3,3023,3023,3023
"Bosnia and Herzegovina","EURO",4,3264,3264,3264
"Bosnia and Herzegovina","EURO",5,2990,2990,2990
"Bosnia and Herzegovina","EURO",6,3006,3006,3006
"Bosnia and Herzegovina","EURO",7,3121,3121,3121
"Bosnia and Herzegovina","EURO",8,3388,3388,3388
"Bosnia and Herzegovina","EURO",9,3521,3521,3521
"Bosnia and Herzegovina","EURO",10,3569,3569,3569
"Bosnia and Herzegovina","EURO",11,5507,5507,5507
"Bosnia and Herzegovina","EURO",12,6068,6068,6068
"Bosnia and Herzegovina","EURO",13,3514,3514,3514
"Bosnia and Herzegovina","EURO",14,3516,3516,3516
"Bosnia and Herzegovina","EURO",15,4872,4872,4872
"Bosnia and Herzegovina","EURO",16,6159,6159,6159
"Bosnia and Herzegovina","EURO",17,4298,4298,4298
"Bosnia and Herzegovina","EURO",18,3334,3334,3334
"Bosnia and Herzegovina","EURO",19,3122,3122,3122
"Bosnia and Herzegovina","EURO",20,3073,3073,3073
"Bosnia and Herzegovina","EURO",21,3846,3846,3846
"Bosnia and Herzegovina","EURO",22,4199,4199,4199
"Bosnia and Herzegovina","EURO",23,4697,4697,4697
"Bosnia and Herzegovina","EURO",24,4738,4738,4738
"Belarus","EURO",1,10725,10725,10725
"Belarus","EURO",2,9622,9622,9622
"Belarus","EURO",3,10690,10690,10690
"Belarus","EURO",4,10886,10886,10886
"Belarus","EURO",5,11966,11966,11966
"Belarus","EURO",6,13016,13016,13016
"Belarus","EURO",7,10759,10759,10759
"Belarus","EURO",8,10413,10413,10413
"Belarus","EURO",9,10659,10659,10659
"Belarus","EURO",10,12704,12704,12704
"Belarus","EURO",11,15565,15565,15565
"Belarus","EURO",12,17531,17531,17531
"Belarus","EURO",13,16127,16127,16127
"Belarus","EURO",14,12554,12554,12554
"Belarus","EURO",15,11036,11036,11036
"Belarus","EURO",16,11536.015,8911.575,14765.275
"Belarus","EURO",17,11507.798,8611.25,15073.2
"Belarus","EURO",18,11165.953,8534.9,14456.425
"Belarus","EURO",19,11060.46,8178.775,14560.2
"Belarus","EURO",20,10985.871,8311.85,14270.025
"Belarus","EURO",21,11430.533,8637.425,14770.4
"Belarus","EURO",22,12384.978,9502.925,15984.45
"Belarus","EURO",23,12940.829,9551.25,16739.275
"Belarus","EURO",24,13075.091,9861.775,17084.1
"Belize","AMRO",1,178,178,178
"Belize","AMRO",2,166,166,166
"Belize","AMRO",3,166,166,166
"Belize","AMRO",4,145,145,145
"Belize","AMRO",5,157,157,157
"Belize","AMRO",6,168,168,168
"Belize","AMRO",7,156,156,156
"Belize","AMRO",8,156,156,156
"Belize","AMRO",9,149,149,149
"Belize","AMRO",10,189,189,189
"Belize","AMRO",11,253,253,253
"Belize","AMRO",12,275,275,275
"Belize","AMRO",13,263.054,187,347.025
"Belize","AMRO",14,216.279,154,295.025
"Belize","AMRO",15,199.307,144,272.025
"Belize","AMRO",16,211.089,154,282.05
"Belize","AMRO",17,181.096,126.975,245.05
"Belize","AMRO",18,187.77,134,249
"Belize","AMRO",19,194.409,134.975,261
"Belize","AMRO",20,211.514,150.95,287
"Belize","AMRO",21,242.968,172,329.025
"Belize","AMRO",22,268.395,193,370
"Belize","AMRO",23,263.209,188.975,355
"Belize","AMRO",24,221.751,157,303.05
"Bolivia (Plurinational State of)","AMRO",1,7840,7840,7840
"Bolivia (Plurinational State of)","AMRO",2,7253,7253,7253
"Bolivia (Plurinational State of)","AMRO",3,7670,7670,7670
"Bolivia (Plurinational State of)","AMRO",4,5024,5024,5024
"Bolivia (Plurinational State of)","AMRO",5,7235,7235,7235
"Bolivia (Plurinational State of)","AMRO",6,13667,13667,13667
"Bolivia (Plurinational State of)","AMRO",7,26386,26386,26386
"Bolivia (Plurinational State of)","AMRO",8,17679,17679,17679
"Bolivia (Plurinational State of)","AMRO",9,8658,8658,8658
"Bolivia (Plurinational State of)","AMRO",10,8197,8197,8197
"Bolivia (Plurinational State of)","AMRO",11,7647,7647,7647
"Bolivia (Plurinational State of)","AMRO",12,7905,7905,7905
"Bolivia (Plurinational State of)","AMRO",13,15168,15168,15168
"Bolivia (Plurinational State of)","AMRO",14,11190,11190,11190
"Bolivia (Plurinational State of)","AMRO",15,9914,9914,9914
"Bolivia (Plurinational State of)","AMRO",16,8847,8847,8847
"Bolivia (Plurinational State of)","AMRO",17,13856,13856,13856
"Bolivia (Plurinational State of)","AMRO",18,16524,16524,16524
"Bolivia (Plurinational State of)","AMRO",19,13163,13163,13163
"Bolivia (Plurinational State of)","AMRO",20,10600,10600,10600
"Bolivia (Plurinational State of)","AMRO",21,8967,8967,8967
"Bolivia (Plurinational State of)","AMRO",22,8455,8455,8455
"Bolivia (Plurinational State of)","AMRO",23,9113,9113,9113
"Bolivia (Plurinational State of)","AMRO",24,17303,17303,17303
"Brazil","AMRO",1,115294,115294,115294
"Brazil","AMRO",2,108196,108196,108196
"Brazil","AMRO",3,122198,122198,122198
"Brazil","AMRO",4,128032,128032,128032
